Prueba,Tamaño_10,Tamaño_20,Tamaño_30,Tamaño_40,Tamaño_50,Tamaño_60,Tamaño_70,Tamaño_80,Tamaño_90,Tamaño_100,Tamaño_110,Tamaño_120,Tamaño_130,Tamaño_140,Tamaño_150,Tamaño_160,Tamaño_170,Tamaño_180,Tamaño_190,Tamaño_200,Tamaño_210,Tamaño_220,Tamaño_230,Tamaño_240,Tamaño_250,Tamaño_260,Tamaño_270,Tamaño_280,Tamaño_290,Tamaño_300,Tamaño_310,Tamaño_320,Tamaño_330,Tamaño_340,Tamaño_350,Tamaño_360,Tamaño_370,Tamaño_380,Tamaño_390,Tamaño_400,Tamaño_410,Tamaño_420,Tamaño_430,Tamaño_440,Tamaño_450,Tamaño_460,Tamaño_470,Tamaño_480,Tamaño_490,Tamaño_500,Tamaño_510,Tamaño_520,Tamaño_530,Tamaño_540,Tamaño_550,Tamaño_560,Tamaño_570,Tamaño_580,Tamaño_590,Tamaño_600,Tamaño_610,Tamaño_620,Tamaño_630,Tamaño_640,Tamaño_650,Tamaño_660,Tamaño_670,Tamaño_680,Tamaño_690,Tamaño_700,Tamaño_710,Tamaño_720,Tamaño_730,Tamaño_740,Tamaño_750,Tamaño_760,Tamaño_770,Tamaño_780,Tamaño_790,Tamaño_800,Tamaño_810,Tamaño_820,Tamaño_830,Tamaño_840,Tamaño_850,Tamaño_860,Tamaño_870,Tamaño_880,Tamaño_890,Tamaño_900,Tamaño_910,Tamaño_920,Tamaño_930,Tamaño_940,Tamaño_950,Tamaño_960,Tamaño_970,Tamaño_980,Tamaño_990,Tamaño_1000
148,1400,1700,3100,4100,6300,7600,9400,10800,14600,17000,18100,21500,18900,23200,22700,25200,27200,28300,31500,34000,72300,43300,46600,40500,43200,45100,58700,62900,62200,53200,55000,86700,70500,61400,64000,83500,169500,72600,73900,91400,104600,79800,82000,83500,90100,114900,89400,94400,94500,98600,99400,101200,104200,108200,109100,142500,132800,116800,116600,152800,130400,125600,160600,135000,130800,135800,137700,142600,138900,156400,149100,154200,166200,189500,157000,208100,158500,164000,174000,203300,167500,231900,176000,176100,178800,187700,209500,184300,189500,191700,240500,195600,337300,202700,317100,250000,208900,231500,214300,228800
149,600,1900,3000,4400,6000,7700,27600,11000,12800,17100,17600,20800,19100,27600,22300,25000,27200,28800,30900,40100,45000,40900,46600,40100,42500,45200,49700,91600,61400,53600,54900,73600,70900,61400,64200,84500,173800,71200,71600,90300,109400,79600,81700,84300,86300,119700,89800,93300,94900,98800,98800,101800,103000,108400,109300,142500,132500,116200,116200,141200,134200,123800,142400,132500,129700,135100,136300,165500,140400,190400,146900,153400,175300,188600,156500,220200,158300,165400,179300,204000,169300,237700,175600,196800,180300,181600,189600,186600,188600,190900,241600,194200,201600,202700,267500,270600,217800,211000,215400,219600
150,800,1700,3000,4400,6200,8000,8900,11100,12700,16600,17200,18100,20100,28300,23500,24900,26300,28600,30700,41200,43800,40300,47300,40400,43600,44900,47600,62400,61900,53300,54900,74500,69400,62200,63200,83800,95700,71100,72500,89400,102200,78200,87400,82200,88000,99300,100100,91300,94500,97900,100200,101900,206400,106800,108900,140300,131800,115800,117300,151000,151200,122100,128800,131800,130600,134300,138000,154800,141200,217000,149800,171800,157500,192600,156400,204100,166400,164300,164300,239900,168100,189700,175600,195500,181800,188300,200100,184800,191300,191200,235100,196600,200700,203200,272300,266900,209500,213000,214300,219900
151,800,2000,3000,4200,6000,7400,9200,10700,12700,17100,17100,17300,20000,28200,23000,25000,27400,28700,35100,35100,43000,40100,46700,39600,42700,44700,46700,62500,264300,52500,55300,74100,69500,61900,63800,84100,97100,70700,72200,90000,116300,78400,81700,83700,86600,100200,90700,92700,93800,97700,98600,100200,127200,107500,109100,142800,180700,116900,116900,153500,125800,125500,135500,131200,132000,151500,137500,147400,141000,147400,148500,152800,148300,163300,156400,193500,187500,161800,163800,189800,169300,201400,204500,225000,178700,185200,196700,185100,195700,200700,222100,195200,332900,202700,336200,269000,210000,214800,213100,243600
152,700,1900,3000,4200,6200,7700,9500,10500,12300,16700,15800,17900,19500,28400,23600,25300,26600,28800,33900,33300,43100,42600,47000,40300,48000,44200,47300,63100,62900,52500,54300,74000,71100,61100,63900,83500,95000,70800,72300,89900,102600,78200,81600,84800,86600,98400,91700,94600,95400,97300,98500,101000,117600,109100,108100,141300,117900,115700,116700,152100,125700,132100,128100,132100,136800,158400,137100,158300,140100,146200,190900,152400,148200,153500,157100,191500,188300,161100,164500,167200,176800,280300,182100,178100,186300,185700,186400,192000,189200,193700,220700,196500,287600,204000,325600,268400,208500,216100,220900,217900
153,600,1800,3100,4600,6200,7600,9300,10700,12700,17000,16800,17600,18900,27800,22300,25300,26700,29200,31100,32800,42300,42800,45800,40100,48400,44100,46800,61000,62000,52400,54000,74800,71700,60900,63400,83300,93800,70700,80700,91300,135200,78500,81000,83500,86200,96400,101400,93200,95200,96700,99500,100800,106800,105800,107000,140000,118400,117000,119300,149200,156200,123000,128600,130100,130800,141600,137300,154600,141600,147500,163500,153500,149200,153000,156600,361500,158600,162400,171400,168500,168400,215700,200100,175200,180600,202200,183200,185900,189600,192400,276400,194800,204000,202000,267600,265900,211500,223300,224200,256800
154,600,1800,3000,4300,6000,7600,9100,10700,15900,17200,17200,52900,19300,28000,22700,25000,26300,32000,29700,39400,43100,43200,46500,41200,42100,44500,46900,64000,64000,53300,54500,75800,64800,61600,64500,84400,94700,71700,73200,91500,104400,78200,80900,90000,87300,96200,108600,91600,94900,97100,99600,101000,106100,121500,1516200,116700,127400,115400,115200,148900,124100,123800,141200,131100,132700,133000,138000,146800,140600,146200,148500,154000,149200,154900,171800,185900,158700,172800,164100,169000,169200,196400,176500,177400,179000,186200,194100,188000,190000,193900,203200,203700,202300,201800,265200,291600,209600,211000,214000,216700
155,700,1900,3300,4200,6000,7500,9300,10700,13500,17500,16800,18800,19500,27800,22900,24800,27300,29200,30700,33600,42900,42500,46400,40500,43000,44500,47500,63100,61300,52600,55000,75000,59500,73500,64100,83900,100300,71000,72800,89100,108100,78500,81500,83300,86400,96200,106600,92500,94400,97400,102900,102500,107300,106800,130400,112800,128600,161600,118000,145200,122100,123600,127800,131700,129200,143000,138100,152600,140600,147000,147500,154200,149000,179400,156100,244200,157800,163500,164400,203200,170700,198300,174100,174700,180100,185700,191400,184600,190900,192400,234400,197100,200900,200400,317500,268900,208300,213600,214000,314800
156,2300,1800,3100,4500,6100,7800,9700,10900,12200,16500,16900,18700,19600,28000,22700,25100,27300,28600,31200,36400,42300,43400,46900,40500,42200,45200,46500,59800,58800,52500,54700,75200,59900,62000,62800,83100,104200,70300,72200,89900,99800,85000,81700,84200,96200,95800,101400,93100,102200,97400,98400,104000,105200,107100,193600,112200,133100,175600,117200,139700,123900,122900,127200,128800,131900,145100,136400,152900,141500,161800,146500,153300,153200,174500,156500,219000,159100,161700,163600,199900,169300,204200,191600,175800,179100,185300,193400,186000,197600,192600,238400,196100,201400,211600,310000,266700,209000,217900,219400,236500
157,600,1800,3000,4400,5900,7800,9600,10800,13000,17000,17200,18800,19600,27700,23100,24700,26700,28900,171600,41800,41700,39000,45800,40700,43000,44300,46600,63400,61700,53400,55100,82900,60000,60500,71300,83900,90000,69500,72300,88600,96000,79000,79800,86900,86800,94600,90700,196100,94000,97700,99700,100300,104100,106400,126300,111500,133100,140200,117000,145900,130700,124500,125600,133600,131100,143400,139000,138500,140300,144700,146400,153500,149300,156100,156500,439700,159800,163100,163700,204300,179900,173800,175500,184200,246000,184600,184200,199800,190300,192700,235900,194700,198800,200300,303700,269500,210900,215500,214800,220300
158,700,1800,3200,4300,6000,7500,9300,10700,12400,16800,17900,18200,19600,22400,23600,25500,26300,29100,30500,53700,42500,36700,46900,40500,42600,44800,46300,63300,62100,52700,54900,67900,59600,60900,64000,84100,114400,70800,73100,104200,87600,77800,81200,84000,86200,96400,89700,127800,95000,96700,98500,100600,118300,106000,115200,112600,152200,139500,118600,223700,122600,122900,125500,148800,131600,133400,136700,153700,148000,146600,154200,152500,159800,169000,159900,161500,160300,162000,163700,203500,168100,172700,181500,177200,267800,182800,199600,186500,188900,191700,224200,195000,199800,200800,319800,268800,211100,251000,212600,220100
159,500,1700,3200,4200,6200,7600,9200,10700,12600,17300,18700,17700,19600,23000,22400,24500,27200,28700,30700,33000,42400,40400,45600,40600,43100,44100,46100,60800,61300,51800,54300,57400,60200,61300,63600,84100,91800,71100,72800,74400,84700,78700,82100,84100,86800,99200,102800,116400,95300,97300,99600,101500,117200,107700,110600,111100,124000,137600,123500,149000,123200,121100,126400,132100,136300,132400,137600,151800,159700,146400,146900,154000,148900,154400,174400,161000,160200,163800,162600,218600,169200,172500,175600,175800,251100,183200,190100,186000,188900,194400,198900,194300,202200,201500,284000,262200,209900,210400,211300,220900
160,700,1800,2900,4600,5600,7600,9200,11000,12300,16600,18600,18000,19400,23300,22500,25100,26300,28800,30800,34300,41700,42900,42500,40500,42900,44700,47600,63700,60400,53000,54500,57200,59400,60200,63700,84100,91100,70700,72400,75300,86500,79300,81300,82300,86400,97900,95500,117000,95000,96000,100200,100600,116100,107000,130400,111000,128900,138000,118300,146900,123900,123200,125600,131300,130400,165700,137900,137100,168500,144900,146900,155500,149500,156100,173100,167700,158900,163000,165300,176900,167500,172900,174100,176100,259100,181300,218300,186700,190000,199600,198000,194800,238200,201700,291200,254300,209800,249600,217900,226900
161,500,1600,3100,4700,6000,7800,9200,11000,12700,16700,17700,18100,19300,55100,22900,24500,27700,36100,30900,38600,41800,37300,38400,40200,42100,44400,63400,63000,62400,52800,54900,57200,59400,61400,63600,82800,88900,70200,72500,74500,91400,78600,82100,83700,86400,93700,90300,111400,93500,98100,106000,131000,108800,105900,109800,122000,133700,137200,116700,173300,123800,122700,126900,130600,131800,133400,146400,152500,172700,145800,145000,152800,149400,153200,155700,234800,205500,161900,164400,167000,167900,205400,175200,176600,251600,183000,183900,186600,195600,189700,249700,194600,199200,200700,285800,232900,209200,248700,215300,218100
162,600,1700,3000,4500,6000,7600,9300,10600,12600,16500,17600,18000,19100,21700,23000,25400,26900,28700,31200,36800,41500,41800,38400,40500,43400,45000,46000,64000,62100,53200,54300,57900,59600,61000,63600,83400,88400,70800,72900,75300,96500,79500,81900,83400,86600,88700,90000,112800,94700,97500,101300,115600,118600,106300,109200,110800,134600,138200,118000,194300,123400,123300,126900,130200,130200,133200,135600,137500,177300,143400,146500,175800,158100,154300,155900,187100,159700,163000,173500,192000,168800,230700,174300,203900,199400,183900,183700,189500,189400,191400,205200,194300,201500,201200,297400,225600,208900,212500,222500,219500
163,600,1800,3100,4400,5900,7900,9100,10500,12600,28600,18000,17900,20100,24100,22800,25200,26600,28800,31100,35200,41800,43000,38800,40800,42800,44500,47700,63100,63100,63300,55200,57000,58900,62000,63900,83700,88500,70500,72000,111300,93900,79000,81300,84000,86200,88200,91300,118500,94900,96600,101300,104100,118300,113200,109100,113000,259000,136600,117200,133500,123700,123700,126200,131400,130700,132800,136800,138400,175600,143000,163900,148600,148100,154600,156200,159000,166800,162400,164300,200800,169100,265100,182200,176900,263200,344900,183200,186900,190600,192900,201100,210700,199800,215000,340300,235500,208800,213400,213300,219000
164,700,1900,3100,4600,6500,7600,9000,10700,12300,16500,17900,17500,19400,23700,23400,24400,26900,28800,30700,39400,41900,42800,39700,41100,43500,45400,46300,62800,66300,52500,55000,56800,58700,61400,63700,84400,88700,70100,73300,87300,97400,77600,81500,84300,87100,100000,89700,117000,94500,97800,149900,159900,128900,106300,253600,110300,169700,137900,117900,140000,122900,125100,125400,130100,131400,133300,137400,139100,181200,142500,155700,149000,149500,155300,162300,159700,159200,161200,165200,202600,168400,214100,195800,177100,206600,255100,184700,186600,190300,220600,400900,244500,204300,204800,302500,257000,238400,220800,212400,256800
165,800,1800,3000,4500,6000,7500,9200,10800,12500,16200,18500,17900,19400,22300,23200,24900,26500,28800,31100,35200,42300,42300,39200,40800,42100,44900,46200,60900,62500,53400,55100,69500,59100,61500,63800,84200,80700,70400,74400,77500,79200,78000,81200,83300,85800,87900,89700,120500,93800,96700,100200,112100,124200,106400,109600,110800,151100,137500,117800,137900,123300,125400,126700,131300,131800,132800,137000,148500,176600,141800,144400,149800,149800,153000,170000,254100,158600,169700,163500,202400,168400,217200,188300,175400,221800,206700,192400,185300,189700,216700,208600,265200,197700,328800,329400,266100,242300,244300,218600,229300
166,700,1700,3000,4700,5700,7600,9100,11200,12200,17400,18900,18000,19600,23900,22500,24600,26300,28200,30800,39800,42400,41000,38500,40900,42700,43200,47000,62500,63400,53000,56200,66500,60400,61000,64100,145600,86100,71300,71600,87000,78500,78500,81600,82700,91100,88300,97700,117600,94800,97500,100500,101000,128500,106600,108200,110700,201300,170000,118200,136000,125000,123300,127200,130500,136600,133000,139300,137700,174600,142300,146300,148600,151700,153400,154200,156500,159500,165500,164100,199900,168000,218800,263600,174500,185100,184200,180800,185700,195600,211600,201500,294000,199900,207100,300400,258700,226800,249800,213600,220100
167,600,1700,3100,4700,6100,7000,9500,10700,12400,17300,16000,17700,19300,25200,23300,25400,26600,28500,30400,37900,41600,40100,39100,40500,43300,43400,50800,58000,60700,52000,55200,57300,59200,63300,63700,82100,84500,69500,72400,83200,78000,76900,81400,83000,86800,97900,91800,117600,93300,100300,100900,101800,133000,106600,108200,111200,148200,136800,271600,130100,175900,140800,125000,130000,132000,132200,137500,137800,183100,142900,146400,148700,148500,155300,156300,158200,158600,163000,164000,179800,168700,217300,174900,189700,180800,184800,184700,191600,191100,192000,200900,286000,202100,205400,280700,261400,214000,249200,214600,219000
168,600,1800,3100,4400,6000,7600,8800,10900,12200,16600,16200,17400,19400,24600,24000,25500,26300,29100,30600,33300,56900,42900,38400,40100,43400,44300,46600,74900,62400,53300,55800,56500,60100,78000,64100,80700,88500,70100,72100,121500,78300,94800,80900,88400,85000,93200,89400,116600,95100,115300,98500,103300,129000,106300,107900,128700,167000,136200,175400,159200,153200,124800,126900,130300,142300,133500,137200,137900,180900,144200,145400,149500,157700,186600,154900,176800,159200,162500,164200,243900,179200,219000,174300,187100,182100,185400,183900,185500,190400,194900,304600,272400,201300,205400,301100,285300,212400,280400,214500,227900
169,600,1900,3100,4400,5500,7700,9100,11000,12200,16400,15400,17900,19400,25200,23500,24900,27000,28500,33500,33600,39600,41600,38100,41100,42400,45100,46700,63800,61900,52400,60000,57100,67900,78400,63500,80800,85500,80000,72100,85800,77300,78100,80500,83400,163400,87100,90200,118100,94600,101300,99500,102400,112200,106600,106800,115800,143300,136700,156000,133200,147800,124000,134200,131100,131900,132600,136400,135800,287500,240400,146000,148500,148300,153800,176700,182800,157700,163900,164500,197700,168300,219600,174900,207700,179000,192600,182400,185700,190200,191000,229500,269800,197900,218500,290900,262500,235600,418300,220200,218900
170,800,2000,3000,4500,6400,7500,9000,10900,12700,16500,15800,21800,19600,25900,23200,24500,26800,28100,37300,47500,35000,37500,38200,40100,42100,44500,46600,84500,86800,52100,64500,56900,58000,78800,63800,81400,84300,70400,72800,84300,78200,79500,81200,84100,85600,88900,89600,182800,94900,96800,99400,102200,106700,107200,108800,126000,147900,136000,145200,128600,149800,123600,127500,130800,130200,134500,136800,141600,180900,175800,146700,148600,156800,153400,155600,158500,157800,163200,166200,200400,168300,217700,174800,204900,179700,195300,188600,185500,189000,205400,224400,239500,207600,229300,296400,259300,228000,243100,222900,218700
171,800,1700,3100,4500,7400,7500,9200,10900,12500,17000,15500,20500,19700,25500,31800,25100,27100,28700,31100,33600,35100,36600,38700,40700,42600,45000,46300,62600,62200,52400,66200,57300,59400,78000,62700,83300,87500,70000,70800,82400,83900,79100,80200,83600,86100,88700,89200,126000,110500,97000,99600,102700,120300,112700,109500,119000,147800,137200,141700,119500,149900,124100,126600,130100,133600,132900,136700,137400,178900,175400,146800,149200,150600,154400,186900,155600,158400,161900,164200,202900,168900,174000,175200,240000,185900,183900,182700,184800,196500,222800,342700,345500,198700,217600,335200,258100,264600,258600,212500,219300
172,800,1900,3100,4400,6600,7600,9300,10500,12300,16600,15500,19100,19600,26200,23300,25100,27200,28700,37000,32800,34700,37000,38800,40500,43000,44700,47300,63400,63000,52300,61300,56800,59100,78300,62800,81200,87000,70500,72000,84700,77000,79500,91700,82300,86200,88300,90100,120000,94000,97800,103400,258700,116300,107000,109300,111800,143400,136500,143800,121300,164400,123500,126300,137200,131800,134900,136400,137600,177800,177700,146600,146800,151300,160400,176200,165600,274400,162200,164500,196000,167500,193600,176300,205600,177300,182800,182300,190100,188400,219900,218700,240900,201000,202300,310700,256400,232400,216200,213700,331900
173,800,1700,3100,4500,6300,7300,9500,10800,12900,16400,15800,19200,19000,23200,23800,24900,26900,28400,30000,32300,34700,37400,38700,40300,42400,45000,46700,62900,61700,52800,61000,56900,59100,79200,63700,80800,89600,71600,72500,80300,118800,86900,91600,82300,84800,92200,90100,121200,93600,98500,99500,118400,125800,106500,890300,113100,151500,136300,141200,120500,149800,122700,126500,130400,139900,135000,138100,136900,142500,174200,145900,148400,148700,166400,185200,172100,181600,163000,171200,199800,168500,190800,176000,193400,181000,184600,182500,187900,188700,207900,194900,237000,200100,202400,410800,253400,258800,246600,217000,231500
174,800,1900,3000,4600,6600,7700,9300,10800,12400,16900,15100,20200,19300,24200,23200,24900,27100,29000,30300,33000,33600,53400,38500,40900,43400,43800,50600,63100,62300,53000,65300,57600,71200,78600,63700,80200,89300,70900,72900,96100,81100,78900,94600,82000,86300,95500,90500,134100,94600,97300,100000,109800,117500,107700,129200,121500,146900,137000,119100,120800,135300,124000,125700,130200,131100,141600,144500,138200,154500,183400,146400,159200,154200,200300,228400,157800,208100,162600,164300,198300,170000,274400,174900,221600,180300,188500,184800,200800,189000,204600,196800,199300,215600,201900,617100,260400,242200,229400,212500,232100
175,700,1900,3000,4600,6900,7400,9000,11100,12200,16300,15500,22200,19600,24300,22700,25600,27100,28800,31100,33200,34700,36200,38400,39900,42900,44200,52100,63400,61800,53000,58600,57200,58700,81800,63200,80500,88100,70800,73000,74800,124600,79200,87000,83300,85900,87900,89800,97000,94300,98200,98500,118600,105300,107200,129500,113300,143000,137400,120200,119400,123400,124600,125800,130400,146100,134300,135900,147300,142400,162100,146300,148400,148800,351000,211900,192900,189200,162100,165600,184800,167400,268700,175300,198300,177500,183800,188300,210000,190900,215200,196300,204000,215800,209100,260500,277100,230000,219600,213400,258700
176,900,2000,3100,4300,7000,7600,9400,10800,12300,16900,15300,20100,19800,23600,23100,25100,26700,29000,30300,37400,34700,36300,38200,41000,42800,45200,46500,63400,77400,53200,63200,56300,59300,83500,62900,76100,87600,75700,72600,75100,79500,79400,81700,90200,93100,88100,94400,95400,102800,105500,99500,103800,104400,106700,126400,111000,143600,136700,127200,125200,141700,123600,127500,131200,137800,133300,134400,139000,142300,142400,145500,148200,150300,206200,210200,157700,172400,171300,164200,167100,169200,256600,185000,203100,192300,182400,183600,198100,196300,213400,294400,197700,201100,199600,922600,259200,250700,249300,212400,255000
177,700,1700,2900,4400,7500,7400,9200,10900,12300,17500,15100,19500,19500,25300,22700,24500,33000,28500,30700,37600,34800,37100,38700,40200,41800,45200,47000,66200,63900,53000,62700,56600,59500,79000,62800,67600,87800,72600,70700,74800,78700,76900,81300,83700,86400,93600,88900,95000,94000,111700,99600,105200,112500,106400,148700,124100,124400,136700,118600,141300,149400,124500,124500,130500,139400,132500,136300,139400,142500,144500,154000,149400,150000,492700,188600,156600,180000,163000,163000,201000,193100,573400,181500,200600,178900,183600,185900,211600,189800,235100,240900,198300,201600,202200,279200,257900,238200,236300,216300,254400
178,800,1800,3000,4200,7400,7600,9100,10600,12100,16600,15700,18100,19300,23200,22800,24500,26900,28300,30500,37200,34700,36400,38000,40900,41800,44600,47200,65900,62100,53600,70000,57300,59400,78200,63800,67200,87300,73100,78900,74300,78500,80500,80200,82400,85700,88400,89300,113300,94100,98700,108800,106200,119500,107000,136500,113700,133500,135600,124300,120500,136100,124400,126300,130600,144700,133000,137000,138100,140900,143700,146600,149200,149600,169200,211100,155800,160200,163100,164500,165500,181900,217800,196100,184000,177900,181500,183500,226900,190200,217900,240000,198100,230900,203200,293300,256000,235300,246500,213400,253500
179,700,1800,2900,4300,6900,7500,9300,10800,12300,17000,16100,19300,18900,23800,23200,24700,27000,28900,30400,37300,34100,37300,54300,40500,42500,44500,46000,61200,63100,52400,69900,57500,59500,78200,63100,67800,88400,71700,71700,75100,76400,77500,79900,87400,84600,87500,98000,93700,94900,108500,100300,113300,122300,108000,130600,112600,134500,196100,132900,133800,134200,124800,128200,129100,131300,132600,137400,139500,141500,143900,145000,148900,150600,171100,230900,157600,161000,162500,164100,167500,217700,226200,186000,178800,179700,187700,183900,219300,189900,337200,221600,198800,221900,198300,226300,257900,223900,213200,223600,828700
180,700,1800,3000,4500,6600,7600,8900,11000,12600,16800,16200,19300,19500,23700,22800,25200,26500,28800,30400,32300,34500,36700,38900,40700,50700,50900,46800,62700,61800,52800,65000,57800,59400,78600,63100,67400,83700,72100,72800,74800,76400,78500,80200,82000,85300,87400,89800,94200,95100,96500,98600,104200,122000,111600,130200,118100,156400,143400,119700,123900,145000,123800,126900,131000,132400,134900,135000,137400,141600,143000,146300,149400,154600,327100,229200,155400,170400,161900,163800,169900,203800,222700,175200,178300,181700,193200,188500,190900,189100,283500,209400,199600,261100,211300,249600,256600,210700,213700,213400,399900
181,800,1700,3300,4300,7300,7700,9600,10900,12600,16200,15100,18700,19500,25000,23200,24900,27400,28400,31100,37300,34700,37000,38700,40800,42800,45400,46200,63100,63100,52900,111400,60600,60500,64200,63000,67500,143300,71500,72000,75500,78100,79000,81300,83200,85700,87500,97400,94300,95200,114400,100400,103200,116300,106800,133600,112300,375400,141400,120300,120000,125300,124900,125300,130900,136800,141900,135900,141800,209800,152000,146600,158200,161400,204500,190000,156600,167000,162200,163900,171100,191300,212600,176200,179300,185500,183600,185000,192200,190300,214400,195800,197100,225700,202200,234400,257000,211400,213400,216400,344400
182,800,1900,3100,4400,7000,7300,9400,10600,12100,16700,15400,20000,19400,25700,23400,24400,27400,29100,30400,37500,35600,36700,38400,40700,43300,43600,46300,62400,62100,52400,73000,57400,59700,75300,63500,65200,71400,77400,71300,74800,77200,78700,79000,83800,86500,87900,90100,93000,93800,99400,100000,103000,105000,107400,133400,111500,131100,140500,119100,117400,134000,124600,126800,130600,131800,145700,139100,138300,173400,143700,144100,147000,178200,210900,177700,157600,159300,164000,165000,193200,180900,206700,179200,186200,178900,207800,182700,185500,189400,208700,200600,199300,233000,202500,235500,296700,213000,214600,218900,403300
183,700,1700,3000,4400,7700,7600,9200,10700,12500,17200,16000,20000,19800,24900,23000,24900,35400,28600,30100,32500,34000,41900,38900,40400,42400,44100,46500,61400,71700,52900,71100,57100,59200,76400,63100,65300,79800,70800,72900,75200,77700,78600,80300,82900,84300,88600,90000,93600,93300,97200,100000,101900,104100,105500,135500,111600,131300,138500,120400,133800,162000,123200,133100,129100,131300,148100,137400,137200,175200,143700,144900,149500,147800,174100,157000,157500,158800,163000,170900,237400,208300,210000,180600,194400,178400,182900,183300,185400,189500,225400,254400,320600,238900,201400,240700,252500,210100,211400,214000,375800
184,700,1800,2800,4500,7200,7200,9300,10800,11800,17200,36300,20500,19200,24400,23000,24900,27000,28500,30000,36900,33900,36300,39000,40800,42900,44000,46600,63500,62700,53200,89700,57100,63200,74500,63600,79300,70500,71100,71900,75400,77800,79000,82000,83000,86200,99900,90700,94500,94500,97200,99900,103000,105200,106200,130000,111400,131400,142400,119400,120700,147900,134100,126800,129500,130500,131900,142700,136900,175600,154800,143900,149500,150600,225700,156400,166300,159400,163400,198600,189000,194700,206100,175700,217200,177500,189500,181300,185400,189400,217200,205300,198500,249500,202100,250400,258000,233100,225900,212900,296400
185,700,2000,3000,4400,5900,7300,9200,10700,12800,16500,15500,19900,24300,23600,22800,25700,27000,33400,30800,39000,34700,37000,37600,40100,42100,44000,45900,62600,64000,52200,69700,57300,65300,75400,63800,81100,68700,71700,72600,75700,77200,85100,81600,82400,87700,88400,88600,103600,94300,96800,99400,102500,105100,105800,134400,111200,132200,143300,117000,129600,146900,138300,125000,131600,130300,134500,139500,138400,172300,143100,145000,148100,149200,189000,178500,157000,173700,162800,164700,185100,168500,220100,175100,197200,179600,181800,193600,261600,195700,200400,195200,197000,234600,200800,251800,263200,210000,211700,212700,374600
186,700,1900,3100,4400,6000,8100,9500,10600,12400,16300,16400,21400,19400,25100,23100,25600,26800,28000,30400,36400,34700,37400,38700,41000,42400,45900,51200,63500,62900,52300,66400,57300,65700,75000,63700,103100,79400,72200,72400,78900,84700,78500,93800,83000,85500,87400,94900,125400,95000,95900,98700,102900,102500,105600,135200,111400,132000,140200,125900,120300,121700,124500,125400,136700,167200,132800,138900,139000,171100,154300,145400,155700,156300,177000,205500,156900,160600,163300,163400,190800,169100,205900,254700,199800,191500,181600,183600,231100,190900,192500,197100,198700,246200,199300,240100,285000,210600,209900,218100,366200
187,700,1900,3000,4700,5900,7500,8900,10400,12400,17100,15800,21300,19500,26000,22700,24800,26600,28600,31200,37600,34500,36800,38200,40600,43300,44700,50600,62800,62900,53100,71800,57400,65000,75100,62700,83200,79900,71800,72200,75300,132800,78500,81500,83700,86600,87100,88700,117400,95400,96700,99400,101800,104900,105900,133800,111900,150400,139500,119800,120700,123300,124700,126600,129300,161700,144900,141500,139900,141500,143400,147600,150000,149700,154500,157300,157900,166000,163900,163900,192200,169900,199000,245500,212700,178000,182600,183300,212700,216400,192700,210800,198900,257500,200700,209400,260100,207800,213100,219500,298400
188,900,1800,3000,4600,6000,7600,9000,10900,12200,17500,15500,18600,19300,26700,22700,24500,26700,28900,30900,40200,35000,36300,38000,40600,43000,45000,48400,62300,62000,53100,70900,247500,58200,74200,64200,84600,80700,71800,71000,74700,86200,79400,81000,82800,85500,86900,89900,114500,95100,97300,99000,107800,104500,112500,131400,109800,129400,117500,119500,119400,123000,123600,127000,128400,162900,133400,138100,146900,141800,144200,144800,148600,148500,163000,176200,158700,160500,169700,165500,192600,242800,201600,187600,302400,178600,246800,184000,192400,219900,191000,220000,205000,273400,208700,218700,260500,210600,210500,212900,278400
189,800,1700,3000,4500,5800,7800,9400,13600,12400,16600,16000,17900,19400,23800,22800,25000,26800,29100,30500,37200,35300,36900,38600,40100,42200,44400,48000,58700,63700,52900,70900,81600,59900,75000,64300,82500,78700,70700,71200,74900,94100,77800,82000,81800,85000,87800,90100,102700,94600,96600,98300,102000,103000,107100,128500,111200,132200,118100,117700,120800,122200,127800,126100,129200,167200,137200,136300,138100,141900,143800,145400,148700,150300,171500,157000,157400,159100,162700,164500,188900,175300,200100,184300,204900,179300,452800,211200,190700,204200,192300,193900,196700,236500,323100,207100,264700,210300,210800,213500,262400
190,700,1700,3000,4500,5900,7500,9100,12400,12700,17600,15800,33600,19500,24600,23300,25100,27200,28500,30900,38400,34700,37400,38000,39900,42800,44500,48600,64500,63800,53700,74300,76000,59100,75700,64100,83900,78200,71600,71700,75300,91200,79200,81100,90400,86800,87500,91300,94900,94200,96900,98600,103700,166600,106100,196700,110900,128500,116500,117700,119800,122400,123800,126800,128600,193800,139700,138500,139300,141000,143100,152200,148800,148800,184500,157800,157200,158700,160500,163800,185000,192600,200700,203800,193600,177000,225200,231200,201400,417300,200600,222800,195800,232400,227000,205500,260900,209700,212700,218800,248800
