Prueba,Tamaño_10,Tamaño_20,Tamaño_30,Tamaño_40,Tamaño_50,Tamaño_60,Tamaño_70,Tamaño_80,Tamaño_90,Tamaño_100,Tamaño_110,Tamaño_120,Tamaño_130,Tamaño_140,Tamaño_150,Tamaño_160,Tamaño_170,Tamaño_180,Tamaño_190,Tamaño_200,Tamaño_210,Tamaño_220,Tamaño_230,Tamaño_240,Tamaño_250,Tamaño_260,Tamaño_270,Tamaño_280,Tamaño_290,Tamaño_300,Tamaño_310,Tamaño_320,Tamaño_330,Tamaño_340,Tamaño_350,Tamaño_360,Tamaño_370,Tamaño_380,Tamaño_390,Tamaño_400,Tamaño_410,Tamaño_420,Tamaño_430,Tamaño_440,Tamaño_450,Tamaño_460,Tamaño_470,Tamaño_480,Tamaño_490,Tamaño_500,Tamaño_510,Tamaño_520,Tamaño_530,Tamaño_540,Tamaño_550,Tamaño_560,Tamaño_570,Tamaño_580,Tamaño_590,Tamaño_600,Tamaño_610,Tamaño_620,Tamaño_630,Tamaño_640,Tamaño_650,Tamaño_660,Tamaño_670,Tamaño_680,Tamaño_690,Tamaño_700,Tamaño_710,Tamaño_720,Tamaño_730,Tamaño_740,Tamaño_750,Tamaño_760,Tamaño_770,Tamaño_780,Tamaño_790,Tamaño_800,Tamaño_810,Tamaño_820,Tamaño_830,Tamaño_840,Tamaño_850,Tamaño_860,Tamaño_870,Tamaño_880,Tamaño_890,Tamaño_900,Tamaño_910,Tamaño_920,Tamaño_930,Tamaño_940,Tamaño_950,Tamaño_960,Tamaño_970,Tamaño_980,Tamaño_990,Tamaño_1000
528,500,1600,3300,4500,7200,7500,11000,11000,16500,16000,16100,17300,20000,21100,23000,25200,26700,29300,30000,39200,34900,36800,38300,40200,42400,52600,61300,49700,64700,52400,71400,55800,69000,80600,79800,91200,68000,87500,75700,75500,76300,80000,81900,83300,85000,92700,90100,93400,93500,98400,130600,102500,103400,108000,109600,119100,113000,139000,118500,120800,127100,152700,127800,156600,141400,134300,146600,167300,177300,143700,168700,147900,183200,152600,159800,164900,170500,161700,164400,191800,170700,178900,173000,216600,177500,182900,186600,188100,188700,193300,216400,236400,316600,199100,244000,206800,207200,215700,248700,217100
529,500,1800,3600,4100,5800,7400,11300,13400,16300,15600,16200,17400,19600,21000,23000,24900,26500,29400,31200,35900,34300,36800,39100,41200,42600,49800,61300,48800,65200,52600,71600,56700,114400,82300,64200,67000,68500,141600,71800,74900,77300,78600,85900,83300,85400,90700,103000,91900,95300,98000,122900,101500,108700,122500,108200,110400,111900,138400,132000,120800,141400,153400,126800,148100,131900,134200,135100,219900,165600,143100,172800,148300,153900,154100,178600,162900,160900,162600,164100,200000,170600,171200,185400,179400,179100,182900,185200,186500,189300,205400,203300,231000,255500,213500,205400,212300,209400,231600,215000,218000
530,700,1800,3300,4200,5800,7400,11500,12100,16200,15700,15700,17700,19700,21500,23300,24600,26900,29700,30500,36300,84400,35600,39700,40400,43100,95900,59900,48800,69600,52400,71900,58600,70600,83700,62400,66600,68900,78900,72900,77300,78100,79600,123000,82200,84800,88900,91300,101400,95000,102500,113200,101100,103800,229200,108300,110400,120600,136000,133500,120800,149900,165700,134700,129100,138600,135100,135100,190500,142800,144500,187900,148000,151900,154000,170600,157100,160400,162300,164300,194300,171500,178700,193500,188200,178600,182900,185600,185400,199400,195900,197200,238300,947900,204100,210200,204900,208400,212800,216400,215500
531,700,1800,3800,4500,7300,7200,11500,11900,16700,15600,16400,17800,31300,21200,22700,30400,27000,29300,30900,123600,33900,36200,39300,47500,42300,52600,59400,48500,67800,60100,78800,64800,69800,80600,63200,67100,78600,84400,71800,86900,76100,79500,87800,84400,86100,89500,90700,106500,94200,97700,102600,103000,104400,120700,109300,111900,114300,154600,234300,119300,150300,179000,127700,128600,131100,134200,134700,167800,142200,142000,187900,148300,151200,151600,171500,157500,161600,163100,163800,215300,183500,169700,193400,178500,178100,182200,199300,185800,190400,195900,212300,240100,1144300,202800,204400,206400,208500,213600,217400,216700
532,600,1700,4000,4500,6700,7600,11100,12100,14300,15600,16200,16600,19400,20800,22900,30000,27700,29800,30200,36300,39100,37000,38100,40700,43400,54700,60000,49000,63100,53000,71800,57100,70600,80100,63500,66000,82500,82000,72800,86300,76200,78500,81900,130700,85200,745900,91000,94600,100400,95900,100300,101800,104500,137400,109000,111300,112600,139900,133200,119500,142000,228300,126900,128100,130600,152100,150300,169100,141200,152600,148200,147400,155800,163300,178000,158100,160400,161300,163800,192200,219400,172000,185500,177600,178900,182800,185300,191800,189300,195600,213600,232800,260000,212800,204600,204400,207900,213600,222700,216100
533,700,1600,3900,4200,6700,7500,10000,13300,16000,15900,15900,18400,19600,21700,33600,28300,33500,29200,30700,37400,38200,38100,39100,40300,42200,54800,59300,48700,64300,52700,67700,56200,68200,79500,63800,66700,71600,73000,73300,83300,77100,79200,81400,162900,84500,91700,89900,92500,94200,97100,101500,100700,103000,118600,108400,111100,113300,139700,136000,121100,123700,163800,127200,127400,164400,150500,136900,193600,146000,157700,147600,154300,154600,153300,177100,169800,161600,160200,163800,205100,181800,172500,171700,184100,180400,194900,185300,188300,190800,193900,262600,236800,251300,204100,212500,204800,207000,213700,217000,223700
534,600,1700,3900,4300,7400,7300,10100,11000,13000,15800,16200,17300,19500,20900,26700,26400,33900,28900,31100,39100,38600,40500,38700,40900,43200,54200,60000,48800,65500,53100,71600,57100,72000,81000,64500,66700,71200,83100,73000,77900,76300,78800,89800,128400,85400,90600,89700,91500,94300,95600,101900,101400,104400,118500,110200,109000,113500,138700,148200,120400,161400,135600,126700,136200,129600,141500,133900,202600,141500,164300,153900,150400,152600,152600,180200,177100,158300,160600,174000,211900,174300,171400,172900,183300,186300,180000,184400,187000,189800,191700,227000,233100,967200,231000,205100,209200,215700,214400,213800,216200
535,600,1800,3700,4400,7100,7600,10400,10900,13200,16200,16400,17100,19300,21200,26500,26300,35000,29000,30600,38300,34500,46700,38700,41300,43000,53700,61600,49200,66000,52200,72500,56900,65900,94300,65000,71000,80200,74800,71600,99700,77000,130700,94700,100500,90700,155300,88600,92300,93400,96300,102100,102000,102500,106000,108000,109200,114100,139800,152800,119400,124800,131700,146000,128000,137700,133100,142700,184500,142800,204200,146300,148400,152900,153700,180800,158400,160700,167900,163700,226400,172300,190000,183100,262300,208700,181500,185300,184600,197400,192200,389200,240300,301900,213500,214600,204500,207900,212800,215400,215900
536,700,1700,4200,4300,7200,7400,12000,12100,12500,17000,16200,17700,19000,21400,24100,29600,29500,29200,30300,39200,34100,36700,38600,40100,42400,53600,63600,48000,90100,52100,70800,57000,59400,80800,64200,73700,175400,153900,71600,75200,76100,84500,91000,103000,84500,89200,90000,102400,94600,97300,101100,101700,102900,108300,108700,116900,112800,143300,139200,128600,123700,156100,126300,132000,130500,134800,135200,172100,141600,235700,147600,149900,151300,153100,182100,157000,160700,161800,165300,214900,170000,171500,193800,217800,189700,179800,186500,188900,190300,192600,248700,268000,254400,200900,203200,206400,209500,211500,264600,214400
537,700,1600,3900,4200,7500,7300,11800,12200,12500,15800,16200,17500,19600,20900,26300,29500,27800,28900,31100,36600,34100,36200,38300,40400,42800,51400,63500,49300,66300,52800,69500,56100,107200,80800,63800,65900,79600,82500,76500,74900,78000,79500,98600,96800,85700,89100,90700,91900,96100,114900,109300,101000,103800,106100,109600,109600,113100,144600,132500,120700,123300,124800,126400,127500,131400,144600,136000,177800,142200,187700,146300,149300,152100,153600,243500,168900,160400,162500,165000,212900,171100,173500,174200,217300,205500,181100,185300,209300,190100,191400,229000,232100,245600,200700,203100,206000,209500,212100,215100,216700
538,600,1700,3700,4500,7000,7200,11700,13200,12800,15500,16300,17500,19600,21300,27900,27000,28400,29400,30400,39500,34700,36000,38300,40500,42600,52500,61100,55700,65200,53300,70400,57000,59700,80100,64900,74600,83000,80400,76600,74300,77300,79200,82100,98200,86200,89800,89200,92800,96400,97200,100000,101900,108400,108000,107700,110300,113400,139300,190900,122100,121600,124700,126200,130100,130800,133100,133500,145600,141000,208200,148800,147600,152800,153100,174900,176500,159600,162300,164900,203800,172500,189000,195100,215100,177500,181400,186500,198200,189100,190700,244300,228900,228400,199500,202000,210600,208800,221300,215900,220900
539,700,1700,4000,4200,7500,7300,11000,10400,12700,15300,15900,17900,19300,21200,22900,24800,32900,34000,30200,32900,34900,36300,38500,40800,43000,52000,60400,61300,65600,52400,70400,56500,60400,79500,63300,75700,78200,82100,72100,74400,77300,193600,81600,122600,85800,89100,89500,93500,95900,96400,112600,101100,104700,107000,109200,110600,113900,139300,138000,122000,125300,125700,213900,368400,130500,143900,135200,138500,146600,172800,148900,149200,152200,152100,179500,187600,166700,161200,164000,201400,179700,172000,187500,228500,177600,181200,184900,186400,190900,191400,239200,225300,269700,209100,205500,206000,208500,211900,215700,261100
540,500,1700,4100,4400,7500,7500,10300,10500,12900,16400,15700,17400,19200,21000,22800,25200,57800,29000,30400,37400,35200,36200,38200,40100,43000,53100,58900,63600,65400,53100,70100,56500,60200,79700,64500,76200,70100,170700,73000,74900,75900,119800,82900,89900,85800,89500,90000,92900,94100,96500,98300,100900,103900,121000,108500,111000,113700,139800,121700,120100,123600,126000,184800,223000,131100,133900,135500,154000,140500,756800,147700,147500,231800,151200,159300,158000,161000,161400,164100,227900,171200,170500,192200,213700,178300,179900,184500,184800,189700,191700,230600,241700,248100,202100,204500,207800,208900,210400,229900,216200
541,600,1900,4200,4400,7100,7500,11200,10800,12500,15300,16400,17600,19500,20700,23100,24800,32000,29800,30200,36300,34700,36100,38700,39700,43100,53700,56000,62300,65200,52900,70000,58000,59300,79300,63500,66200,69300,171900,81900,75500,77300,112600,81800,84700,93600,89300,90100,99700,94100,96700,100700,101800,112500,111000,109700,109900,113400,138400,120800,119600,123600,125300,166500,132300,130700,134300,134800,191600,152800,176500,146800,147600,213300,153100,157400,157600,160000,161400,163900,213400,171300,180200,185100,226800,178400,201400,194100,185500,189200,228900,229900,243600,241600,221300,204000,204900,207700,213300,216200,225900
542,600,1700,4000,4600,6000,7700,11300,12300,12300,15400,16200,17800,19600,21100,23100,24600,30100,28800,30900,34600,35500,36900,38400,40500,43400,54000,60300,55800,66400,52900,70400,57100,59800,81000,62800,67500,70300,79800,73400,74900,75800,112300,81900,88300,87200,97100,89600,92800,94800,95300,101000,109000,103500,122900,109700,119300,113300,140600,118800,118200,123700,125900,156500,130900,136100,133600,135500,144400,142100,174900,146600,152300,200300,151100,175500,172500,162800,162000,164700,197800,185400,172100,174200,225500,177700,180800,184000,216700,189400,198000,193000,229700,245000,216500,204400,205300,209200,214200,222800,216100
543,500,1700,3700,4300,5700,7500,11100,12300,12900,15700,16200,17400,19600,20900,23500,24300,30400,29100,31100,35700,42500,35700,38100,39400,42200,54000,61500,63400,65400,52300,79000,57100,158300,78600,63300,67500,75100,77600,73100,74300,76900,112700,83000,94800,84300,101200,90100,92300,94500,97200,100600,102200,103000,107700,116400,109900,113700,153800,119700,120000,123100,127300,156400,132300,131100,134500,135300,142100,140800,164900,157100,186900,183600,169800,161400,157600,160200,161400,165000,196000,172200,178300,175200,235500,184700,193400,186400,186600,189600,196600,207400,215800,235000,216500,204900,211100,216700,212500,213200,214900
544,600,1600,3700,4300,5900,7400,8900,11300,12400,17300,15800,17100,19300,21300,23500,25000,32300,29400,30800,37400,34000,36300,38700,41100,42100,111600,57200,63200,67100,52400,71400,56300,80200,81300,62800,66100,79800,82300,71700,74300,76500,129000,98900,95500,85100,88700,89300,107100,94200,104000,100700,100900,104500,107800,108900,111800,113000,139200,119700,120100,123300,125400,156900,163600,132300,147800,136700,141400,141400,180200,145900,171800,183800,166400,165000,167600,160500,161500,166000,202900,235700,172700,172400,223300,179400,180800,199600,186400,209900,195500,196800,233800,564300,200200,210100,206200,208700,211500,249200,222900
545,600,1800,4000,4500,6100,7300,8800,11900,12200,14800,15100,17700,19500,21600,23100,25300,30500,28800,30400,40500,34100,36500,39300,40900,42700,63800,61000,62300,65900,52300,74600,56600,75600,79600,63200,66300,82000,79100,72000,74100,76400,87600,82400,91000,85800,88400,91500,103800,108300,97500,99700,102400,103200,107000,108800,112500,112200,142900,119600,120500,122700,125600,164900,166600,142200,134400,136800,138700,140800,143800,145700,200200,165500,152200,153700,157200,157200,161700,170800,193900,170400,172500,183400,190400,178800,182400,184500,185700,247000,195000,221400,211800,335700,199300,202100,205900,209200,214300,241100,214800
546,600,1800,3900,4300,5700,7200,9200,13900,12300,14100,15900,17500,19000,21200,23100,28400,30500,28600,30500,40100,34600,37100,38400,40200,42700,74100,62000,64000,65900,53400,74300,57400,78500,79000,63400,66200,81200,80700,71000,74400,77300,88400,88300,88100,98900,88700,90300,106700,99500,105900,104700,102000,107200,107000,110100,110500,120400,139900,118600,121500,123500,124300,154300,130400,131200,133000,142500,140900,140800,144800,147200,176400,160700,162300,156000,158500,159100,168700,168100,200300,169400,171200,173100,177400,189800,180300,185300,185000,233700,193600,229500,227800,233200,199500,204200,205900,208900,325000,215500,217100
547,800,1700,3800,4500,5500,7400,9300,11900,12400,14300,15900,17700,19600,21500,23500,30700,32800,28300,31000,37000,34300,35700,38700,39900,42400,229500,59000,63100,65800,52800,72400,57100,76500,76200,63000,66100,71300,70600,82900,132800,75700,87600,109100,87500,151400,95600,89400,108400,94900,102700,101200,103300,104100,106700,109000,111000,113600,140000,120200,134900,123700,125000,153700,147600,132200,133300,135300,158100,140800,160200,146100,166000,151800,185700,170800,157200,160000,161300,180300,178300,171500,168700,174800,178600,177900,179000,184900,193300,193200,193300,198000,235300,231700,201300,204600,212100,207000,263000,213600,215400
548,600,1700,4000,4400,6000,7500,9400,37800,12500,14400,16300,17600,19400,21400,41600,29000,27400,29200,30200,41700,35100,36200,38900,39400,42800,67000,61300,63100,65200,52900,71700,57400,77100,79200,64000,66100,69400,71500,83300,285700,76500,85700,135200,83800,120300,90300,89600,94300,111700,96300,98000,100600,102600,107200,109200,110800,113100,137200,120800,121300,123000,124900,153100,152400,130200,133800,135800,138700,140600,260600,146300,148300,153800,219300,156400,173600,162200,166300,164500,166300,169500,171200,174600,182200,176900,180400,185800,186400,192800,194100,194900,236700,257500,200000,205100,205900,210000,261400,243900,215700
549,700,1700,3900,4300,6000,7500,8900,14800,12700,14400,16300,17900,19300,21200,28600,28200,27800,28400,30700,40100,34700,36400,37800,41300,46000,105600,61700,62900,66100,52900,72000,56600,78600,78900,63900,65300,68600,129900,71400,77200,86900,86700,116000,84000,126100,89800,90600,94000,94900,97400,100300,102100,103800,107000,109500,109900,114000,141000,119600,119800,131300,124800,153000,160300,135400,133300,136300,141200,141800,218100,144200,147500,166800,189500,155200,169000,159000,186200,164200,176100,171000,171700,173700,177000,178500,180900,184900,186400,191200,208500,205400,235600,229700,203400,204700,204800,208000,308300,214100,215700
550,600,1800,3900,4400,5700,7100,9300,34700,12600,14700,16100,17800,19200,21300,25800,26200,27000,28800,30600,39400,34200,37100,39200,40000,44800,68400,60300,62800,65400,52900,70800,57100,76900,78400,63000,66600,69000,70400,71800,77100,78900,86300,103100,83900,117200,98600,97100,94400,95200,96800,99900,101200,102500,111100,109500,131500,113400,141100,118700,120500,121800,125600,126000,150300,130200,134300,135600,139800,140900,198100,147400,148400,163100,187900,169500,157000,158700,200200,163800,168300,168700,170500,178600,178100,176300,182300,185600,185900,202100,193700,221300,197000,229600,212500,203600,205400,209700,257900,215500,225300
551,600,1700,3900,4400,5900,7100,9200,14000,13000,17000,16100,17500,19400,21700,27400,24600,27200,28900,30700,39100,34800,36500,38500,40300,45300,66000,61100,63300,65600,52600,70400,56500,79400,79600,62700,65800,68500,306700,72300,76800,76800,89500,118600,85400,104800,95600,90700,93600,107500,97400,98700,101300,103000,114700,107900,120900,112800,136300,134200,129800,121300,137900,128400,171200,131600,134900,134400,139500,141700,168500,145100,147600,160800,187300,183100,164200,167800,177800,165200,166700,170200,178300,173400,177000,179900,209700,192700,187000,191500,207200,194800,197000,246700,201100,202400,206900,212900,255900,214100,215800
552,700,1700,3900,4200,5700,7300,9000,14200,12700,16800,32200,17900,19600,21500,23400,25200,27200,29200,36100,32400,34200,36400,38700,40300,43900,58200,60800,60400,64700,52700,71200,57200,77700,78900,63700,65400,68900,80700,72600,75600,76500,90000,91500,84500,104500,98100,90400,94900,94600,96400,100200,101400,103200,125900,108100,114300,112600,140500,118400,120600,122300,124800,127300,169800,132000,134400,134400,140000,147900,173000,145700,146900,150300,196300,181900,171900,159300,161000,165600,166300,171000,171000,173100,177400,177500,210500,195800,192500,190500,228200,195800,211700,250900,201000,202900,212100,208900,218000,240700,217200
553,600,1800,4100,4300,6000,7300,9300,14100,12700,15600,15800,17100,19400,21400,22700,24600,27700,28600,34700,32500,33900,36500,38500,40600,43800,62000,60900,59000,65600,51900,72200,57400,77000,81000,64000,65600,67900,71000,72900,75000,76700,89500,98100,101900,105000,88100,91000,93600,94800,99500,100200,102200,103300,106700,108200,110300,113500,140900,118500,121400,122400,125800,137500,152200,131700,134100,134900,140800,141900,170800,145500,156300,161300,208600,190900,177600,159500,163600,162900,168100,171200,171700,175000,456700,179200,241600,184600,186100,191600,196300,230300,197800,913100,200700,211100,205900,207800,212200,232700,217700
554,600,1800,3900,4500,5600,7300,9100,13600,12700,16500,16400,17400,19500,21100,23400,25500,31900,28700,35800,32200,37600,36800,38000,41100,43400,64000,60800,83000,66000,52800,71800,57100,77300,82900,63700,66200,68400,71700,72300,76300,77400,103500,89800,88200,104500,88400,89700,93400,93800,97400,99700,102000,103000,107900,109300,117000,113700,140900,118100,120400,123500,125900,147800,155400,131900,134300,135200,139500,140900,167500,146300,160800,151800,218500,190500,159900,161200,161000,165000,171700,169800,170900,191600,201300,179100,205500,223300,187700,202700,202000,221500,197900,205300,200600,204600,204900,208000,214700,215700,215900
555,600,1700,3700,4300,6000,7500,8900,12300,12400,15900,16300,17400,19600,21800,23100,24800,29200,28300,128700,32800,37000,36900,39400,40500,44000,65400,60300,63200,64900,52100,80900,57200,76500,82200,63500,119500,71400,184200,71700,74600,77300,84400,80900,83400,103100,87000,89900,106300,94100,96500,104800,101000,108100,106100,108800,121300,113700,145300,118000,120800,122600,125300,154200,163800,132100,133100,134400,136800,142000,205400,153900,148700,149800,224500,181700,156500,159600,163200,162400,166300,171000,173000,184800,209500,178600,199600,185700,186100,188800,194500,199400,195700,203700,200600,202600,204400,208000,213200,215000,216500
556,700,1600,4000,4400,5900,7300,9100,13000,12400,15800,15800,18000,19000,21500,23100,24500,30900,28600,36700,32300,36100,36300,38900,40700,42700,60500,61500,64400,65600,53900,70500,56800,77600,79500,64300,71800,77700,72000,72800,74600,87400,88000,81900,84700,103400,87000,89800,94900,94600,97400,100900,101300,103000,107700,125600,109500,113200,163800,116200,121100,122200,124900,159300,164300,135100,133400,134800,139400,140800,169700,147700,158600,150600,272500,186500,158300,160000,161500,175900,165900,170300,170500,187200,209100,185300,225400,182800,184700,190600,193100,199400,195800,214800,199900,203700,210900,207200,213300,224500,217800
557,600,1800,4200,4300,5500,7200,9100,12400,12400,17000,16100,17200,19500,21200,23300,24900,29900,28500,34000,32300,35400,36100,38800,40800,43600,54000,61600,71500,65300,52300,71300,57700,77000,107300,72600,81800,102100,71400,71600,75500,75800,91200,83200,92000,103200,89200,90700,101700,95300,97200,99200,101600,102900,107400,113800,110800,115500,137900,117300,119900,121900,125100,139500,170300,132700,133700,135200,141000,141700,163200,146100,158400,160200,213300,217400,157700,160000,177200,166100,166600,170700,171700,172800,206500,179000,220200,184100,190300,190400,204400,197200,196100,219100,200000,204700,207400,207500,226000,213100,217700
558,600,1700,3800,4300,5900,7400,11600,12500,12600,16800,16300,17800,19500,21000,22600,24700,31600,28700,36000,32700,34200,40400,38100,41200,43300,55400,86500,62300,65100,52400,71300,57000,76300,77800,64300,80400,84100,71100,71700,75900,76400,93100,81200,87200,102600,92800,90100,94300,104100,95800,111000,102700,103000,105500,108400,120700,126500,140500,118500,119700,121800,122900,126500,162000,131100,133800,134300,139500,141300,161900,147000,148300,151600,177400,188400,171100,159500,161400,189500,165800,170900,284700,174200,212300,178200,180500,186100,186400,188800,224800,209100,198700,227800,200200,203700,206300,207600,211700,213500,222200
559,600,1600,3600,4400,5900,7500,10400,12200,12800,15800,16100,17600,18800,20600,27500,24200,32600,28600,35200,32400,34300,42000,38800,41300,43400,54800,62900,62200,66400,52700,71600,57100,75900,79600,62900,79600,86200,71500,71700,75100,77100,80100,86400,91600,109700,89100,89800,94500,93700,96300,99400,101600,110500,153300,118100,111000,176000,143000,119300,120600,122100,124100,127000,159800,138600,132900,143300,140200,220000,161900,146300,148100,150300,174900,187000,190900,160100,162700,195200,166200,169700,194800,188800,269500,179400,182400,186500,185700,190400,191200,202400,194800,199200,207400,204100,207300,208400,214000,213400,223300
560,600,1800,3800,4600,5800,7000,10700,12300,13800,16900,16100,17800,22100,22900,25300,25000,32700,35500,35700,38800,34700,42400,38700,41000,42800,53500,60000,62200,69300,52600,71900,56500,76900,75900,63400,79200,86100,70100,72500,75800,77500,78800,83300,104700,119400,88400,90100,93100,93700,96400,99300,108600,104300,132800,110300,112600,189900,140100,118500,119100,121700,123300,127500,158800,130200,133800,135700,213900,168800,159800,145100,148100,153100,165300,185900,169400,159100,163200,268300,173500,169900,172700,172900,785600,179800,189900,198500,185100,210200,193900,196500,196200,199200,198200,202100,205900,214800,214300,213600,236600
561,600,1800,3600,4400,5900,7700,11200,12500,33300,17300,16000,17300,23800,25700,22800,25000,32800,32300,36400,33400,34200,42600,39000,41400,43700,53000,60400,62100,68400,51700,71200,57300,75500,79600,63900,79800,85200,70500,71700,75300,77200,78700,82400,93900,103300,88800,94300,95400,94300,97900,99200,101900,102500,129400,108200,111100,142700,141700,117500,120300,126000,125800,126000,162100,131500,133200,135300,171400,142300,161500,166900,149100,177000,172400,188800,158000,159600,161200,217900,166600,169200,201500,267400,415400,179800,181800,182900,187200,191500,192800,196100,204300,203000,200700,204400,208900,209700,213800,213800,217100
562,700,1800,3500,4400,5900,7500,10000,12900,16600,17400,16300,17600,19400,20900,22600,24800,34100,28500,35300,32600,34500,43700,38400,40100,44000,54900,59300,61700,66200,52700,71600,57000,80100,78800,63500,81900,87800,70000,71800,74400,76200,79800,81600,95700,102700,87900,291300,93800,95100,94800,99500,101400,104000,129500,108700,120000,154700,140000,134900,120500,130400,125500,126200,137200,130300,134100,137800,185400,141200,174100,157300,153400,161200,153900,186700,157700,166800,161900,205400,166200,169800,170300,174100,253500,180100,194600,186100,250100,191100,200700,195700,196800,268600,201300,210800,205400,209100,212200,223400,216500
563,700,1800,3900,4300,5800,7200,9800,12900,16000,17300,15700,17100,18700,21000,23200,24200,33000,34300,37600,32800,34300,37500,38900,40900,43100,54700,59200,62300,76900,53700,70700,64100,77800,79100,64200,102600,79700,80800,71400,74900,76100,78300,82500,95400,96600,100400,102900,93200,94000,101200,99000,101600,102100,116800,107300,126800,137900,138100,117000,121400,134200,125400,126800,178600,135100,134800,135700,177200,142100,165300,146600,148800,164400,153300,184800,158600,159900,161300,202200,166100,244100,171700,173600,351700,180100,180400,189100,234400,190200,192400,192700,196800,241500,201200,204000,206400,208200,212400,223200,215500
564,600,1800,3700,4300,5800,7700,9700,14100,14700,16600,16000,17700,18400,21500,22600,24400,34700,33400,36400,33200,34700,38200,38300,40500,43600,59700,60300,62200,65900,52400,70900,57500,76700,80400,63300,117600,83600,70700,71500,75800,77200,79500,81500,93900,85100,87800,157800,93000,93900,94800,105300,102000,109000,107900,108300,111200,138600,144000,118100,120100,132400,124700,131600,160100,132800,140600,135500,176600,166100,160800,144600,148100,152800,152200,188600,165600,159100,162100,202500,167300,173600,181100,173000,216800,178500,180900,184100,236600,199800,191000,200300,196600,244400,201500,203600,205300,210200,211100,222500,248800
565,600,1800,4100,4300,5900,7700,9300,14000,14900,16100,16000,17000,19600,20500,23000,24300,34400,28700,35400,32300,34600,38100,38500,40100,56800,58100,60300,63600,65900,52500,70900,56500,83300,80200,63000,102600,77600,70500,71300,75600,76500,90600,81700,93400,85500,87500,97800,93300,93700,96500,100500,110400,103500,107700,117300,109200,137900,267300,118500,119500,121100,125200,125800,176800,131400,133700,133900,176900,146600,163700,147200,150000,152800,153300,186800,166400,160700,285800,205200,172900,204100,169600,184000,214600,177500,180100,184100,234200,199000,192600,193700,197700,241400,200900,202000,321300,208400,213300,221200,215800
566,600,1700,4000,4300,5600,7300,10500,13000,14200,16900,16500,17700,19600,20900,23100,24900,35400,28800,35200,32700,34400,38500,38900,40700,43200,54500,60200,65400,65300,52600,70800,56700,76100,78700,63700,94500,76400,69300,80400,75000,75600,79200,81000,93700,85200,89100,138300,93600,95900,98000,98400,101800,103900,107900,109400,110100,138700,149300,117300,128000,122200,185900,132800,162700,129800,132700,135000,174600,141100,241200,145500,150500,151500,154500,187200,157200,160100,160800,200100,166800,174100,170800,175200,199500,186200,181500,196000,230800,189800,190600,194300,196800,233300,198900,203600,213600,206700,221000,214000,216300
567,700,1700,3800,4500,5800,23700,9800,13500,15800,18700,18200,17400,19800,21300,23000,24500,86700,28000,39000,32000,34700,37400,38800,41000,43400,54400,62000,65000,64900,54400,85200,56700,76500,78600,64500,85600,69500,70300,72100,74500,76500,79400,80700,92600,85000,87000,110700,92000,95100,96900,100800,101200,103200,107900,109000,110600,140700,139600,126200,119300,122400,163100,149900,133000,130300,133800,136100,173600,140300,150300,154000,148700,152700,210100,192700,156400,159000,160800,279400,164900,173100,170600,174100,195600,179200,182500,205800,227400,187400,193600,249400,197400,235200,201100,203200,203900,216700,211900,213100,347500
568,600,1600,3700,4200,5900,7000,9700,14200,15000,18800,17600,17700,19300,20900,22900,25200,42000,29800,37800,32800,34200,37800,39000,41100,43700,50600,63200,62900,66600,53200,70400,57300,74800,78200,67500,85900,68300,70900,73600,247900,76800,80100,81900,92900,84900,88500,113600,93300,95000,95900,100100,101600,103800,108300,108100,110700,136800,136400,119400,118700,122700,152700,134300,130200,130200,141000,136900,141600,140500,147200,155900,147000,151000,157400,208100,157600,162700,171800,209300,165300,197800,171100,174100,204400,188500,182400,183300,253200,193700,199800,211000,207200,423700,210400,253800,206900,207200,213100,219600,264900
569,600,1800,3800,4500,5800,7500,9500,12500,48400,16200,18200,17500,19400,20800,23200,24800,39500,29000,37700,33200,34400,37300,38800,39700,42900,51000,63000,62900,66500,53000,69800,56900,77100,79800,76400,88500,67200,70700,72000,74200,76800,78000,82100,90600,85400,88500,223900,94100,94800,96800,98800,102000,102400,124000,108300,111500,134800,136800,125200,119400,120900,152200,125500,130800,129900,150200,135800,139200,142000,176600,147600,155100,151800,155300,189000,158300,161100,162100,211500,165800,176300,170700,174400,180000,203000,181900,184700,232300,188100,193400,212900,222200,245400,200300,278600,206300,216300,213500,221000,232300
570,500,1700,3900,4300,6000,7600,9800,13400,15700,17300,17800,17700,19400,21500,23400,25100,36300,28800,36000,32200,34400,37000,38200,40200,42600,50900,60400,62300,64700,54100,72000,56800,76200,80300,73400,87900,68800,71200,70700,74700,76400,79300,82500,91500,86100,88800,96600,93500,101300,97300,99900,100700,111300,107600,108000,110900,143700,141700,117900,119600,122700,151200,127400,129200,134800,133900,134900,154900,147300,145600,145800,149600,151700,155400,188100,219600,159700,162100,232100,167400,260800,170900,174300,176800,179700,182700,195300,209400,188500,193200,223000,236500,249900,200700,252900,212800,206700,212400,214200,245600
