Prueba,Tamaño_10,Tamaño_20,Tamaño_30,Tamaño_40,Tamaño_50,Tamaño_60,Tamaño_70,Tamaño_80,Tamaño_90,Tamaño_100,Tamaño_110,Tamaño_120,Tamaño_130,Tamaño_140,Tamaño_150,Tamaño_160,Tamaño_170,Tamaño_180,Tamaño_190,Tamaño_200,Tamaño_210,Tamaño_220,Tamaño_230,Tamaño_240,Tamaño_250,Tamaño_260,Tamaño_270,Tamaño_280,Tamaño_290,Tamaño_300,Tamaño_310,Tamaño_320,Tamaño_330,Tamaño_340,Tamaño_350,Tamaño_360,Tamaño_370,Tamaño_380,Tamaño_390,Tamaño_400,Tamaño_410,Tamaño_420,Tamaño_430,Tamaño_440,Tamaño_450,Tamaño_460,Tamaño_470,Tamaño_480,Tamaño_490,Tamaño_500,Tamaño_510,Tamaño_520,Tamaño_530,Tamaño_540,Tamaño_550,Tamaño_560,Tamaño_570,Tamaño_580,Tamaño_590,Tamaño_600,Tamaño_610,Tamaño_620,Tamaño_630,Tamaño_640,Tamaño_650,Tamaño_660,Tamaño_670,Tamaño_680,Tamaño_690,Tamaño_700,Tamaño_710,Tamaño_720,Tamaño_730,Tamaño_740,Tamaño_750,Tamaño_760,Tamaño_770,Tamaño_780,Tamaño_790,Tamaño_800,Tamaño_810,Tamaño_820,Tamaño_830,Tamaño_840,Tamaño_850,Tamaño_860,Tamaño_870,Tamaño_880,Tamaño_890,Tamaño_900,Tamaño_910,Tamaño_920,Tamaño_930,Tamaño_940,Tamaño_950,Tamaño_960,Tamaño_970,Tamaño_980,Tamaño_990,Tamaño_1000
1,1300,3300,5800,8900,16100,17000,23400,29900,35500,51000,65500,58800,92600,74700,89800,103000,111700,153000,147800,186900,222600,218700,189900,236800,214200,218500,268000,279600,294000,400600,491700,508300,366700,412100,458800,705900,496600,478400,548700,520600,768300,637600,2153700,933300,736600,600900,618300,815000,1047500,751400,780300,896000,823100,1235100,944900,1068700,1270300,1750900,1004400,1266600,1132300,1090900,1220300,1155200,1683900,1225300,1478500,1348100,1586900,1713900,1991700,2177600,1483600,1752200,1559100,2042100,1688200,2049800,2015000,1943100,1837200,2044100,2004100,2150500,2066100,3026100,2053500,2124700,2234300,2324800,2247800,3856800,2457000,2455000,2681000,2693100,2607700,3200600,3022600,2739600
2,1000,3200,21900,10100,11500,16200,19700,31000,37900,53300,65800,62800,101000,104800,93500,107200,119900,157700,123000,132100,171900,155600,180300,210100,202200,212200,246300,297100,269900,322200,302200,494100,344300,356800,392300,437700,503600,439400,646400,465500,719900,605600,651800,636600,737600,616600,792200,665700,1041900,880800,737000,770100,790700,1229000,852900,907900,960600,1460200,954900,1072600,1067700,1072800,1081300,1126800,1670300,1173900,1218500,1274200,1466500,1389600,2050400,1491000,1427200,1499200,1521100,1600600,1597800,1640400,1692900,1763700,1765400,1895000,1928700,1888600,1949000,3102000,2017400,2104600,2147800,2763100,2227500,2369300,2413300,2507000,2703700,2580700,3587100,2652400,2599000,4033300
3,800,3100,5900,9400,10600,14900,18600,39200,38400,47700,89400,61700,87500,91800,98400,106700,126400,158000,116000,127600,179100,294100,166300,211100,198800,233100,226900,260600,256300,272800,283500,371400,341800,349600,387800,444500,445100,473500,572600,470100,613800,509000,589700,571300,808300,581000,699200,648100,1037300,823200,729700,773900,824300,1045400,841800,884200,1118800,1497500,958600,1015500,1047400,1086900,1094200,1147100,1600400,1191900,1232900,1473400,1778600,1335300,2001000,1416800,1411900,1468500,1518500,1592000,1599700,1659700,1686300,1726700,2014000,1831600,1877400,1886100,1930100,3105000,2075700,2193600,2432300,3227300,2395300,2271100,2311000,2358400,3892900,2509900,3065300,2955200,2716600,2835000
4,800,3400,34000,9300,14400,19300,20900,38600,63200,40500,63500,63900,80000,71100,92800,115200,119100,148700,137800,127500,190200,178800,283900,234100,194100,211600,241500,240300,268500,271800,312400,300100,330200,346300,369500,403800,409300,485000,526300,563600,633600,751100,568600,648900,617000,652900,752100,669900,1043000,711000,749000,764400,779900,882200,840600,897500,994000,1502300,949800,979100,1041300,1034000,1099600,1130800,1567100,1218000,1228800,1303500,1309400,1375200,2086200,1472700,1444100,1487400,1528800,1635700,1635000,1655700,1905600,1719800,2467200,1883100,1842400,1925600,2010200,3067200,2002200,3331200,2257600,2254500,2529000,2432500,2300400,2392800,3823300,2655900,3005300,3665500,3559500,3354200
5,800,3000,5900,10300,12700,19300,19800,36900,30700,38700,64700,62600,71300,69100,96500,106800,117000,155300,120400,140000,169700,189400,221600,225000,243300,208300,233500,243300,249600,338300,290800,320400,325600,358400,384200,395800,406300,421100,482300,477600,654200,621200,526600,582000,610500,682000,677900,671700,1049200,706900,749600,735600,771700,835400,870200,867500,905000,1479000,978800,1610000,1041300,1083300,1100500,1175400,1204000,1212700,1242400,1288000,1356200,1337700,1841700,1410000,1453600,2070400,1549200,1671100,1644600,1653100,2433900,1753300,2486300,1817100,1803300,2065300,1947500,6011700,2033300,2932600,2182900,2309600,2291000,2379300,2364400,2432600,2515000,3205900,2665100,2973800,2645800,2868900
6,800,3000,6200,9500,14600,18800,20000,37600,32000,40500,66400,64700,72000,67000,94600,107100,117100,167600,133500,127200,178600,181900,202500,221000,199500,208900,281700,249000,254200,342500,293700,305900,338100,349400,458100,400100,416300,435600,450100,483800,638500,539900,526800,550100,567000,618600,636000,658100,1118400,722400,719000,803000,795700,857300,872000,883500,967200,1499300,986600,1535300,1010700,1071800,1099700,1151800,1546500,1207200,1671300,1286700,1344300,1316800,1903800,1422700,1488200,2074500,1654500,1607100,2898900,1935100,2080800,1725400,2052600,1848600,1880800,2280400,1957200,5263000,2065500,2486200,2281800,2340900,2266700,2666000,2304000,2410100,2947700,3236100,2793900,3092700,2603300,3042000
7,700,2400,5700,9800,15500,20100,20100,38900,44900,41100,65700,58400,73600,67900,92600,107200,138700,157700,117900,127100,188100,154100,167000,226500,194600,208600,225600,251600,262300,339500,293300,310500,321400,344200,385400,393100,402400,411100,439100,465000,643500,503300,567300,659100,652600,620800,639400,803500,951800,731600,723100,754700,841900,819400,830200,868400,934400,1530100,968100,1334700,1039900,1092100,1097900,1115200,1348400,1216800,1322200,1263600,1655700,1464400,1997400,1436900,1484400,1666600,1920000,1824700,2236100,2377300,2077800,1796000,1777000,1786600,1828300,2379100,1974800,2487000,2543400,2169600,2338900,2490600,2545600,3156000,2335200,2430600,2673100,2565100,4484300,2697700,2619400,4031300
8,900,3200,194600,9100,15000,15100,320600,37700,37300,40000,57100,54400,80900,79200,96200,121800,114100,165600,120400,131300,188700,170200,163900,181600,211000,217400,231900,240900,260900,364800,292600,304300,333900,349300,359900,393800,411800,425000,450600,470000,653600,525800,524200,677400,587700,614100,650900,944200,724600,727600,727100,754100,803300,839200,848600,902700,892300,1547300,968900,1339300,1037000,1066800,1100200,1128300,1327200,1205000,1212600,1295500,1869700,1592000,2030300,1403400,1895900,1940800,2527400,1690800,1694100,1775200,1869000,1749800,2040100,1801300,1875200,2263000,1975500,3057300,2730000,2242900,2372200,3790100,2232600,3348100,2793300,2628800,3739900,2459600,3400300,2905900,2670700,3161600
9,700,2600,6100,9400,15100,15400,21600,41100,37700,40900,57900,54800,78200,66500,106000,111100,118700,166100,123200,127100,183600,166200,185800,186000,202200,210700,226300,247200,270000,339200,288400,322200,337200,332200,370900,454300,420100,423400,442900,454700,684800,503000,528700,721000,590400,608500,631500,718800,681500,716500,748900,754200,798200,879200,861000,896400,888400,1494800,974400,1022000,1050100,1092800,1107800,1097400,1275700,1192800,1250200,1695100,1299300,1531000,2003100,1414900,2038200,2115800,2379200,1581700,1846600,1788700,1746000,1756400,2063000,1999600,1872100,2041100,2674500,1980600,2319200,2395800,3156200,2368300,2251400,3327900,2344600,3026500,3722000,2667600,2579800,3623600,3346700,3305800
10,800,3200,6800,10000,13700,18700,20700,35200,32200,46600,55100,54400,72300,69800,91500,109300,125800,155300,116900,127400,186300,150000,168800,190000,201400,210900,227600,253300,258000,281600,294000,314500,328800,344700,380800,388800,404400,423700,445600,484700,696300,537700,540300,805700,661000,622800,636700,648500,1084200,701900,729400,731600,975800,838600,899700,892800,902400,1600000,1458300,1335300,1057300,1062800,1103600,1184100,1304500,2039200,1250100,1631400,1323600,1518000,2751800,1490000,1578400,1508300,2690800,1604700,1714500,1736200,1736000,3090800,2279500,2375900,2410300,2045600,2471000,2016300,2596400,2063500,2105100,3151100,2697400,3408800,2282800,3388300,3613700,2511300,2877000,2820200,3810100,2736600
11,800,3000,6300,11300,14100,18900,19800,31500,31500,40600,53700,54300,71100,70500,95100,108700,120000,157100,118100,135700,161300,157000,183700,180400,193300,248700,237500,252400,272300,283400,304800,310600,339600,357900,370700,468100,407500,431400,441500,477000,636800,517500,538700,655500,637400,605200,985100,671300,1025600,723100,739700,781300,1067600,886400,853100,880300,922200,1729200,1209700,1028000,1028600,1063100,1643400,1131700,1483900,1549400,1367700,1646000,1319400,1514100,1753100,1404700,1604300,1471400,2364000,4200500,2092700,1936900,1789300,2100900,1873700,2285900,2555300,2841000,3423000,1975300,2355000,2092700,2173500,2890900,3039700,3489900,2695800,3450200,3604800,4369900,2919100,4362700,3790300,3002400
12,800,2800,5800,10700,15700,21600,20700,33800,32800,40900,52200,51900,75400,74000,97600,104500,119200,166700,118800,134200,141500,161700,173900,182800,200800,232300,223300,235000,262000,295200,291900,317300,333300,338700,373900,447000,403200,413800,520100,481900,671400,521000,540400,552600,687300,618100,979500,660100,1062300,711300,753800,1067300,1050700,843700,841100,878900,916000,1319600,1083700,1071300,1058700,1451800,1466100,1217600,1541300,1221600,1403300,1537200,2434300,1699200,2096900,2076500,1626600,1469500,2402100,2084800,2281900,1879000,2547400,2018800,1868800,2151200,2407500,3446700,2415000,2559000,2036300,2194000,2207900,2166200,2265200,2529900,2299300,3524300,3882900,3022800,4879500,3221200,2730400,3531100
13,700,2900,5800,11300,15200,17500,20000,37900,33300,42100,52600,68500,76800,70000,95500,116500,100600,154600,124500,142300,150200,157200,174200,188400,202500,212600,226600,240300,256100,273700,290600,311500,338400,349400,363800,521700,404800,486800,444900,462900,714100,514200,662600,578300,732100,624600,1038400,655900,1034200,717300,738000,1103800,915000,865600,835500,1499300,899500,1153400,1044400,1135000,1044000,1484400,1291800,1574400,1632500,1203800,1290000,1541100,1644800,1464000,1726200,1810800,1433800,1492700,2362200,1864400,1841800,1826200,1732500,2172500,1778000,2164100,2435300,3252900,1923200,2542700,2568600,2122000,2213300,2909600,2389800,2575300,2447800,3145900,3526500,3104700,2965700,3276200,2575100,3026800
14,800,3000,5900,11400,14900,21100,21000,38400,32800,38100,55500,55000,68300,71700,104000,110300,95400,158500,126300,132000,186500,149100,188000,192900,195500,214000,232700,244900,257800,274900,301800,317400,330200,350000,359500,511000,405000,566500,505800,460400,720200,674000,626700,546700,588700,610100,1279900,655700,1089200,691600,780300,996700,907400,844100,850000,1261600,923000,1165700,1193300,993600,1044100,1364400,1251800,1236800,1672600,1272200,1274900,1744100,2046700,1331300,2382000,1866400,1447700,2021900,2384200,1706700,1890300,2639200,1709000,3131100,1871200,1864500,2275200,2261900,1985200,2117500,3313000,2210900,2328700,2971800,2397700,2501400,4104100,3301500,3349600,4625200,3000000,3346800,3673400,4774600
15,700,2700,6200,11800,14700,19200,20600,39500,32100,39400,62000,54400,75300,72500,93600,108100,102700,164100,126700,144100,143800,161300,170300,180400,205000,216500,227400,245500,267300,277200,288200,312200,333900,352300,479800,511500,402800,555100,607800,458500,732300,704100,543600,573500,613500,883000,1434400,671200,1063700,898700,1000900,1018800,866200,819000,844100,1172100,892900,972700,1014100,1002700,1008300,1256200,1245100,1518600,1672700,1451500,1471900,1905100,1509200,1329300,1525000,2030200,1446500,2260900,2330100,1546500,1675400,2429300,2516600,2362000,1773200,2114400,2654500,3435500,2305700,2183400,2092600,2412600,2200600,2767000,2245800,2319100,3289500,3496900,2872600,3386600,2690900,3190300,4059100,3341200
16,1000,2800,6000,10600,14900,18700,21800,39300,32900,39600,47800,55900,74400,72000,95100,109500,100500,156200,123400,137400,144800,157800,168500,188300,194500,219900,228500,247300,262100,277900,294900,327600,317800,344000,365400,496400,417600,494700,602800,468100,847900,626600,606800,666200,583100,1005700,1360600,657800,1043000,1101800,1023500,753100,972700,1149000,848100,1008500,941400,1266500,1014000,1015000,1061600,1187900,1329900,1458300,1550900,1270200,1543800,1459200,1686000,1344800,1563400,1768000,1454800,1639100,1565900,1536900,1605700,1718800,2955600,2151200,1795600,2329900,2424100,3258100,1965900,3245500,2403600,3682500,2398600,3068500,2217300,2242500,3428000,2823700,4462500,6023700,2515000,2912400,2954300,2971200
17,800,2700,6800,11600,19100,20100,21600,42300,32700,38400,47400,53700,73900,72500,95100,109000,100500,156300,124000,138500,144600,163400,164600,178800,207900,205600,222900,246500,272400,269800,295900,388000,330000,351100,367300,498800,410900,477200,750800,461700,612000,731600,535200,585000,560500,690400,1324400,661200,1025300,706200,850300,797000,820800,1091600,1193000,885300,902800,1348800,1045700,1002100,1492200,1243500,1113100,1947900,1473500,1237300,1782600,1258200,1295500,1310900,2145100,1471300,1618600,1476900,1556100,1609300,1848300,1750800,2917700,1764900,2248300,2003400,2717000,3226800,1914600,3527800,2152600,2872700,2212900,3230500,3066400,2318800,3150400,2616100,2692800,3628400,2878000,2882700,3447400,2651700
18,800,2800,6100,10800,14700,18600,21700,40900,33000,50100,48400,53400,76800,70300,95100,112600,101000,167000,122000,132800,149600,161600,173400,185600,196600,209200,222800,245800,255900,276600,288200,339900,330900,337300,441400,521000,409700,527900,673800,473800,478100,812900,552800,646400,593100,942900,1333000,655100,735400,695300,869700,796600,885400,983300,1015600,890100,900000,1231800,1106500,1903800,1355400,1246100,1196200,1358300,1150800,1220500,1383400,1856600,1652500,1669800,1736200,1446000,1805700,1546800,1631800,1694700,1987200,2125000,3148100,1759500,2405000,1928400,2430800,1916800,2674700,2439600,2147200,2905100,2509800,2946600,2443500,2263700,2790000,3687000,2403400,3136000,2985900,2751700,3411000,2706300
19,800,2800,6400,11200,14900,20700,22400,31700,33300,41100,57600,54800,76500,73800,96100,107100,96200,157700,121700,137200,150600,160300,170800,182400,195700,214800,238300,243600,318100,378400,286300,315800,332700,399100,449100,503800,413600,514200,604800,476500,573400,570200,646100,674100,572000,911300,1248900,665100,679700,686900,733700,844000,809100,906800,961200,872700,1332900,1258200,967500,1682900,1337300,1091800,1083800,1281500,1253700,1206600,1477800,2248900,2051600,1355800,1463000,1408100,1434800,1508800,2348900,1688800,1914000,1636200,2588900,1760200,2228400,1809400,2143400,1865400,2679300,2046700,2009100,3902900,2383300,2152200,2231900,2942000,3592900,3064600,2393200,3323700,2700500,3137700,6133400,3300700
20,800,2900,6600,10500,14200,22300,19800,34200,33000,40900,46200,54100,75800,73000,98300,96100,107800,157800,128600,140500,145000,166000,220100,181600,258700,209700,231800,239300,305500,333300,296800,326000,330700,432200,394000,546000,402600,410900,598500,471300,628300,515000,668500,706100,602100,766500,630300,659700,704300,724400,751700,946900,803500,814800,1100900,868500,1272300,993700,1011900,1510900,1444900,1071300,1189600,1145500,1143300,1207600,1640300,2176400,1283600,1344400,1512800,1400800,1609300,1506300,2464900,1948900,1642200,1663600,2988400,2080300,2254700,2050300,1862200,1877500,2071600,1981100,2343700,3862900,2133000,2738900,2217600,3428900,2805000,2407000,2659100,4127200,2741600,2558300,3119300,3335700
21,800,3200,5800,10800,15500,19000,21800,42000,33200,47700,49400,54800,67700,78200,86500,90300,101300,166200,128100,129300,182300,160200,167800,189900,284900,219200,225700,250400,315200,337700,290500,441500,325700,487500,381900,492600,420000,438000,582400,473000,538600,528100,647800,791300,582900,807300,643100,663800,667200,724200,733200,768800,873200,813300,991700,1099700,1206600,941000,1017000,1568300,1328300,1101700,1100300,1124300,1211100,1175000,1489700,2218900,2032000,1368500,1991400,1923800,2860400,1543900,1914900,1859800,2103300,1661300,3063600,2443200,2043500,1827600,2163100,1886600,1936300,1988800,2919500,3683200,2203100,2472400,2230300,3465700,3283200,2403800,3824800,2912100,2507200,3386500,2734300,2663600
22,900,2800,5300,11100,14500,20500,21700,34600,31800,48100,47300,54000,75000,71900,84500,91100,100000,153000,128900,134100,228200,152500,168900,181400,200600,210800,232200,243300,254800,290500,298600,410500,330300,444500,438400,693200,391000,419100,544800,471200,688900,523100,621400,701000,590300,904700,626200,659400,763100,721500,737200,787400,1067100,835800,975000,897900,1172900,1292300,1136800,1523600,1046100,1089300,1160800,1145500,1185300,1465800,1288700,1618300,1973100,1395300,2081200,1706100,1419200,1524800,2040300,1923300,2457600,1964200,3002500,2402700,1863800,1817000,2768600,1924900,2191300,2764300,2395400,3627200,2429400,2355600,2236200,3055000,3644900,2440300,3027100,2931700,3117400,2875100,2564000,3364300
23,800,2600,6400,10000,15100,19100,20200,38600,33500,66000,47700,56900,62300,69600,82200,89700,97500,155200,123300,133500,175100,153300,191700,185400,203500,214800,252600,241700,292600,272700,296000,322200,319000,442800,494500,534500,408500,418600,569800,468400,680900,507300,685900,609900,602300,888000,656000,651400,1058300,877900,961400,762800,1019800,946800,1076700,874700,1132600,1173300,1735800,1505000,1073300,1053000,2633700,1145800,1153500,1363400,1285600,1748100,1972600,1673300,1665900,1401400,1476800,1506500,1850500,1603600,1691900,2357900,2991200,2083600,2095300,1953400,2287100,1887600,1928700,2757400,2035100,3662100,2308000,2177700,2282100,3290500,3154300,2815200,2507700,3182000,4575800,2698900,7527100,2694600
24,800,2900,6600,9300,15000,19500,21400,34900,34000,49100,49300,54700,63500,71100,79800,88200,102700,166000,138600,135400,171800,161500,204100,192700,203100,217200,248200,247500,277300,267900,296000,412000,331700,466100,387400,504300,408700,422800,611100,475600,640700,543400,1412500,794000,581300,847100,666700,807300,913900,993700,771900,779200,1286800,909800,877000,929900,1060000,1006000,1519700,1517500,1059900,1132000,1110400,1481900,1187800,1909500,1262700,1868000,2454900,1715200,1400100,1400200,1568600,2643400,1596700,1573900,1561200,2492600,2803300,1834100,2780300,2572000,1843200,2060000,1921400,1978300,2012500,3673800,2215400,3144100,3241700,3307000,3029500,2576300,2348700,2755700,2788300,2635900,3562200,2770600
25,700,2900,7000,10200,13900,20000,20900,37600,31100,48600,46800,52100,65000,69300,77400,93600,107100,156900,162000,133000,173600,156700,222400,186700,198900,211300,226200,234900,262200,277900,296700,367000,337300,471300,369100,521000,411500,431000,566200,470500,506300,508600,578100,835800,586400,604800,645600,742600,716000,724200,731900,755000,844000,817800,863400,877400,1397700,964200,1033800,1547800,1515300,1522100,1151300,1360300,1169000,1454500,1372500,1640900,1703300,1526400,1416300,2260300,1551800,2011900,1542400,1562800,1586000,1816600,1718800,1720200,2825900,2903900,1854900,2320700,1952100,2176800,2020000,3229900,2495000,2765700,2598100,2577700,2497700,2382500,2697100,3315800,2485300,2590800,3400000,3372500
26,1000,3000,6200,9500,16200,51400,20700,37300,32600,50700,49400,54500,64900,72000,77100,91900,99300,156600,131700,134700,192200,162200,215800,194600,209000,217800,232800,248900,265500,273200,294600,320700,325400,481700,367000,552500,394600,429200,617300,529700,576400,533400,522400,567100,582500,620900,684400,648100,680700,1062400,726600,768600,2653700,829000,848900,857800,971400,921600,1045900,1536500,1138400,1094500,1144300,1212200,1162200,1220700,1254600,1936700,1357000,1366000,1379300,2133600,1848300,2048500,1532300,1563300,1608700,1657900,1654300,1750500,2717400,3188100,1862400,1871100,2820600,2073000,2033200,2269700,2460600,2901800,2211600,2736200,2330600,2344500,2455700,3109400,2566100,2567500,2966400,2644100
27,800,3000,6400,9600,15500,22700,21400,37500,33700,51000,47200,53600,64600,70000,80100,98900,98500,165900,119900,140200,174600,155700,175300,188300,201500,239700,233100,244400,284300,265300,297000,301900,352400,459300,370700,674000,503300,428400,574400,481700,831200,511000,543000,837900,571200,631300,815000,679000,674500,805800,736000,764000,1080300,826800,842000,863300,954100,952900,953000,1549400,1062600,1418700,1214700,1139000,1173100,1522400,1278400,1603400,1872300,1349300,1549600,1642300,2583700,1782700,1553900,2344500,1583600,1643000,1688400,1818900,2775400,3163700,1856300,1893500,2000100,1994800,2257100,2073100,2157600,2925100,2223900,2454000,2490300,2328300,2626400,2897900,2792000,3160300,3436700,2953100
28,800,2600,6100,8200,15200,25900,22200,38200,32700,51100,50400,55100,62600,72900,79400,92800,101900,156400,121500,132000,174100,154900,169900,189400,200200,236600,223200,245800,322200,273500,292200,316500,323500,473800,347100,470900,721100,425800,632800,452800,740300,506500,520900,1098700,577500,617700,1347500,637000,686800,839100,732000,768400,1017500,823100,861200,912300,926300,953900,977900,2393900,1044700,1331900,1459700,1110400,1162300,1198100,2084400,1276700,2442700,1617100,1386800,1604000,1439200,1487000,1558300,2413700,1627800,1639200,1666900,1737600,2905100,3162200,1872900,1916300,1927500,2090400,3025700,3157100,2136600,3247100,2181900,2628300,2774100,2371700,3261300,2717100,2612900,2889500,2838600,2703700
29,1000,3100,6900,41400,15200,24700,20100,36500,34200,54800,48300,54300,63900,83200,79800,91100,105800,156100,130300,137100,169500,154400,169100,187100,204000,233000,232800,238600,280500,383900,305400,308500,327700,407500,366500,446300,500100,424600,593300,479800,603600,514200,536000,800700,573300,617600,1349900,923800,807900,751800,721200,760600,779600,838500,847300,1261200,894700,1073300,1048400,1544200,1777300,1180400,1143300,1366300,1274700,1217800,1386000,1279000,1648900,2314600,1382300,1426000,2301200,1501200,1723400,2528800,1606400,1632600,1689100,1749900,3120400,3437600,2169400,1972200,1918600,3577500,2017600,2238100,2323600,2308100,2188000,2488100,2949800,2491000,2392800,2627400,3491500,2824400,2864900,2703800
30,1000,3000,6000,8500,14200,21900,20800,37200,32700,55000,46400,54100,65800,73800,82100,91800,97400,160900,150800,134500,179900,160600,183000,181900,202800,213800,228400,242700,258900,342700,298600,309600,338600,382400,364700,474900,505500,422200,602800,489400,479300,517800,560100,691900,578200,611200,1321900,819600,757800,801700,833500,1033400,799000,793700,844200,862900,896500,950400,1102900,2275500,1376200,1221200,1119700,1527300,1390600,1187900,1680400,1294600,1983300,2348900,1381700,1513300,1713200,1467500,2148700,2415900,2249300,1741100,1761100,2124500,3429600,1806300,2450500,1877000,2132500,3520000,2057800,2195400,2408300,2261400,2278300,2592500,3078700,3490100,2529800,2945300,2530700,2745100,2659000,3376300
31,800,2800,6300,8600,13300,51500,22100,38000,32800,53100,48400,55800,62800,72400,88700,94400,100400,152000,147300,136000,184200,160500,174000,204700,191200,212000,232400,254600,277500,339000,293600,316100,333700,331600,369500,394000,386000,426500,628000,473700,522600,507700,524500,666200,680600,605700,1343200,781300,1023600,714100,738300,959600,941600,834300,937500,887900,901200,1024200,974300,1587000,1499900,1065400,1087500,2072200,1342000,1173900,1684100,1243300,1950300,2339700,1760500,1425600,1438200,1474900,1768200,2507400,2103700,2507800,1785200,2368200,2993300,1808200,1911000,1959800,1932000,3243300,2046500,2186600,2315100,2222000,2277900,2303000,2389300,2344600,2442200,2725700,2470900,2797500,2946400,2886200
32,900,3200,6800,9400,14400,20100,22000,37300,32500,52300,47800,55300,64100,72100,81300,90700,101200,156400,122900,128400,171800,161800,173700,250500,198300,204100,241700,244200,262500,372900,287200,311800,329400,344600,365300,381200,432500,424500,641200,464300,598900,709600,539900,702000,658600,600400,1367900,845400,980500,710000,720400,862600,913500,830500,1245500,878800,908300,967600,990200,1615600,1341400,1073700,1069400,1322600,1261500,1200500,2395000,1262000,2016200,2274700,1901400,1429900,1462800,1495500,1523900,2414300,1661700,2629900,1761700,1857000,3140400,1790400,1835200,2557100,1920500,2283500,2121900,2024100,2089200,2317300,2222500,2404800,2650600,2397400,2399000,3145000,2529100,2668100,2821800,2868800
33,900,2900,6500,10500,13300,20600,21500,36000,40000,42100,47400,51800,60300,72200,78600,91600,104500,164800,121800,134200,177500,158500,171400,236200,202300,227500,226200,245200,256000,348100,287200,381200,512500,549600,363000,379900,408000,406600,659300,475800,690300,674800,541800,908700,611900,611900,1258600,658500,811500,703000,737100,812500,804500,942700,1846600,878500,1287600,1344000,991200,1244200,1191400,1041700,1091500,1137200,1192000,1379700,1848800,1337000,2542400,2362900,1373200,1420500,1501100,1607800,1543700,2530900,1596300,2545000,2467900,1718300,3126000,1795700,1862100,2659600,1979400,2014000,2006400,2106700,2118100,2912300,2231700,2222800,2570500,2349000,3226100,2609600,2831900,2782800,3216400,2677400
34,800,2600,6200,9600,14100,20100,22200,34700,35400,46300,46800,64500,65600,76800,82600,84800,102000,156900,171100,139400,155200,190900,168600,234000,197100,216100,225700,248300,274000,363600,297300,388200,543900,487800,374600,538300,513200,427600,694900,476400,674400,497400,527700,565600,595500,603700,1175800,770000,911600,697600,816700,887800,765300,1237300,869300,1226700,1117600,1449900,964600,1216700,1068500,1050300,1105800,1135900,1159200,1210600,1890500,1668300,1982400,2154100,1369700,1417800,1497300,1684100,1507900,2463100,1582700,1904000,1929200,1729200,3089900,1792000,1894700,2008300,2074000,2688800,2133900,2101300,2174200,2585500,2213600,2575100,2486000,2385400,3072300,2637400,2603900,3124700,3130000,2824000
35,700,3000,6100,9200,13800,22100,21400,30200,31300,43600,58000,69500,61000,73300,78000,93800,99500,152500,138100,136200,144400,160800,173700,217500,197600,218700,228100,250800,260000,410200,299900,409800,401800,860200,372100,461300,570100,517600,675300,470600,618600,540200,677200,565800,574000,612100,1332700,769100,827500,1094200,877700,1339100,780800,818600,856300,1257500,1810200,1473000,996500,1463100,1211700,1119200,1690600,1100200,1419800,1217100,1830600,1402600,2019900,1621600,1390200,2018800,1557500,2553700,1527600,2437700,1580600,1667200,1669100,1734000,3074700,1800100,1822500,1921500,2080600,2544700,2391000,2875300,2136900,2173000,2221100,2320600,3052600,2590000,2613200,4027800,3412400,3032600,2613200,2712000
36,900,2600,6600,9200,13700,19500,20800,30300,33100,39700,53900,61700,62500,70200,77000,88900,102300,160000,121500,133400,141800,155900,174100,190900,195900,243300,232900,252000,264300,330500,295100,394100,469000,438200,356100,504400,438700,427900,595800,483000,513700,522600,708300,552000,577800,799500,1362300,764100,775100,692900,757400,1986800,791100,819500,833800,1462900,1019400,941700,990400,1101100,1018700,1077100,1788900,1243300,1169100,1899300,1901900,1383100,2314900,1444400,1402700,2062100,1479500,1577300,1535100,2448600,1592200,1643900,1746400,1715200,1910600,1796100,1870700,2056400,1968300,2517300,2445400,2315600,2210500,2253800,2251700,2342400,3022800,2716600,2448700,2581100,2555400,3394400,2657300,3527500
37,1000,2900,5500,9100,14000,21300,21100,29800,31600,41000,60800,63100,60700,81500,82100,91700,100800,155200,120100,138500,153500,153900,165500,269700,197200,216900,230300,247300,258100,351700,303500,395300,386400,373200,365200,540900,462300,443100,671300,944100,474000,508100,526600,567600,648000,764400,1349100,659900,706800,717900,724200,804500,1147400,828100,845100,967200,997200,954200,1071800,1014500,1035300,1164800,1964100,1150000,1145800,1308200,1693100,1367100,1335600,1325500,1374200,1431300,1467500,1483700,1605600,2475000,1627300,1803400,1791400,1755900,1876200,2658000,2140200,2092200,1904800,2563700,2662100,2090400,2386000,2300200,2257700,2710100,2945500,2762300,2513200,3024000,2511300,2633700,2694600,3000900
38,1000,3100,7000,10600,14800,22400,22400,30900,34300,37400,80800,56100,62800,88800,78800,93500,99000,155100,130300,138300,148900,160800,177100,264600,207400,213400,225000,230900,265700,345000,302200,405600,404100,353700,361700,510300,498700,678500,574200,674900,476100,506400,563500,698600,602800,766400,1341300,658700,696400,713500,750000,759400,1149000,1177500,858100,856500,920400,944200,1595000,1211800,1050500,1083500,1883500,1140700,1153400,1425000,1237100,1292300,1667700,1346200,1465600,1410600,1460200,1484300,1493800,2442900,1607400,2258800,1723600,1738400,1860400,3167900,2041900,1912000,2037500,2572900,2172500,2141800,2168000,2186600,2966500,2521600,2673700,2356300,2570600,2579800,2533100,2577200,3530000,2688700
