Prueba,Tamaño_10,Tamaño_20,Tamaño_30,Tamaño_40,Tamaño_50,Tamaño_60,Tamaño_70,Tamaño_80,Tamaño_90,Tamaño_100,Tamaño_110,Tamaño_120,Tamaño_130,Tamaño_140,Tamaño_150,Tamaño_160,Tamaño_170,Tamaño_180,Tamaño_190,Tamaño_200,Tamaño_210,Tamaño_220,Tamaño_230,Tamaño_240,Tamaño_250,Tamaño_260,Tamaño_270,Tamaño_280,Tamaño_290,Tamaño_300,Tamaño_310,Tamaño_320,Tamaño_330,Tamaño_340,Tamaño_350,Tamaño_360,Tamaño_370,Tamaño_380,Tamaño_390,Tamaño_400,Tamaño_410,Tamaño_420,Tamaño_430,Tamaño_440,Tamaño_450,Tamaño_460,Tamaño_470,Tamaño_480,Tamaño_490,Tamaño_500,Tamaño_510,Tamaño_520,Tamaño_530,Tamaño_540,Tamaño_550,Tamaño_560,Tamaño_570,Tamaño_580,Tamaño_590,Tamaño_600,Tamaño_610,Tamaño_620,Tamaño_630,Tamaño_640,Tamaño_650,Tamaño_660,Tamaño_670,Tamaño_680,Tamaño_690,Tamaño_700,Tamaño_710,Tamaño_720,Tamaño_730,Tamaño_740,Tamaño_750,Tamaño_760,Tamaño_770,Tamaño_780,Tamaño_790,Tamaño_800,Tamaño_810,Tamaño_820,Tamaño_830,Tamaño_840,Tamaño_850,Tamaño_860,Tamaño_870,Tamaño_880,Tamaño_890,Tamaño_900,Tamaño_910,Tamaño_920,Tamaño_930,Tamaño_940,Tamaño_950,Tamaño_960,Tamaño_970,Tamaño_980,Tamaño_990,Tamaño_1000
117,600,2400,2600,7900,5500,7900,11500,12200,15400,26000,21100,25300,29600,33500,37900,40800,46300,51500,56100,61600,67500,137500,78400,84300,91500,98000,172900,110800,118300,215700,133800,230800,151900,158700,167500,176600,334900,194700,204900,240000,401800,234400,359300,309700,266600,509900,426000,745100,465900,323700,829600,568100,565700,377700,389600,401600,422300,429900,443000,456300,584600,489900,514600,940700,530900,549300,666400,596100,618600,626900,633600,658800,665900,680000,1250100,717700,731800,751200,769000,789500,824700,835000,979400,1053000,958400,1221800,1690000,959500,973700,1014900,1870000,1290000,1912800,1071900,1099300,1847400,1143900,1180700,1315300,1409000
118,600,2600,2500,7500,5800,7900,11800,12700,14900,21500,22200,25300,28600,32900,49200,41300,46400,51800,55900,61400,67400,72400,78700,88700,91200,98200,5551000,110300,118300,218700,249500,231700,150500,160100,168900,186300,321200,201100,210800,215900,401500,235900,440500,311200,267100,502600,424500,509900,332600,362900,354100,1224500,409000,386100,389700,413400,416100,439700,450000,468400,756700,490700,558900,925100,540100,660600,596700,578100,594300,622900,634900,776900,774300,729700,881300,715100,742500,749500,793000,804500,807400,829500,871800,1027400,905800,1064000,1152600,1375800,972100,1000700,1763600,1053100,1944100,1080800,1102400,1324800,1149700,1170400,1210500,1278500
119,500,2200,2700,7200,5800,8100,11700,12400,15300,18300,22200,24800,29000,33300,38400,41500,45200,50900,55400,61200,66700,73100,88900,83900,91300,97500,324300,123600,124600,219100,244500,245000,150900,158400,183600,176400,323400,195400,204200,214800,405100,264300,719000,323600,266700,502100,746500,302800,340500,521000,339000,591600,363300,375500,395600,404600,417900,430000,443500,463600,596200,500100,615800,933000,532100,619300,650400,589300,605200,619200,629600,752400,662900,780100,739700,724100,734200,1127900,1117100,794900,826600,895600,855200,879700,907000,918700,1292300,1633700,973900,989900,1644300,1116200,1918200,1078900,1248200,1968200,1226300,1169800,1192700,1607200
120,600,2100,2500,7000,5900,7700,12300,12800,15000,25700,22200,25100,28900,32000,37000,41200,45600,50800,78200,61900,67200,73500,77500,85000,91000,98200,166300,113300,119700,221700,218800,212300,149600,167700,291800,186800,322200,196400,204300,265400,397100,367900,422300,255800,273100,517300,373800,304000,344900,596800,383600,378200,362100,376600,478000,458400,426700,436200,445400,466800,484700,507000,817800,923300,535000,549200,562500,583100,612600,811600,633500,671000,676200,798600,1053600,713000,736600,907500,947800,797200,816400,902200,860200,890000,951900,921700,1610300,1734300,972500,1056700,1320100,1045200,1935100,1471900,1224000,1216700,1157800,1162500,1347800,1540900
121,600,2200,2300,6600,5600,7700,12500,12600,15000,26100,21400,25100,29000,33100,38400,41000,45700,51200,55900,61400,66900,72900,79200,85800,90800,97000,161900,112500,120200,213400,231900,211500,150500,175800,228800,176300,322100,196600,204300,214000,431000,356800,402100,254100,267800,504700,289800,301100,313100,558500,388100,534100,364200,373700,399400,415500,422700,427300,453400,457800,472000,484900,751500,982900,531000,565300,564300,875100,598200,651900,784300,648100,661700,694500,714800,724300,741800,805000,819300,790500,818200,919700,856900,870000,1160800,970000,1695000,1461700,974700,1037800,1037200,1202300,1929100,1621200,1112700,1876600,1147400,1169600,1226500,1698700
122,600,2200,2800,6200,5700,7700,12400,12600,15000,26800,21600,31200,28100,32300,52300,42200,45800,51500,56100,61500,77200,72700,78000,85100,108600,97900,167500,112000,119200,227600,232000,244100,149400,158700,254000,178100,322700,194700,205000,216900,1645500,252300,404900,290200,268100,477800,289600,321100,440500,356200,338100,400200,421800,529500,387900,464600,494700,429300,524200,457500,470700,491500,558400,623900,537200,549700,572200,592800,609600,614700,825800,679900,661700,701400,743800,717300,898200,753400,775700,895400,937200,825700,844700,881900,923400,939500,2080700,1057500,973700,1019900,1023400,1099400,1911200,1233200,1094200,1331200,1763100,1161500,1198600,1509500
123,700,2200,2500,6800,5800,7700,12000,12600,15300,24700,21200,25300,28400,32800,38200,41900,45900,53500,55700,60800,66200,74000,79300,85800,91600,97700,156600,111000,120800,214400,246400,255200,151400,159400,266800,177500,331300,200200,210400,214500,560400,359700,423800,266500,268100,487600,310900,317700,358400,409100,337100,390300,373300,391500,389500,532000,415100,561000,443300,468700,469900,484500,661200,621400,531200,546600,562000,647600,602300,620200,629300,677400,672100,684700,703000,716700,748100,762200,772100,792600,823500,827200,1037600,874200,1117100,906400,1250100,1019300,974300,987000,1018100,1108000,1921400,1073100,1106000,1732500,1281900,1169700,1194100,1744400
124,700,1900,2600,6400,5400,7700,11800,12500,15500,46500,22000,24600,29300,33100,38000,41900,47000,54000,62100,61300,65900,71500,78300,83700,92200,115400,159300,110600,119200,213000,215200,193400,156100,160500,293800,177900,322600,193900,325200,215600,351000,388200,429000,253500,321900,529200,310300,299800,313200,834900,353000,390000,377200,406100,404800,754000,422100,427700,441000,467000,482300,581800,583600,563000,537900,560700,560800,717100,608000,630000,647400,913900,663700,753700,709500,844700,742200,753100,793400,792800,966900,838800,954800,989400,1025900,915200,1139600,1066400,975100,993500,1014100,1052200,1862000,1082600,1141200,1608400,1153900,1164000,1195200,1524700
125,600,2000,2700,7100,6100,7700,12000,12200,14900,18700,21800,24700,28800,32300,36800,41000,45900,51100,55200,60300,65800,72700,78200,86000,91600,97500,158900,112500,118200,213700,208500,220000,150100,159300,228800,188300,321900,209500,203500,223100,433500,308100,454800,255300,434400,508700,297900,301100,314100,495800,337400,568000,363300,410400,387600,680900,423300,436800,443100,545100,471700,971300,517600,517400,532400,548100,563600,690000,605500,613600,640800,744700,684200,682900,703000,818800,733700,752500,776400,800300,823600,830100,870900,1005800,929300,905900,1242500,1377900,973800,990200,1006100,1116500,1958000,1166000,1300100,1757300,1142000,1617500,1332300,1328000
126,600,81600,2700,6400,5900,7500,12300,13300,14800,19300,21200,24500,28600,33600,37500,40900,46100,51200,54800,60600,66500,73700,101500,85400,91100,97500,160400,111800,120000,213800,219600,212800,150200,159100,169100,177000,322200,300500,205100,214400,254500,236800,434700,256100,551000,561600,293600,299300,400900,326000,336600,537600,360600,376600,395900,725900,417300,427900,753700,814900,472000,589100,518200,614100,659200,591100,568400,906700,603100,943700,630900,654900,669800,685100,707500,719000,742600,759700,768700,792200,830100,921600,857000,881700,886700,962300,1102200,1074400,1127400,996100,1090300,1341700,1913300,1096400,1987100,1379500,1150300,2276100,1463700,1458900
127,700,1800,2700,6300,5900,7800,12500,12900,15400,18400,20900,24300,38800,32500,37800,41200,45500,50700,54700,61400,66500,72300,79500,84200,91400,97100,162200,110600,119400,212800,233200,143000,151400,169700,166600,174100,3792300,359600,217000,214300,225000,262100,435600,255600,497600,439500,292000,299000,384500,326600,345300,619100,361500,376200,388300,737300,425800,433300,446100,503400,473400,737300,508700,519700,540000,548700,666300,933900,693200,785500,650200,662300,662300,688500,699800,776000,734000,753500,776400,800900,818100,843700,855800,864700,916300,948800,1608400,989400,990900,1013900,1433400,1065700,1380500,1258400,1952600,1768200,1146100,2174900,1239200,1304400
128,700,2000,2600,6700,5600,7900,12200,16400,14800,18600,20900,24300,28700,32800,37300,40300,45500,50500,55600,60500,66300,77100,97200,84200,91900,97400,1391000,151900,120100,216300,294800,144000,152300,160800,169600,175100,320000,314600,205800,214600,236600,235600,432000,257100,495900,291700,291200,301200,313300,337000,337700,422900,460600,464200,387900,709400,633800,429900,641200,540600,564800,876800,502700,556500,532600,796600,599000,888300,746700,636200,638700,660300,663400,681500,700400,860000,758300,759700,769100,790100,818000,1049500,860300,891200,912100,930700,1592100,1028200,1087500,1791300,1130500,1104400,1121300,1101600,1248000,1339900,1140600,1325900,1204000,1347100
129,700,1600,2500,7100,5600,7900,11900,18200,15900,18900,21700,25300,28600,32000,44500,41000,46100,58000,55100,72800,66600,73900,78900,89800,91000,98000,1468600,111600,120400,219400,217000,193800,151400,160000,168400,185300,264500,311200,204700,232700,225500,255300,433700,254100,273300,276900,288300,310100,329800,367000,336900,483200,556000,375400,387400,678700,707900,435500,470600,581800,639500,897500,508900,774500,629100,676500,586500,609600,618900,701300,629200,655600,673000,687000,704100,757200,792000,753400,1214500,789200,813800,830200,865000,873000,899300,908100,1481500,961600,982600,1841000,1041300,1202300,1090200,1080500,1262600,1754600,1152100,1190200,1634000,1346900
130,700,1700,2600,6600,5600,7700,12200,16700,15400,18100,21700,24900,29000,32700,37200,40500,45500,51000,55800,63600,66100,72700,102400,85300,91900,98200,170000,112100,120300,219700,214300,210700,149600,161100,166900,177900,224800,309400,205600,215800,239100,305300,416500,264200,269200,283800,298100,301500,326400,326500,347700,410400,575400,376700,387000,693200,520800,428800,459300,466000,485700,865400,499800,517000,532700,548400,563500,592300,611200,626600,649000,658300,663700,685300,699000,717500,731900,918100,1322600,1273500,821100,828600,857400,968600,898700,915500,1117900,950500,990200,1023900,1113600,1076000,1072500,1330300,1130200,1414000,1152200,1165500,1198000,1378100
131,700,1900,2300,6800,5500,7400,11700,16100,15000,18100,21600,25200,28600,32400,36500,41500,45700,50600,54800,60200,66200,73700,118400,83400,90600,97800,171700,113500,120300,239200,218400,143000,151200,158300,166500,193400,187300,292800,204600,215700,225800,233200,447600,256800,268000,318200,297400,301000,310600,324300,337200,431800,364300,387800,394900,650700,462400,435500,504100,493300,470800,864200,504500,549100,553700,571500,562400,609500,599300,611700,630800,656000,916100,679900,700500,714700,738700,765700,1077300,841200,930300,826800,856500,887900,1080200,909300,1573400,1156300,974700,990000,1033300,1065100,1054800,1404800,1190000,1639200,1269600,1169200,1212200,1222100
132,600,1800,2600,7300,5900,7700,12400,16700,15000,18200,21300,25200,28100,32900,37600,41500,46400,51200,55600,61800,65800,73200,127000,84700,91200,98700,278500,112400,117500,214600,233400,143200,150800,168800,168600,176200,186000,316500,211300,215900,236500,233400,431900,257700,284100,346600,296400,301400,312900,341100,343600,437800,391400,375000,669900,670600,446200,430400,623400,456700,498000,648000,517900,518400,532600,1106600,572500,580000,595300,631000,641100,655000,663400,681200,704600,722800,732400,761800,818700,788600,823000,826600,1084200,871600,1011900,1069900,1740800,1363200,974600,1083800,1420300,1069300,1060200,1151100,1111100,1287000,1136700,1162900,1226900,1232900
133,500,1800,2800,6700,6100,7800,12400,16600,15100,18600,21600,24600,28500,46500,38100,40400,45900,49400,56400,61400,66700,72900,131300,84600,90800,107000,316600,112800,119700,213500,231100,142000,151800,169500,168300,176400,202000,331400,204200,253700,223600,249900,430500,258000,269900,276800,292200,332600,351500,335300,345000,436100,360400,386700,806800,757400,425800,429100,628200,490000,472100,605700,1090500,699400,815800,919400,561300,979900,614300,654400,646900,659400,677900,686400,832400,715400,730700,751200,775200,789300,825300,835000,855200,875900,1455300,1077200,1853800,964000,974000,1050100,1112800,1057100,1070100,1157700,1104100,1802900,1155300,1171800,1288800,1349900
134,600,2000,2500,7500,5700,7800,15100,17300,15600,18000,21800,25000,29200,32400,36500,42400,46100,50500,55900,61800,66900,72200,130900,84100,91400,97300,171200,111600,118000,214600,347300,142600,151500,160200,250600,177100,186800,196200,206200,269300,224500,373000,384500,256500,281400,290900,288600,302000,385200,325700,336100,455500,365500,377000,710000,783500,431300,436200,891400,475100,472800,631900,573400,531600,792400,550500,561800,978800,595300,636300,627600,657500,663200,763200,749900,841200,845200,761100,798900,1020700,818400,878600,854100,869000,1048400,1197100,1653300,985600,975500,999600,1039000,1050700,1227900,1174200,1099100,1180700,1146100,1170100,1269600,1248600
135,600,1800,2400,6300,5900,7900,18700,17000,15100,19000,21200,25400,28600,32600,37100,41600,55100,50300,54700,61200,67100,73600,131200,83200,90400,98400,171100,113200,125600,212200,850600,141600,151100,159900,204200,175600,201500,215300,204800,213900,331300,420500,262200,256300,267700,297200,293600,11301600,312300,326000,345800,396900,439500,374000,426000,531700,428600,431200,656000,601000,571000,750900,590200,531700,691900,564200,563200,615800,765300,626300,638800,650900,820000,839400,695400,773400,747600,753700,807400,943600,818100,856600,848200,878500,886500,1662900,1650000,1344000,974000,990400,1045200,1145000,1395700,1202900,1155300,1857100,1191600,1162700,1333600,1401100
136,700,1900,2600,5700,6100,7600,13000,17400,15000,19000,21700,25200,28500,32600,36500,40700,45400,51400,54600,61800,67100,73700,285200,84600,91000,98500,171200,121500,120700,214500,220600,142600,157400,160300,283300,186600,185000,200400,242200,214900,279700,455800,265700,257300,266900,294900,301700,7979600,313700,325400,336700,360800,364200,377300,394500,1173900,422000,922500,446800,480500,565700,501600,536500,517100,553400,588500,571000,671100,629000,619300,644800,658200,992600,694900,696100,737700,733300,756000,784400,817600,816000,838300,852600,868200,905600,1611800,1235100,1390600,1019500,995500,1406000,1611600,1219200,1100600,1107200,1175500,1218900,1411200,1205000,1342400
137,700,1900,2500,5800,18200,7900,11800,17500,15600,18800,20800,25300,28500,42000,37300,40900,46000,50200,55500,60100,67900,73800,130500,85800,89800,97400,170700,111300,119800,212600,220300,158900,149700,158500,203200,175600,186700,322300,206800,222000,227300,477600,246300,264600,269100,278900,293700,495400,328900,326500,337100,353500,452100,377900,393600,584900,425400,520100,447300,459900,472000,678300,502300,514900,646200,598000,564200,592600,595500,620900,629000,656000,1004000,686000,885200,726900,784000,757700,1136800,797500,818200,827400,846800,869700,917600,1856100,985800,1335200,972600,1002400,1084800,1275500,1973100,1075200,1179900,1858800,1143200,1179800,1313100,1265300
138,600,1800,2500,6200,5800,7800,12100,18700,15800,18200,20500,25000,28800,50100,37100,40900,45300,51500,55800,61400,65700,74400,128200,83700,91800,96500,170000,111900,121400,212800,228300,144100,149600,158300,177500,176100,186600,307700,206600,226400,243500,447700,263500,259800,269200,278200,289400,503400,312900,458300,354500,349900,448900,381300,553100,506500,494600,551800,524600,559800,568000,502500,533600,778400,543200,559800,561100,578400,605100,620800,640100,654900,1162500,685500,761800,716300,735600,749300,797900,787300,826800,909100,872800,939700,885800,1779600,936500,1392000,973000,994000,1292000,1235500,1937100,1191500,1290000,1184300,1145700,1175400,1273900,1248900
139,600,1900,2800,6300,5900,7900,12000,17900,15500,18900,21600,28700,28300,49200,37100,40500,45000,50500,55300,68700,66900,71700,262800,84600,91000,104600,170200,111600,119400,219700,219300,153500,150000,168300,168300,183000,186700,239400,204600,255700,228400,452400,266500,256800,268800,298300,288600,493000,311600,568400,336500,360900,542400,377600,390000,507000,412900,508500,708700,456000,501600,485900,502200,579200,577700,657800,570500,597800,616300,619300,646700,649600,1233300,682400,717600,715400,740500,909000,769300,798900,820900,839800,1167600,878800,922900,2176800,933000,974200,971500,1083900,1086300,1305200,1938000,1091100,1097600,1734300,1151300,1171900,1262300,1411500
140,600,2100,2500,6000,5600,7700,11900,16800,15000,18600,21600,38900,28200,48400,37900,41400,46100,50200,55200,61100,67400,81100,141100,131500,91700,113900,217200,112200,118400,231100,226200,142200,152400,159600,168400,175700,186000,194800,204100,289100,231300,388600,246400,256700,270000,277400,291800,4535200,331300,385100,337700,347200,587800,486500,402900,401500,426300,426700,656500,474500,498900,498400,505000,533700,776000,548300,566000,579900,598600,621000,626500,655800,1004600,685300,801600,724200,732000,751800,772000,788600,821000,834800,1593500,871800,910200,1273300,931200,1060100,973000,1026000,1114100,1159300,1920300,1098700,1109400,1322600,1145800,1165500,1333600,1341200
141,600,2000,2500,6800,5700,7800,11500,18500,15000,18800,21900,35700,28500,49100,37000,42300,45300,50600,122800,60800,66200,80400,214500,85400,90400,98200,170500,112300,119900,220100,227000,141800,151900,160300,173400,187200,186400,208600,211400,299800,223200,459900,270900,255500,276000,286900,289300,496900,313900,342400,475000,356300,427100,376600,389800,413400,414900,429900,677800,461000,478800,484100,501500,833700,530000,567100,565100,590800,605800,615000,637100,652800,1042800,683900,694400,717900,733500,752200,779300,793400,827200,830500,1410200,881300,936200,1091700,1060900,1087100,971900,1085000,1474800,1099000,1930500,1260100,1097100,1497200,1147300,1388900,1199400,1254600
142,600,1800,2800,6800,6100,8200,11600,17500,16200,18700,21300,37600,27900,47000,75400,50400,45600,59100,67500,61200,66500,71500,131800,84300,90600,97900,170700,111500,118900,217200,235100,141900,177400,159300,169000,176200,198400,194200,203600,227600,535000,432300,245800,257900,268900,279400,291000,586200,311900,343200,525600,360600,362700,389900,389400,458200,415800,427900,618500,459000,695900,494400,508000,524900,562000,547000,564300,627800,604700,618900,644500,653700,724300,678800,723700,722900,740500,759700,771900,789500,807100,835300,872200,1015100,916200,981300,970900,1084000,1000300,1036100,1340900,1087400,1930000,1100800,1106400,1568000,1142100,1191500,1274100,1219900
143,800,1700,2300,6600,5800,7900,12200,19700,15800,25700,21900,29400,28700,48500,45300,41500,45500,51400,67500,60300,66700,72500,108900,84800,100000,111900,169900,111800,119600,211600,224400,142600,150600,158600,170000,175300,536100,194700,206700,341100,334100,313000,257100,258500,267000,278000,296900,503100,325600,326900,404100,348100,460100,386400,390800,402500,422500,439400,722100,579000,608500,488100,502700,544100,538500,547000,568300,836300,611100,624000,631500,657100,985400,861500,696100,718200,902800,754100,780000,788300,896200,862700,854300,950300,933500,915000,950200,971500,1359000,1323400,1382500,1084500,1935600,1117700,1106500,1379400,1145800,1166700,1210100,1217500
144,600,2000,2600,6200,5700,8300,12300,17800,15200,27500,21500,24700,29200,32700,38000,41400,46200,50900,68300,61500,65900,72300,94800,85200,91300,99200,180700,113200,119200,213500,224000,144700,149800,166700,227900,176000,187600,195100,206300,215100,758000,343400,246700,257900,266700,359200,289100,4088500,313500,326200,421000,351400,568600,376300,390000,748700,413200,429700,513700,594800,589100,486000,507400,519000,531700,614000,761100,588300,679700,613600,635400,655600,920400,707500,772600,1106000,895800,762800,771400,861600,860300,865200,880100,885000,914500,1526300,935600,974800,982100,1143100,1094700,1042400,1939800,1104700,1101600,1648200,1240200,1170500,1195000,1281200
145,600,1900,2900,6300,5800,7800,11700,18700,15200,18400,21600,32700,76100,33100,36500,41500,45400,50900,67900,73400,67200,72500,103800,84300,90500,98500,169100,113000,117800,213400,224300,143300,151900,167700,233200,176200,186700,196400,204200,216600,514900,332200,332300,264100,269400,471500,288600,518600,315200,326800,437000,360100,524200,376100,396300,823000,414600,429200,441900,587100,582500,487800,653200,516700,532500,556900,657300,596400,605400,804100,684900,747500,694100,689200,707000,812800,896900,753300,770800,789900,839500,826900,854300,867000,913700,1384600,930000,951300,988100,1208700,1017700,1038800,1704900,1087400,1397300,1219900,1138600,1162400,1201600,1248900
146,700,1900,2300,7100,5400,7800,11900,18600,15100,18800,21400,37900,30000,47200,42300,40600,45400,51300,67800,60400,66500,71900,103900,84000,91300,97700,170800,112300,119100,214000,232300,143000,149500,211900,179100,177800,187000,296900,210900,230900,225300,234500,383600,256900,266500,519800,296400,536200,324200,323900,364900,355900,488500,375900,411700,694800,415100,429200,670100,462700,518700,497600,510600,542800,653000,547000,590000,580000,610200,753800,678800,687400,661600,682100,700400,716600,735900,753200,843600,800000,819100,826900,995900,881900,921800,1533500,1069600,1215400,975200,1093200,1031800,1056800,1172500,1093100,1250500,1820800,2056600,1200000,1207800,1371000
147,500,1900,2300,6400,6000,7800,10500,19900,15300,18400,20800,37700,43600,32900,57400,40700,46400,50800,67100,60400,66400,72500,160000,85400,91400,98400,1364600,111100,119400,212600,233100,141500,152000,203000,169300,186900,264200,301100,206300,220800,336000,234000,369300,256700,266700,487600,422000,548700,319800,418800,424600,357800,362700,375000,388600,690700,416300,435300,442800,457200,473200,537800,516500,516500,568300,546400,564600,590000,605600,612700,721500,656200,674900,686300,700000,727500,743000,774900,921200,790700,817500,854000,912600,924600,1436100,1342400,932600,1066500,1304000,1001600,1018900,1466800,1183500,1150300,1203500,1167900,1629300,1234400,1202300,1220800
148,700,1900,2600,7100,5600,15900,9800,18400,26800,18500,21200,37200,28800,32900,37300,40200,45600,51000,67700,60800,66100,72900,135900,84800,90800,97400,157600,112200,119800,214400,233300,142100,149900,160100,168900,176000,185500,196100,206300,498900,362500,235400,359700,255100,273800,489100,298300,490700,313700,392600,431000,348600,655100,381300,387400,698400,421800,431000,465000,461200,473200,490600,698000,531400,539100,556700,565200,578300,601000,634300,666900,802100,1154600,687500,704300,719000,750800,755400,801300,793900,832400,856500,877500,886000,1060500,1250200,933700,989000,970400,986700,1025200,1419000,1157600,1098000,1090800,1699900,1236700,1277000,1205400,1263400
149,600,1800,2500,6000,5900,12300,9900,18900,15700,18500,21200,37100,29200,32100,37600,40800,46100,51700,89700,61300,66600,71800,131900,85500,91000,98600,225900,109700,119300,233300,233600,143500,159900,159200,198100,176400,186300,226600,205900,311600,300500,246500,315200,258000,266700,490400,297200,493400,320700,404800,388300,349100,368200,372900,388300,546600,415900,429900,442300,462400,477800,552400,511700,517700,874400,612100,565300,596700,606800,619800,644200,675100,1230300,685500,699800,1303000,743500,754900,772200,796800,889700,882400,1132400,871200,895700,908200,930700,1068900,987100,1006400,1021500,1057000,1079100,1084100,1104900,1336500,1141400,1189500,1339500,1213500
150,600,1500,2700,5500,5800,11900,9400,19400,15200,18900,21900,38400,29000,32900,37200,41400,46700,51500,93400,60400,73900,72100,131600,84500,91900,98200,257600,112100,119200,219700,244100,141400,151300,170400,168400,183900,290300,231400,209900,215900,340400,235400,274300,341900,268100,514400,291600,492500,312500,407000,558700,358900,381000,375000,485400,415200,415400,427200,449500,458700,471800,516600,513400,523800,675500,611800,571700,715600,596400,613800,637400,648700,1212200,678200,701900,798800,748400,759000,772900,1021400,925600,840300,937100,877500,905500,1040700,934100,1171800,968300,990000,1026600,1039600,1156200,1090900,1125300,1137900,1151300,1162900,1342600,1279900
151,500,1800,2600,5600,5700,9500,10300,19100,15100,18900,27700,39800,29100,32700,36800,41800,45900,49800,66900,59900,67400,72500,115300,792600,92100,97000,173500,111600,125800,471900,233000,143200,151600,161000,173400,176700,213800,226600,205100,356000,224800,235100,295200,256300,267100,499800,304400,1872200,314200,460700,444100,523400,362600,375900,531300,403800,413600,431800,442800,462500,470200,699400,552700,518900,544000,549600,560900,668200,608200,628900,635300,657700,1244000,830600,697100,719100,734200,973200,780500,968900,824000,902500,850000,873300,900000,923300,929700,947600,976500,997600,1182600,1054900,1257700,1085400,1242400,1225500,1147100,1173400,1222900,1785200
152,700,1800,2700,5400,6000,7700,10000,19000,15200,17800,30900,38700,29600,33600,37700,41600,45300,51100,65500,60200,66900,73200,132300,398100,92300,109400,333000,112800,121200,256100,227900,150400,150900,158800,168100,186800,272400,194300,206800,304400,224000,339900,297100,264100,267800,506300,292900,498400,322900,437700,350400,513500,381800,412500,466300,451000,421100,496200,444000,458800,473600,580900,503300,518100,535900,561600,561800,685900,611200,620700,636900,664400,1407900,690300,696700,773600,745000,901400,773800,932100,826200,839700,850200,874400,924400,1058200,932700,969200,970800,1139800,1049100,1039100,1113800,1258600,1110200,1159100,1136400,1252700,1194100,1238300
153,700,1900,2900,5500,5700,7600,10200,19200,14800,18200,22000,34500,28700,32200,38000,41400,46700,50100,67000,60700,67200,72800,99600,127000,92500,98900,171000,118600,304400,330200,231300,142600,151500,159600,188500,176600,360500,195500,204700,253700,224300,405200,282500,416200,295000,473500,296300,493500,319800,416300,353000,473400,365500,490600,435500,415700,418000,428600,791300,692100,479600,514300,507600,518000,532100,547400,567400,590700,785100,611900,629700,644800,710000,681000,701900,739200,888500,809300,777200,1013500,818200,828100,846100,879100,910400,947900,931500,1266500,979600,1032900,1019800,1049600,1201000,1103300,1107600,1832400,1145700,1164700,1203200,1206800
154,600,1800,2800,5500,5600,7900,9800,19000,15200,18900,21800,36500,28900,32600,36900,41200,44700,50400,67000,59900,67200,82100,98000,189500,90300,98400,172100,112200,225000,296700,225100,143600,151700,161000,396500,177600,247300,195400,207400,214500,251100,607400,245100,369500,397700,510600,291100,497600,311900,347500,338100,359600,363300,455200,433200,439700,415900,428800,535200,700100,601900,487200,502000,626600,622800,548000,561200,580500,596000,631200,645900,656900,682500,686500,700500,716100,819600,799400,770500,820200,818000,832900,849200,873200,903500,908400,934000,1135700,975100,995200,1030200,1111200,1407000,1083000,1192300,1265500,1140900,1169300,1296600,1305500
155,700,19000,2500,5600,7300,7800,10100,19100,15400,19100,21800,37400,28700,32700,36500,41800,45100,51700,67200,60800,66600,72700,118200,127500,91200,98300,172000,111200,199600,210800,228800,143100,150700,170000,2284300,176200,292800,209800,213000,245500,363100,478700,262200,257700,472800,465300,290300,1924700,348400,325600,346800,351700,362800,409700,388900,713200,416500,429900,456400,730800,498000,483900,537400,516700,639200,554100,680300,599500,621700,614600,793300,662400,897400,688900,764000,716900,867800,776200,768100,789700,812500,884300,853200,878200,883700,1025700,1043600,1083700,982300,1042100,1045700,1062300,1636800,1141200,1097500,1735600,1159500,1225600,1415900,1365300
156,700,1800,2600,5500,8900,8100,9600,19100,15400,18400,21800,40400,28700,31800,36100,41300,46300,50800,66100,60900,66500,72200,95400,103200,92500,98600,177300,112900,184200,218600,218700,141000,213000,170800,256700,177200,293800,304100,204600,220700,354300,637500,245200,260500,443500,488800,291000,492800,374900,397000,337500,364600,414400,389600,389700,471400,414800,433400,457200,961800,487000,486500,527100,516500,531600,590700,564600,577700,595500,619500,778900,646000,1080500,709500,851200,725700,732700,753100,781000,798700,816200,856900,1404600,869200,902900,934300,932300,1030000,975100,1014300,1112200,1044500,1187800,1110300,1109400,1324300,1261900,1176200,1210700,1295700
157,700,1800,2800,5600,8100,7700,10300,18800,15500,18100,21500,39400,28600,32500,36700,40800,46800,50400,66800,61500,66700,72000,77800,108900,92900,97900,172600,112200,183600,277300,206100,141400,151400,159800,276800,180200,203800,239600,295900,214500,340700,421800,246100,258000,453500,492900,304900,490400,312300,325700,337500,358000,518800,514600,388000,814400,420400,432500,445000,557000,504600,499100,613500,531400,793100,577300,586000,590800,605300,732700,642300,656000,761600,759000,715500,717000,747200,753300,1182300,790000,880000,835900,992200,878600,933300,915500,931200,977500,977500,991000,1604300,1046400,1075300,1090400,1098100,1656000,1162100,1171200,1194900,1304300
