Prueba,Tamaño_10,Tamaño_20,Tamaño_30,Tamaño_40,Tamaño_50,Tamaño_60,Tamaño_70,Tamaño_80,Tamaño_90,Tamaño_100,Tamaño_110,Tamaño_120,Tamaño_130,Tamaño_140,Tamaño_150,Tamaño_160,Tamaño_170,Tamaño_180,Tamaño_190,Tamaño_200,Tamaño_210,Tamaño_220,Tamaño_230,Tamaño_240,Tamaño_250,Tamaño_260,Tamaño_270,Tamaño_280,Tamaño_290,Tamaño_300,Tamaño_310,Tamaño_320,Tamaño_330,Tamaño_340,Tamaño_350,Tamaño_360,Tamaño_370,Tamaño_380,Tamaño_390,Tamaño_400,Tamaño_410,Tamaño_420,Tamaño_430,Tamaño_440,Tamaño_450,Tamaño_460,Tamaño_470,Tamaño_480,Tamaño_490,Tamaño_500,Tamaño_510,Tamaño_520,Tamaño_530,Tamaño_540,Tamaño_550,Tamaño_560,Tamaño_570,Tamaño_580,Tamaño_590,Tamaño_600,Tamaño_610,Tamaño_620,Tamaño_630,Tamaño_640,Tamaño_650,Tamaño_660,Tamaño_670,Tamaño_680,Tamaño_690,Tamaño_700,Tamaño_710,Tamaño_720,Tamaño_730,Tamaño_740,Tamaño_750,Tamaño_760,Tamaño_770,Tamaño_780,Tamaño_790,Tamaño_800,Tamaño_810,Tamaño_820,Tamaño_830,Tamaño_840,Tamaño_850,Tamaño_860,Tamaño_870,Tamaño_880,Tamaño_890,Tamaño_900,Tamaño_910,Tamaño_920,Tamaño_930,Tamaño_940,Tamaño_950,Tamaño_960,Tamaño_970,Tamaño_980,Tamaño_990,Tamaño_1000
495,600,1400,2600,6800,9100,7800,10200,15900,24000,18300,21700,24800,28900,33600,59500,41800,128400,64700,55700,61900,113800,72000,78500,119300,90500,97300,174700,111500,197200,205300,155200,143300,154500,248500,167800,177100,196500,194700,208400,215900,232800,351000,244500,272700,264900,498600,512800,302200,313100,415900,337600,349500,456500,377400,393800,455300,436700,456500,459800,456600,474000,487500,503500,542500,539600,553600,1091200,580500,595200,612900,718400,644600,1007100,686700,913500,715000,743900,1010400,771700,791300,920400,850700,848400,895700,909200,905400,1737100,956800,999100,1511600,1147700,1028800,1948700,1093800,1106800,1124500,1677300,1391500,1186000,1218600
496,600,1500,2500,6500,8500,7800,9600,15500,23900,18600,22200,24300,33400,33000,56500,42200,45900,50400,57200,61400,114100,71800,78800,108600,90200,97300,175500,111200,197000,208100,204000,142900,149600,160900,281900,181800,202300,205700,205100,271700,226100,415500,251400,253900,265600,522600,511200,301400,319900,351500,351200,364000,390400,479700,408600,404000,482800,429300,542800,461800,474000,623700,523500,518300,630600,547000,600300,579800,597000,613600,627200,646800,1159900,801300,720400,785400,732900,913000,1017000,791000,853100,828200,845400,895100,897700,1013700,3753500,945600,1096500,1261900,1019200,1041900,1935900,1100700,1102100,1120700,2029800,1490700,1193600,1233600
497,500,1400,2600,6700,8400,8200,10100,15000,24400,18000,22600,24900,29500,32900,59100,41300,45700,50400,55800,60700,113100,72400,78400,127700,90300,97800,179100,111200,196500,227000,134700,140500,149700,159500,168200,231900,187500,205700,205600,284600,313800,299700,245100,256700,267100,501200,513400,299700,312600,342200,387000,351100,374400,409900,387900,467700,416300,764100,452800,457500,549900,488400,584600,711900,542400,554800,612900,587700,605800,619900,640100,655200,1129300,707200,726500,726300,743900,974500,925300,797000,1244500,825600,901700,886000,900900,1103300,1518600,967400,1754700,1066100,1808200,1032200,1942800,1086300,1297400,1350900,2070700,1200700,1188700,1220100
498,600,1300,2800,7100,9200,7500,10000,33200,23800,18200,21500,24900,29300,32300,59100,40800,44600,51400,56300,61300,113800,73400,78600,205900,91500,97100,264200,112300,197500,211600,134500,144000,149900,170500,189000,178100,197700,195200,203800,215300,244200,336300,245900,256100,267400,486700,528500,300400,315100,338700,380700,351700,363400,430500,397900,558600,647800,1015300,484500,463200,483200,486700,558400,517700,553100,548300,562600,583500,595900,611400,646500,646900,1431300,682600,740300,724000,733100,765100,870500,790100,807600,834000,895600,865800,887000,1002500,1647000,957300,1678400,1024700,1161200,1038400,1917400,1097600,1484200,1359700,1657100,1169600,1194900,1219200
499,500,1400,2400,6800,8400,7900,9600,15200,24000,18800,21400,24400,29000,33000,59700,41600,46800,50600,56800,60600,113000,71600,78600,190600,90100,97400,180600,111700,200400,209100,135100,141400,151300,159100,168200,176400,186800,194800,212300,214300,225200,236100,244800,258200,267600,490200,529800,299700,312500,335400,360900,357200,362700,395400,390600,414400,494200,791300,462300,459100,486200,498400,699900,528900,661700,579600,599600,578300,595200,612200,626700,649600,973200,770700,785200,716100,826600,752100,771800,1058100,809800,825400,874200,1054100,905100,966100,994400,963200,1243200,989800,1163500,1036400,1916300,1083800,1218500,1584300,1393000,1163400,1198300,1224500
500,400,1400,2600,6000,8300,7900,9800,15400,24100,18500,21800,24600,29000,33200,60000,62200,45200,51500,55200,60500,112600,73600,78800,115700,97400,97200,178500,118800,216700,210000,138600,143000,151600,159200,188600,176600,186600,195900,203500,230100,224800,235400,264500,255300,272500,500000,556300,301100,314600,323400,377200,350100,364600,376300,390200,419500,525800,831300,504900,458700,472900,490000,817900,517500,647900,649400,566700,587800,601800,638100,637900,655500,1270000,835400,698300,1133300,737000,1053900,882300,787300,823100,839800,857700,913600,897000,1434600,943400,957100,1322000,994100,1021600,1059500,2008400,1106100,1110700,1169400,1924300,1170200,1184300,1224600
501,500,1200,2600,7200,8300,8000,12400,15300,24400,18100,22000,23600,27600,32900,60300,58500,46700,50400,56400,60400,111600,78100,78900,119400,90500,98500,173600,111200,203300,217600,226800,143700,155100,158400,167500,176400,185700,195100,213400,223600,239800,251000,348500,255200,268000,497200,513300,308200,314000,324400,335900,349900,361900,455000,406500,401200,497900,512500,501900,462600,476400,486900,621400,836400,567000,692600,580400,578900,692900,615300,636400,650100,776300,806700,703800,744400,738400,799600,954600,786200,805700,831300,865000,877300,953200,1005000,1016000,1587200,2269000,989000,1248700,1136500,1889800,1090600,1105700,1117800,1496300,1159900,1716600,1221400
502,700,1600,2600,7500,9400,7900,15600,16300,24200,17900,21400,27300,28800,32700,58500,60700,46000,50600,56400,61800,112800,105700,103100,143200,109000,98000,192800,112100,206300,219000,156500,148700,151500,159000,183100,177800,186700,205800,208600,214400,241400,379000,293100,330100,265700,486600,519400,302600,320200,325700,450500,349000,542900,375100,390600,402200,498300,450000,458000,455500,479700,487200,519800,529700,671800,666100,564800,580200,597900,611600,637000,648900,683000,685300,707500,726300,741400,871700,983900,800900,815800,827500,856100,877100,908000,1183400,1090300,958300,1584600,999300,1324400,1075200,1915700,1087400,1096300,1127900,1228900,1166100,1278400,1223200
503,500,1500,2600,7800,9300,8000,13000,18200,23900,18000,20800,38000,29400,32500,59600,62400,57500,50600,55800,60400,113500,124400,124200,140200,143300,97700,170500,112000,199300,219000,135200,143200,151400,169700,167100,192100,213700,277600,250500,215600,237200,276100,257900,254500,421900,466300,527300,301800,312500,433200,378700,456400,431800,480600,400500,689400,427300,428500,454700,463900,474500,571000,502000,515400,585300,639000,563900,581500,606700,622900,640400,655100,678600,685700,699600,723400,731400,769600,772900,788400,1069900,831500,854900,1171200,901300,1257500,962200,954900,2315000,1078300,1027800,1049400,1865100,1105900,1104000,1117000,1169900,1166600,1229000,1311000
504,600,1200,2400,7500,8200,8000,9900,18500,24200,18300,21600,36400,28900,32200,84400,85400,45600,50200,56000,61400,108800,112500,78500,138500,172600,97900,175600,113500,195900,218700,135800,143300,151700,167000,182300,177500,236000,195700,213700,265700,223300,233000,244600,257000,342100,357900,522900,301100,312900,390600,350300,360500,364100,377400,388600,403700,424100,445000,470700,459800,470400,598600,515600,549000,535000,556900,570100,879500,594100,611200,634800,647900,662100,680200,716700,717200,818900,915900,779800,794500,838200,825600,859100,1061400,935600,1034700,926100,954000,1406900,1324900,1027000,1073400,1134200,1290200,1097000,1125800,1276800,1164100,1309400,1733800
505,500,1500,2500,6200,8300,8000,10000,17300,24400,17700,21700,38800,28400,32400,59000,44500,47300,50800,55400,62000,108500,118300,78900,142600,158300,97500,174700,110900,198500,211200,133100,144000,152100,159300,167200,178900,186500,195200,206000,309300,518300,232700,246000,255200,267900,610400,511000,301500,313600,386100,351400,349100,368000,376800,389900,463800,437900,429500,446400,463800,470900,518700,500800,604100,537200,608400,565200,581500,619000,612500,682800,648600,1350700,800000,702500,720000,740400,774500,773400,789900,808500,834300,858700,887100,896100,1032000,934600,953500,983400,1615900,1010900,1039200,1100200,1949700,1104700,1117200,1144400,1166800,1279600,1233500
506,500,1500,2700,6500,9100,7700,9800,18800,24900,18500,21900,38800,28700,32200,58900,41900,45400,50400,57000,60800,110300,119500,94600,173300,101800,97600,174000,113700,197200,239600,135000,236100,150500,157800,167200,175700,186100,210200,204700,231800,343500,236400,258800,256900,283500,618000,577500,299400,312600,622500,336800,351500,363500,406700,401100,504500,414200,439100,500000,457000,478300,637900,505300,556700,531200,555300,567700,590200,1044400,653000,641400,654600,795500,718600,807500,774800,737000,763800,769600,829600,816400,827600,861400,888800,904800,1253600,929000,1000700,976500,1440600,1016900,1563300,1197900,2101800,1191600,1125500,1150400,1220600,1206200,1213800
507,500,1400,20700,6900,8000,7800,10100,18200,24500,18300,21500,26900,29500,32200,59300,41600,46600,50800,56000,59900,106500,118800,115900,140300,91000,97400,175800,112200,199600,199300,134100,155800,149600,160100,167100,183800,186200,195800,202600,214500,357200,235600,244300,255200,266000,610500,531100,308500,313500,337100,335500,350200,524300,509900,391100,433200,416100,447400,443000,463800,511700,514700,501500,610800,539900,561500,564900,619100,736700,614200,644400,646700,677700,700800,983800,723500,740500,750800,776700,805400,806300,834100,854900,884000,898300,971100,931900,956700,976800,1096100,1149200,1560300,1578900,2002900,1097300,1128900,1148100,1172200,1211500,1212400
508,500,1400,2200,5900,9000,8100,10500,19700,24300,18300,21700,24900,28900,32400,60100,41900,46200,50700,56800,62300,108500,117900,77900,128200,122300,97700,174800,117000,195500,199200,134900,142900,235000,159400,166600,177900,209900,206300,214700,214700,399400,249300,261700,256800,268000,485900,558600,302900,317500,386800,347000,348400,361600,523400,484200,451000,427400,430600,453500,458600,468900,495100,523100,653700,531200,548500,570400,729500,684000,613400,640000,649000,732600,757700,876600,713400,732700,760000,769300,786200,844300,828900,864500,880400,988000,926700,927000,953100,974100,1002500,1010900,1160400,1649800,1774400,1105800,1122000,1541000,1415200,1210000,1221000
509,500,1300,2400,4800,8400,8300,9900,19200,24700,18700,20900,29900,28200,33300,59100,41700,46400,51200,56000,61200,106100,81100,78900,670500,91900,99200,172000,112000,208400,196400,132800,142700,150600,158500,168100,176900,191100,195200,204900,215000,267800,234300,244600,256900,331600,509800,626900,301400,310400,325200,345400,348300,363300,422300,387300,422100,1037800,445800,685000,465700,471700,594500,515300,632700,538800,550400,566000,594900,596100,619700,640300,655300,667000,942800,745300,962800,734400,751600,779700,796300,814700,827000,855400,867400,942800,915100,1740000,953500,974100,1250200,1023500,1126800,1074600,1196600,1099400,1309100,1610900,2131900,1212900,1208700
510,600,1500,2700,5800,8600,8000,10600,17400,24600,18500,21900,26900,30000,38800,58700,41800,45600,49600,56200,60900,102100,72700,190400,151100,92400,96900,178100,112100,198100,195800,133600,141900,151000,168700,168200,177100,187300,194000,214900,214400,301600,236800,278200,262700,303000,503500,411900,299200,314400,327300,335700,355100,373100,376700,432500,420400,446200,439100,524000,458400,480700,493500,504400,628500,537300,558900,562700,583200,597100,855400,636600,645700,673600,1105700,700600,1064100,738500,815400,771300,786700,811100,834600,869200,867000,913100,905100,1892700,952300,974500,1017300,1010600,1041500,1206900,1083900,1100600,1155700,1404700,1998700,1247800,1219400
511,500,1400,2800,5700,8600,7900,10000,12400,24800,18700,22100,24600,29100,47000,58500,41600,46100,51000,55400,61400,115500,88300,95000,125800,90100,98100,178900,110900,210800,198800,135600,142400,151100,159800,167200,177800,187100,197200,204500,215700,226100,242600,260100,256400,267000,503500,321100,301500,312800,593100,349300,349400,375000,517600,388000,401600,417400,544500,506800,464000,471100,502900,500800,597700,530700,549400,572200,580100,608300,805300,638100,646200,806200,771800,865700,757900,733800,1203900,769300,797500,1062600,972300,897300,874400,895500,1025900,1521900,950100,977200,999200,1149600,1031600,1704100,1104000,1238300,1219000,2001600,1262700,1571900,1222100
512,600,1400,2400,5700,8700,7800,10200,12700,24400,18000,21400,24900,29400,46400,59100,67000,45800,50900,56600,60200,107400,88000,116800,167600,91300,96600,179800,112300,205500,220400,134400,185700,150500,159500,167400,177700,214600,195100,206200,215200,226100,234400,262500,256600,266200,500900,497900,299600,313600,379900,336600,352200,361900,486900,391800,484000,559800,722600,548100,458600,471500,548700,509900,522900,538000,549700,653000,750000,595000,735100,636700,654800,730700,1222300,708100,730500,735900,829200,777500,786500,889500,6566800,874300,868800,904300,1037900,1690200,949300,971700,1196500,1530000,1221700,1930400,1082700,1664900,1482000,1608200,1203700,1945200,1215400
513,500,1300,2500,5600,8500,7900,10200,12300,24400,18400,22300,38700,29100,49500,58600,55100,44900,50800,55900,60400,105500,109100,95200,337700,91500,98100,191300,110100,203700,218200,134400,210100,150700,160200,167500,177500,199000,196100,252100,224500,226100,234400,248100,271800,287000,510000,499900,300500,313400,328800,336000,347800,502700,454300,403500,402000,417600,757600,518000,464200,470600,624000,563200,518800,530000,555100,682500,665600,596900,664600,636000,1086400,776700,992400,710500,723600,743100,753100,770200,788800,999900,1308900,861300,870800,887100,1276400,1679000,954000,973800,1118700,1215200,1897600,1111200,1089100,1216700,1393900,1207500,1173000,2184100,1219600
514,600,1500,2600,5800,8800,7700,10000,12100,24600,18000,22200,36700,29400,57300,58700,65800,45600,50800,55600,61500,105700,72900,93700,303100,90500,106600,176400,112800,204000,219000,133700,176300,150000,159100,167000,176100,186600,195500,206000,215400,232200,236400,244100,255900,266600,493300,588000,307200,322600,342900,433800,349100,361500,376300,388500,422700,449100,762900,585800,460000,477700,826500,516500,523700,538600,548400,719700,584900,745100,623400,639300,869900,685700,826100,700000,910000,784000,752500,771100,794100,1339200,1277400,860100,865100,897600,966800,1170700,953800,1730300,1017500,1029200,1894500,1067700,1086900,1113000,1181900,1461300,1172000,2037300,1264000
515,500,1500,2500,5600,8800,7500,9600,12800,24900,18100,21900,35400,28100,57500,56700,62500,45800,50900,55600,61100,105600,73200,116900,136100,103200,98300,173700,111700,207900,231900,145000,150200,149500,167600,176400,177600,232200,195200,204000,215500,290900,236100,247200,255700,266500,521900,532700,301300,311800,325800,349700,355500,361600,375000,407300,525500,414600,717100,651400,463200,471600,547500,595900,520300,726000,548300,681000,576500,802100,612500,640800,646400,668300,1570700,703000,955000,746600,1136100,1049700,789600,807400,1277100,858100,876000,893500,916900,1019500,955200,1260400,1110800,1141900,1895700,1415500,1247200,1887000,1118100,1314700,1165600,1710300,1218100
516,500,1400,2500,5700,8400,8100,9800,12400,24600,18200,22100,36900,28600,52300,58400,62600,46100,50000,62700,62300,103200,73200,131000,142200,92800,97900,176100,111200,199900,196800,134800,145200,148300,167800,167100,176100,209300,201800,205400,216400,261600,236800,256700,257200,269600,509000,495600,299000,311500,327600,380200,349000,385200,376700,386900,410700,428700,519900,585400,457300,475500,512100,540800,521300,874600,549900,806200,586800,735700,612300,637900,646300,660500,1782000,701700,758500,736600,757100,768700,793500,844900,1475800,844400,965000,900400,906700,930100,1027600,1011300,1052600,1240300,1882400,1931100,1080900,1114900,1310400,1253800,1188700,2076900,2704900
517,500,1400,2800,5700,8300,7600,9700,12600,24000,18200,21600,34900,29600,46700,47100,41300,45800,51000,55700,61400,104900,99000,78100,142200,90800,98400,174200,117400,195800,198600,134200,143100,150700,160000,166400,174200,203600,194700,214600,214300,224400,234100,247700,262500,266400,500300,504200,299000,310100,323600,403800,375900,358800,377300,389800,400700,418300,431800,445600,459300,475900,485300,584200,516100,1515700,554600,580000,585800,595000,613500,681400,656400,670200,1378100,700500,1006200,736300,752900,798300,793100,914100,856000,866200,892000,907600,1757900,935800,1953600,1263400,1002900,1027400,1899200,1934500,1090900,1097100,1213300,1289100,1164200,2159300,1696800
518,600,1400,2600,5500,8500,7800,10000,12600,24100,18600,21000,34200,29100,45100,59100,41300,45300,50000,55300,61500,100200,89400,78300,138600,105000,98900,173800,114200,197000,195100,134400,140900,149900,159200,168500,181400,205900,193300,205400,213500,231600,235400,252500,260100,267400,490500,508500,301400,314700,324600,336900,385200,361500,441800,398200,400700,416300,560500,511800,461000,480600,503000,806900,521900,945100,550000,576000,579700,596200,677600,783100,649500,669600,1194200,695100,1222300,744900,752800,769200,923700,1307500,838400,854700,866800,898200,920600,928400,1558400,988600,984800,1018600,1939500,1914700,1500800,1102200,1191500,1250800,1171200,2139800,1312800
519,600,1300,2400,5500,8300,7900,10300,12100,24000,18100,21800,57300,36100,45500,58000,40800,45600,49800,56200,61200,107200,72000,89500,139700,89800,98600,172500,112900,209800,206200,133800,142800,149700,159900,168300,178500,202900,195300,213900,215800,253700,242800,244500,256100,267200,519500,555800,301700,313400,394300,381900,349600,374500,453700,389900,403000,546100,875200,445500,456900,471300,486400,814300,685800,843700,695400,630900,678100,602300,615500,890100,645700,662800,1300700,703800,895100,734800,762400,777200,800500,1207500,825100,864300,869400,906000,1306500,935200,1258600,969400,1346200,1010500,1838200,1823400,1395300,1109700,1229700,1634400,1171100,1801500,1269900
520,500,1300,2700,5500,8400,7700,10300,12600,23500,17700,21200,36700,45000,45400,59100,41100,45600,50400,56100,61600,86300,72000,112000,139600,123300,97300,173500,111000,196400,218500,133700,157600,154200,158900,167800,177400,223000,206700,205300,213400,227500,236300,245100,255900,275100,511600,293900,309600,312100,390900,344100,348200,365000,452400,407200,401300,499000,429100,441700,652200,474300,505000,731400,514900,550500,684100,564600,580000,593800,610400,631700,738600,667700,2234600,733100,717000,735600,751800,772700,804300,849200,947200,857800,872600,898500,1092900,928800,1105100,1053700,1620300,1154100,1890500,1859500,1140400,1104500,1137600,1560800,1286000,2191300,1250100
521,600,1400,2500,5800,8300,7700,10100,12700,23700,18300,21500,49800,44500,44100,55300,40900,45500,50900,55700,61500,80400,71900,79000,133500,171300,128700,174700,112500,193100,218700,147400,142800,149600,157600,168500,177100,185800,218200,204200,216200,225000,237500,244000,258200,267600,490500,289700,301100,321000,384700,412800,462300,377300,376800,387400,410000,443900,505100,452800,459500,505600,503600,749200,603700,647300,676200,759200,587900,597500,623500,651200,664900,695500,856900,698500,717200,741600,833200,772400,803700,818700,1009800,858200,866200,904100,976800,1320400,1644900,985900,1269300,1021900,1856500,1953200,1078900,1096900,1125300,1272000,1247700,2193000,1213700
522,500,1400,2600,5400,8400,8200,9900,12200,23900,18200,21100,35600,46300,45400,59700,40800,45000,51400,56400,60600,83300,73200,99000,129600,132300,129300,176400,111200,212400,217400,200500,159400,149600,165300,169800,178200,222200,217400,214200,223100,296300,236300,242900,256400,264300,496900,290800,303100,314200,325900,411200,497700,361800,391200,387700,402500,413200,534800,442600,470600,480800,601900,726100,517600,591500,580400,564700,583600,596600,611700,686200,647500,661300,1071400,705400,724600,738900,869500,778700,785100,806300,1025800,861300,872300,895900,919100,1598700,959500,990500,1647300,1010500,1569000,1807900,1080000,1103900,1364600,1150900,1225500,1698700,1218800
523,500,1400,2500,6000,8600,7800,10000,12400,24000,19000,22100,41200,37200,44600,56700,52800,45800,50700,54900,61200,96300,72400,77800,153800,91600,130400,174900,112800,198400,197700,139700,204700,150500,158800,169200,176900,251300,195100,203600,214700,223800,235000,244600,259000,266000,519400,292500,303000,312600,326100,335200,354300,359900,373900,398200,401900,690900,701900,452300,472600,472800,487100,738100,537200,714900,546600,568600,580500,604200,611700,763100,652300,670900,1058000,707900,716800,740300,916700,770700,786800,1155100,868800,849100,869400,909000,919000,1304200,1044400,976100,1303000,1017300,1112700,1768300,1079000,1101600,1146200,1769700,1185000,1540900,1213900
524,500,1300,2600,5300,8400,7400,10000,11700,24300,18900,21600,41100,45400,44500,57600,53500,44200,51200,55400,60700,65900,96200,78700,129000,90800,129600,197000,112900,196200,200700,132700,172500,149400,158500,236600,177300,250800,193300,204100,214400,292600,237300,245100,258300,268800,505400,324000,302500,313700,343100,336200,349700,372900,375800,386700,402800,415800,797500,443200,469400,472400,512700,908600,520500,643400,567400,665800,582700,600600,617700,718700,643600,670200,1598300,705400,719200,732900,889600,783700,799500,1232300,853900,866700,873400,895400,1058000,980500,968300,981500,1001500,1008400,1107600,1646300,1078200,1109500,1137800,2139900,1168100,1425800,1209200
525,600,1400,2600,6100,8500,8000,9600,12500,25300,18200,21500,31200,44000,44900,40500,60200,45600,50800,55700,61400,67100,74100,78500,104000,90800,130800,178600,202600,197400,222000,133100,142500,151300,182500,167800,176700,214500,194900,205600,214600,305200,235100,244800,262900,283700,490100,418100,302000,344500,581800,354800,390900,486700,373800,406600,474000,486200,756100,446900,456800,470000,486600,860400,645000,547500,558400,922800,578300,594400,611200,639700,646200,662700,796100,697200,724700,733900,783200,771600,791300,1399500,866700,857900,904000,893500,1047800,965000,954000,981400,1020300,1016200,1109800,1270000,1077400,2093200,1232500,1501300,1164800,1635300,1214100
526,500,1300,2700,5000,8600,7800,9900,12100,24800,18100,22000,29600,42300,100400,58400,41400,46300,50400,55800,67100,67000,72300,78800,91700,91300,111200,179800,255400,202200,219400,132700,153000,158200,158800,178000,176300,270000,223000,203800,215300,401900,234700,253200,257300,267100,488000,510800,301500,312800,323700,335600,348500,563200,374200,388500,445800,434600,532100,445200,467000,472000,485900,888500,744100,549100,552400,1903200,583900,602200,612200,628000,651900,669800,676600,701200,888700,741300,751200,770200,804300,1418800,830100,864500,979200,1010500,1543600,1123100,992200,988900,998300,2023500,1081700,1191400,1076100,1126900,1533800,1153900,1173600,2170000,1210900
527,500,1400,2600,5600,8200,7900,10100,12400,24200,18100,21700,30700,40300,35000,59900,40800,46300,49800,55700,61000,103300,73600,92800,89900,100600,97400,179400,217600,204000,219400,134600,143000,149500,166400,168900,176500,227500,195900,210900,478100,420400,239600,246700,257000,267600,522000,503800,300600,321100,385500,336700,349800,459400,375400,386300,401800,727800,429200,450800,544600,477600,485500,848400,580500,530200,560900,2332600,583300,598900,618700,625600,644300,668800,688600,971100,732800,736400,753300,777000,787800,1421500,1200100,860600,1039600,897400,1050200,1092600,968400,978000,1141000,1444800,1054900,1914800,1079700,1096100,2050100,1167300,1226300,2174000,1255500
528,600,1500,2400,5800,8100,7900,9900,12900,24300,18100,21200,30900,40500,34200,63100,41700,45200,49000,56400,61600,103600,71400,83900,131300,90200,97300,179400,128400,216800,202400,133400,142400,151700,295900,167000,177600,224300,237800,210500,268100,401000,233700,245800,441400,275700,508200,504000,302500,448200,324900,349300,351500,452900,381500,440900,414600,487700,447200,465400,562000,560000,492200,869300,1082900,530800,559600,1521500,577000,598500,612200,633300,647600,669900,685000,758500,727300,733100,755800,771400,789700,1755600,896400,1283000,873000,897400,907900,956700,1024900,982300,1010500,1500700,1621800,1894000,1246100,1099500,1614800,1156100,1171600,2172100,1871400
529,500,1400,3000,5100,8000,8100,10100,12200,24200,27100,22300,30900,46500,33300,61800,40900,45800,50400,56200,60500,80400,72800,98100,129700,90500,98000,174300,112600,208100,198000,145000,157100,150900,180400,166800,183100,221800,194600,205900,270400,402400,233900,246900,293500,278700,496200,521300,298800,313800,441500,339500,349900,501500,391100,388600,399300,596700,443100,712500,587100,491300,487600,873000,1025900,691100,609200,1001300,744600,655800,611300,629200,651900,684400,685200,708100,714100,742100,869800,853400,883300,1417100,1310700,1415000,873500,898200,976400,933900,965900,1325600,994300,1194600,1911300,1781700,1329100,1098500,1201700,1145900,1171500,2172500,1265200
530,600,1500,2400,5300,8800,8000,9900,12500,24000,17600,22300,46900,42800,33700,62300,40700,44600,50800,55900,61100,81000,72600,78900,96300,90900,98000,213800,113100,198600,218100,133800,141500,164400,160100,167700,176500,218800,194000,204600,273000,400200,243800,244600,318800,267900,518000,507100,302200,312400,415500,345200,349700,361600,484300,412400,464100,660600,430000,466500,604200,493200,486700,854600,599900,579900,562000,567800,590100,952600,618300,631900,645300,667300,794800,699100,907200,737100,851300,773300,792900,1474500,1250000,1456200,872800,902400,1593600,1174500,1125100,1646500,1003300,1011900,1865800,1545200,1114100,1099900,1117100,1316200,1173900,2143700,1241800
531,500,1400,2600,5400,10600,7800,9900,12400,24100,18600,22000,48000,46900,33300,61700,41700,45600,50300,56200,61600,130300,73200,79200,85300,89600,98000,161900,112300,198600,212900,136300,143200,150200,160300,168400,176400,187000,194800,210700,270300,401400,233500,245900,270900,264800,505100,511300,301600,328500,361500,345600,357700,405400,400200,386300,498200,526000,430300,477100,610600,470600,486000,910800,546600,537300,560400,564300,578700,593800,607200,634000,649400,668400,703600,704300,730000,744400,768600,772400,798500,1448300,1035400,1628600,873700,895400,1650900,1086600,974000,1294500,1002500,1450400,1746600,1628900,1081000,1121800,1128200,1535400,1168100,2147900,1234100
532,600,1400,2400,5400,9500,8000,10300,12000,23800,18600,21600,49700,46600,33900,62200,54500,45400,60100,56000,60300,99400,72100,79300,85400,91900,126700,106200,112400,194800,201100,134300,143000,159200,185000,169500,244200,186900,196900,204400,270800,389500,234000,246600,255800,266500,510400,517500,301500,323500,327500,338800,351500,363700,387200,395400,529300,610900,428500,465000,460800,473600,501400,845700,983200,530700,559500,603600,585200,624300,648200,628100,651500,658400,685500,704100,717600,736200,752700,778700,790800,1400300,1035800,1719000,993100,903000,1781500,1056500,1039300,978300,1013700,1387300,1082400,1111300,1304000,1102600,1119300,1454700,1163900,2044200,1206400
533,500,1500,2500,5100,9800,7700,9800,12500,24400,18400,21400,42800,46900,33400,62100,41400,46300,62800,55800,62900,107000,73100,78700,84500,91100,98300,105400,111500,199000,217300,135000,144000,149800,158100,168100,227800,186900,208800,205100,290800,271600,235600,245700,273100,266600,420100,515200,307100,315000,652800,347900,351700,399100,384900,389500,403800,417400,437400,451300,456400,474500,487000,871400,925800,540500,547700,572400,657300,594600,649500,634700,647600,668100,809200,701300,821500,734900,762600,772300,798100,1460300,864700,1530600,877600,897300,916000,960600,970800,972500,1065600,1025400,1735400,1107100,1538100,1193100,1123700,1582200,1352700,1475200,1218500
534,600,1500,2300,5200,8900,8200,10100,12500,25100,18400,21400,30200,47800,33300,61900,41900,46300,50700,55000,61300,104900,72400,111600,85900,102500,98400,104400,125000,197800,211300,133400,143300,151500,161600,168200,177000,202800,195200,205300,350400,271600,233900,249800,255000,267700,286800,628300,301900,314000,571100,338900,349900,427200,377700,385300,424300,427000,430500,460700,455000,473700,485700,837600,768900,537700,555100,1059800,738400,593800,622200,635900,646800,801000,695300,704300,717900,740500,751800,775000,787700,1508500,875900,1527700,873800,902000,911700,950500,1169400,974200,1789900,1268200,1860500,1093500,1131800,1098600,1234300,1407000,1378400,1558000,1216200
535,500,1400,2800,5200,11300,7600,10600,12700,23700,18100,21200,30100,46200,33200,76700,41800,46400,50400,56400,60600,97000,72300,78900,84500,92300,98200,105300,125000,196900,215500,134500,143800,152200,195100,284000,175100,187600,206600,204700,216200,239000,233200,245000,255700,275200,290900,596100,307600,314100,348600,339000,350000,363200,376000,445700,402700,416900,429600,451000,462000,481200,486800,897900,519200,531800,557800,566300,590200,604600,613700,627400,845400,661800,688300,705100,1104000,732900,759600,953400,787400,1512700,937500,1452700,917000,901100,967500,933400,1604600,971100,1216100,1276200,1847000,1074800,1080200,1106900,1118700,1978500,1386200,1902700,1208700
