Prueba,Tama�o_10,Tama�o_20,Tama�o_30,Tama�o_40,Tama�o_50,Tama�o_60,Tama�o_70,Tama�o_80,Tama�o_90,Tama�o_100,Tama�o_110,Tama�o_120,Tama�o_130,Tama�o_140,Tama�o_150,Tama�o_160,Tama�o_170,Tama�o_180,Tama�o_190,Tama�o_200,Tama�o_210,Tama�o_220,Tama�o_230,Tama�o_240,Tama�o_250,Tama�o_260,Tama�o_270,Tama�o_280,Tama�o_290,Tama�o_300,Tama�o_310,Tama�o_320,Tama�o_330,Tama�o_340,Tama�o_350,Tama�o_360,Tama�o_370,Tama�o_380,Tama�o_390,Tama�o_400,Tama�o_410,Tama�o_420,Tama�o_430,Tama�o_440,Tama�o_450,Tama�o_460,Tama�o_470,Tama�o_480,Tama�o_490,Tama�o_500,Tama�o_510,Tama�o_520,Tama�o_530,Tama�o_540,Tama�o_550,Tama�o_560,Tama�o_570,Tama�o_580,Tama�o_590,Tama�o_600,Tama�o_610,Tama�o_620,Tama�o_630,Tama�o_640,Tama�o_650,Tama�o_660,Tama�o_670,Tama�o_680,Tama�o_690,Tama�o_700,Tama�o_710,Tama�o_720,Tama�o_730,Tama�o_740,Tama�o_750,Tama�o_760,Tama�o_770,Tama�o_780,Tama�o_790,Tama�o_800,Tama�o_810,Tama�o_820,Tama�o_830,Tama�o_840,Tama�o_850,Tama�o_860,Tama�o_870,Tama�o_880,Tama�o_890,Tama�o_900,Tama�o_910,Tama�o_920,Tama�o_930,Tama�o_940,Tama�o_950,Tama�o_960,Tama�o_970,Tama�o_980,Tama�o_990,Tama�o_1000
207,300,900,1900,2900,3800,6900,5900,10000,15700,13700,17100,18100,23000,28200,30000,31600,47700,41600,45700,59300,72900,73500,89100,67400,83900,95900,82300,104700,77600,119500,96900,138600,160900,123800,108500,99200,131100,152000,155700,140800,156200,156200,231500,449200,163600,167600,201600,184900,267900,236800,265600,238500,254900,247100,248600,289700,323300,292600,306900,310100,329800,411600,344000,401800,366200,344500,356900,427900,446500,489500,436400,443400,481600,545000,428300,595900,524300,704800,509400,528600,614800,524200,691300,690700,652200,858800,584600,604700,707900,811600,794300,662500,650400,765600,798700,894300,721100,919900,984700,1125400
208,300,700,1400,2100,3600,7900,6600,9800,14500,13800,16800,17600,21600,28600,27600,36900,40500,43400,47200,59000,72200,75600,82200,67800,91700,89000,88500,95800,91800,126700,102200,126500,134600,131300,109100,109800,127500,156100,158000,149900,150300,162600,253100,409300,172200,173300,201700,182700,282300,215400,254900,237700,251600,241100,255500,275800,320000,288500,312200,306300,334500,381700,354600,392600,378800,343500,378800,415200,484800,499300,441700,457100,505000,657100,447300,570400,527300,681400,486300,575700,636800,537100,661000,700600,638900,859700,574100,601700,665900,909600,794600,703800,661700,784900,780000,899700,734000,927000,967600,1093900
209,300,600,1400,2700,4100,7700,6400,9700,14800,12800,15600,17800,21000,31500,27500,31400,44400,45200,47300,61100,70100,73500,87100,70600,80000,91500,90900,99700,91800,122600,103600,126200,143600,122200,100300,112600,116300,159500,152500,134400,151200,198000,163900,210800,158400,174900,199300,183300,304800,221400,252600,238300,251800,243700,238500,289900,312800,307500,331300,308900,340400,395300,344600,385800,395700,358800,371400,407100,476500,492500,455900,442600,468500,489400,423200,574000,524100,697500,483500,535100,627200,520800,621600,689800,637100,780800,613800,605200,695700,826300,799200,930100,651600,749000,786600,905000,760300,931600,1008100,1061500
210,300,700,1700,2500,3800,8700,6100,9000,14600,13400,14600,17900,21700,32700,31100,32600,39700,39600,44600,56100,71500,73600,86500,76700,92900,98700,83800,99600,95700,129400,106500,155300,142800,113700,102400,109200,130800,166400,154400,144400,152500,224100,164800,191700,175500,178500,190200,181900,293800,226900,254700,236800,243100,248100,253200,276700,316500,291400,308000,308800,338000,408300,362000,404600,362500,361200,365100,399500,494700,499800,456300,456900,476500,481000,434100,565500,517900,615900,481300,689100,635300,543300,671700,694400,648900,835600,586300,589100,684400,842900,809500,951800,639500,771000,786500,903900,772800,920900,962600,1126300
211,300,800,1300,2500,3600,7200,6100,10800,14100,13800,15700,18900,20500,28900,32100,33700,46200,39800,45500,56900,72800,78400,74300,68800,87800,96100,84900,91700,87700,122000,103700,121800,140000,122200,101600,106600,127300,161600,282800,155300,146000,179500,170400,189000,174200,171500,202400,190400,285400,232200,250700,240100,246300,243500,228100,284800,313000,291600,431000,308500,319000,388300,344800,388600,379800,356900,362700,421500,491500,489200,449100,439900,469100,429700,449300,592900,826500,602100,500000,618000,621300,534600,644600,689400,628400,813500,593800,685900,667500,800300,793900,953500,674000,756600,783700,903000,781800,911800,983600,1104900
212,300,900,1600,2300,4200,7200,7300,9900,13600,14100,16900,17300,20800,32500,28500,31800,38500,41000,44100,54500,67700,70100,93800,71900,91100,97800,86500,105100,90600,119700,98000,132700,143300,115000,105100,111600,121300,156300,238400,163000,145400,187500,164400,186600,164000,162000,187100,192500,282300,223800,257200,263700,244000,231500,252600,276200,320100,304200,345200,329800,339000,401400,365300,405400,387100,344100,367700,419200,482700,529700,467800,439800,465200,418500,446400,563300,577200,586900,474500,569200,630400,555900,651000,699000,608700,820000,587400,622000,805800,650900,827700,943300,668200,728100,982500,901200,771600,902300,967400,1065600
213,300,900,1300,2600,4100,8700,5900,10700,15300,13600,15000,19900,20300,28100,28100,35400,45200,40400,47000,59900,80700,76700,88400,88100,93300,97000,85000,95200,88400,126800,102900,125600,134000,118700,102200,106700,123300,151500,127600,148800,159600,181700,175900,196100,167700,172300,196200,189400,326500,239900,260300,243300,237900,244300,245400,278100,332100,284200,316900,316400,333700,373300,336500,390900,361300,339100,365500,423300,483900,526900,449500,439600,469300,430700,431500,531300,557800,553400,481200,563800,631200,574800,645800,682800,618100,868800,595400,609500,695300,670800,810900,918600,682400,747300,1084800,888700,729000,903400,955200,1205100
214,300,800,1600,2700,3700,8600,5700,10400,14700,13500,15800,20400,21500,34100,28300,33800,39500,45300,44200,53300,68800,78800,84400,80100,88500,101200,82100,99300,92900,127300,100400,130700,124300,131400,95600,108400,126700,131500,125300,254100,152400,182100,178800,196800,168500,161200,180500,184000,289100,223700,257400,249600,255200,229100,243000,286000,325200,304100,324700,340000,326500,398200,359500,402500,378100,340600,375500,418100,503800,479400,451400,458900,468500,430100,429200,442600,557200,588200,494200,559200,700000,556100,658500,681300,631600,799600,570100,594400,703100,613200,771200,907300,663600,793100,1051300,870100,732000,905700,967300,1063900
215,300,900,1600,2600,4000,8000,6200,10500,16100,15400,16500,19000,20300,26300,25900,33200,45700,42400,46900,60800,71700,77500,86200,75300,88400,95900,87200,101300,88900,125000,100000,139000,135000,115600,108200,107100,124000,132700,140600,270400,155200,188600,231800,196800,172100,171000,199600,185100,277800,225300,261400,260300,247100,245100,248400,279900,314400,299500,323400,341400,329800,403400,365300,398000,375700,348500,361600,415900,486700,472900,444400,441600,475300,427400,444400,459600,547200,582200,505800,554800,646900,534500,689100,683900,611700,839200,562400,588800,702100,616500,811000,830300,650800,780900,1023000,912600,739400,922600,947000,1030900
216,400,800,1300,2700,3600,8300,6600,10400,15700,13200,15500,19500,21300,27300,27300,33600,37600,45800,47400,59300,74700,75700,83800,80100,86300,97400,89200,103900,92400,144900,100900,129500,144100,124200,112000,111800,119500,133200,151400,244000,143300,179700,182700,193600,172100,174900,183200,184300,279200,218300,261100,254000,250200,239500,232400,297400,321900,295000,308100,314400,331000,420700,361100,410100,371000,341200,371500,433000,499400,505600,427600,431500,461500,422500,435800,459800,574400,569400,501400,564900,630200,542400,658500,686500,634500,838700,599300,602000,658300,620000,824000,732000,648300,770900,1039100,890000,730800,987200,952100,967400
217,300,800,1500,2700,4300,7300,6400,8900,15300,14800,16100,18700,21100,31700,29300,33900,46000,42800,48600,59100,69800,70400,88700,81000,86600,95700,89600,103300,102400,124000,107300,128600,128900,122200,104000,107000,124600,129100,130900,195900,150800,186400,169700,189900,180400,173300,193400,187000,269400,233100,257800,252400,252700,278400,262300,269800,316400,307600,311500,324600,346100,395000,342100,457900,376700,350500,369700,430300,502700,484800,430800,471600,461300,423300,427200,462300,582200,594000,486200,534900,649900,530400,678600,682600,635500,786100,594600,580300,676500,595100,922400,729700,666900,755600,1047800,907700,745500,960100,938100,923900
218,300,1600,1300,2300,4100,7000,5900,9600,13800,13300,14600,17900,20100,29300,30600,33300,38400,45600,44900,60000,69400,81100,83300,83200,91900,93100,90600,104400,97300,129800,100200,138000,136200,127200,103800,108500,122200,125800,115700,193800,272800,186600,170900,197300,170900,161600,200400,183800,272600,209300,252900,238200,236100,247000,239800,292900,324400,283400,320800,334500,331400,388400,351300,399200,369100,334000,362400,482100,493300,469000,446800,436600,478500,422800,482400,462700,555600,583500,481700,570200,633800,535300,689100,673300,614600,783000,577700,586700,654500,601800,811100,748700,672200,761600,1057000,888300,730700,895200,940500,927600
219,300,900,1300,2800,4100,7300,6000,10200,13600,13300,17600,19500,19400,30600,29400,34300,49100,43100,46800,60200,74900,75800,80100,79000,85800,97700,101700,101200,100200,130400,106000,157400,128300,116000,105000,110300,121700,133400,131900,203800,346300,190100,170200,197600,170500,166400,196000,192900,273100,234900,246700,236800,241500,242500,248800,277300,323100,281800,311700,350700,335700,378400,356800,423400,384700,340100,357900,416300,489100,494700,448800,420400,473900,423100,437000,428500,594700,575400,486300,551800,651600,588700,684900,668500,833100,794400,582700,599200,701500,636500,1003700,741800,646500,790700,1078300,847800,753500,921800,975600,917300
220,400,800,1500,3100,3800,7000,6800,9900,13400,13800,15400,16000,21100,28700,29000,34700,35900,39300,48900,61900,69700,76100,81700,79800,88300,92600,88700,99000,96000,127000,108200,121700,168200,127600,107600,110100,123900,134100,122700,207200,183500,173400,175900,189700,165500,171200,193300,178600,292100,216100,186900,240300,243100,240200,250300,292000,316700,290300,320700,328000,323400,378000,352400,440900,377100,351600,353600,443900,494500,467800,574900,442500,469700,416300,442400,457000,565200,589800,595300,527100,615700,541300,692900,694300,824600,808900,595500,607700,664900,654100,787700,745000,844800,891100,1034100,892600,762400,923200,993100,1042800
221,300,800,1700,2500,3600,9400,7100,9600,15300,14400,16900,16900,20100,32600,32600,34200,45200,43100,47000,68900,56900,73700,89300,75600,82500,97400,82700,104600,96100,136800,100600,131800,137600,130300,108800,114000,134100,134100,127400,203500,158300,192500,164400,195100,174700,170500,199600,180200,279100,243600,201200,240800,246900,248300,240400,290100,319000,280600,331600,327700,372900,408600,379700,414800,371700,344200,368600,417700,477700,582100,562800,437800,471900,423300,435600,460400,567100,582400,483800,548600,629800,500100,628500,676500,842200,845500,568900,600600,675200,607500,707300,719200,938400,785000,1028000,933900,718200,911000,927100,1041600
222,300,700,1700,2600,3300,8300,6100,9900,13800,13600,17300,17600,21900,28800,27700,35600,40800,42700,42400,61900,57800,74500,92900,72100,95700,100400,95600,98700,94200,111900,105200,125300,134300,120300,110000,105700,129600,135900,119300,187000,220900,173500,165800,191800,167400,174000,197000,185800,294800,215100,206200,247200,244400,257400,245500,284900,318300,297200,341600,321900,330500,388700,370600,412400,375800,351700,370000,416700,486100,475400,575900,463600,457400,433700,421600,436400,539000,600000,502900,534700,638300,551800,667500,651000,829600,779300,736400,625700,661700,607000,730400,749600,974100,773500,1049200,912400,765100,907700,967000,1006300
223,500,800,1300,2800,4700,8800,6800,9800,13500,14200,16800,17500,20700,26200,27100,32300,46900,41700,41400,56400,55900,73000,90600,73600,87200,101300,83300,111300,104300,125200,107800,127800,171000,113000,106500,107900,120600,129500,131300,183000,203600,193400,181500,256800,158200,172200,188800,179000,287500,235200,199400,243200,239700,264600,241100,283900,344600,312300,341800,340900,334900,399300,396800,430800,382500,341700,371100,428500,479400,481600,661200,440100,469000,440500,453200,450900,531500,591300,481600,524800,638700,512900,700000,687100,847700,709900,728500,610400,705200,621400,728400,740200,928000,765300,1034300,854400,721900,945700,969500,979900
224,300,800,1400,2700,3800,8800,5900,10000,13000,13800,16500,18500,21200,27400,27100,32400,38700,42400,49500,60000,54800,79200,89000,71800,92000,97600,102400,102800,91100,120400,139000,132300,137700,126400,107200,106900,122000,127500,130500,191000,185700,173900,176600,197900,174600,172300,200300,191400,287400,211100,204500,258800,276900,268600,247800,279000,329900,317100,321500,301500,328300,397600,372700,418300,380500,357900,377200,437900,473200,472700,598800,454400,489300,429600,433800,474000,554800,569100,479300,568300,629600,534500,669000,685100,803600,687600,741100,599600,672400,595300,716700,762700,905500,769200,1076100,907800,720600,941700,968800,996600
225,400,800,1600,2600,3900,8400,6500,10800,14100,13500,15900,16700,19100,31800,27600,35600,46000,37200,46400,61100,62100,79400,90300,68600,85800,94900,89000,98300,95300,125800,107300,135800,145200,121600,103800,112600,126100,127800,133900,191800,210000,192300,168000,194200,171700,165000,183900,194100,277500,233200,204500,229900,252600,269400,246600,272300,324400,321100,318600,324200,323900,393200,377000,428700,377300,329700,378400,433400,495800,507800,602300,481500,473500,430200,442700,456900,588000,605100,489900,562800,635800,535300,698800,676800,854200,651100,718100,586400,684800,623800,743100,751700,921600,746600,1051900,881800,717000,918000,1005000,972300
226,200,800,1600,2600,3500,7700,6100,9200,14000,13300,18000,18800,21700,27500,32200,32500,39300,40900,48700,93700,56100,69900,76100,68000,86300,95300,91000,105800,85400,134300,107300,125900,136400,126700,98800,111100,113200,124600,130800,202600,207700,195400,163900,189900,182700,174400,202600,184000,283600,221800,209300,253500,251200,284000,243700,283100,319500,299700,308200,331800,317200,400900,363700,402200,372100,365000,364000,425400,493800,496900,575000,705700,458500,425400,440600,442000,559500,564500,498100,552800,628000,543700,673800,656800,825900,658800,746200,598100,674300,656100,692600,768600,907200,740800,1027000,911900,712900,900300,1757700,1002200
227,200,700,1700,2500,3700,8300,6000,9900,14500,14300,14300,17100,20100,27800,30700,34300,45000,44200,48100,65000,56700,74600,77900,76100,83100,92300,149200,100700,87800,117500,100900,152000,142200,120300,103200,112100,117900,128400,124800,197400,187400,187200,168700,188800,193000,180900,193900,180400,286200,229700,203500,235300,261000,253000,240600,286400,321100,303800,321900,334100,329400,405200,366400,391600,360900,335500,370000,423400,488500,506200,617900,539500,477900,431500,434900,454300,581000,584000,497900,554900,644200,566500,668300,1233600,810500,662400,724700,604300,678300,622500,738200,763100,868000,744400,1032500,893400,710000,950700,1943700,1020500
228,300,1000,1400,2600,3800,7900,5900,9800,14500,13900,16000,16600,21200,29600,27300,35000,41100,39400,44900,72500,61800,80400,85500,72300,89000,97400,98700,101000,85900,119300,106700,144200,127200,129000,107000,108200,132000,124100,125300,206000,199800,184800,160900,194700,164200,166400,213400,189500,279800,215000,198400,252500,239500,243000,252400,287500,332900,298800,315200,357700,342800,386900,340800,407300,375000,339500,369900,430000,498900,493700,598600,476100,493100,426600,440000,445300,566800,605100,503500,554000,639000,548200,641300,735500,808400,651000,736100,613000,682400,628100,730400,743700,726700,788800,1081700,933500,727200,916600,1914400,981300
229,400,700,1600,2700,4100,8100,5700,9400,13800,13100,15500,17300,20200,30700,26500,36100,48800,43600,47100,74500,53600,75300,77800,73900,86100,90100,83800,99100,82100,119000,96700,144100,130200,125600,100100,108900,130300,134000,122700,182600,195600,176200,169300,158600,159900,164100,194200,190800,279700,227400,195500,238700,245600,232400,241800,285600,334400,297300,319300,343600,331500,393900,396000,377900,421300,372300,366200,444400,478100,504100,562900,493800,474500,426800,427000,463600,560000,568300,484800,544100,642600,537500,698100,674200,820200,643600,729400,593100,675200,607600,715600,734300,758200,768900,1020400,901700,716900,938800,1900500,1049200
230,500,700,1400,2900,4400,7400,6200,9800,13100,13500,17200,18000,21100,30600,29600,31200,39600,37300,46000,68500,60600,81500,80900,68400,97500,97200,81900,105500,81400,129600,110700,129100,138900,120600,105300,113200,113300,125700,124400,198700,207800,171300,186100,143100,167200,168500,196600,195400,287200,210700,205600,235100,231400,237400,251700,274000,317500,302200,319400,320200,336400,386700,368400,403500,411400,374200,363400,415400,487400,500900,572300,449900,542200,448000,516700,498000,563400,622400,486700,565500,629200,541300,691100,702600,815100,687200,733200,604900,735000,634100,721900,739200,747500,761200,1007600,898200,707000,927700,1922400,970800
231,300,800,1400,2700,3700,10000,6500,9300,12200,15400,15400,18700,20300,27700,25200,35800,43500,45000,42600,54200,63400,127100,82500,76800,110800,101400,90300,95000,88100,130800,112400,137500,168000,121900,100300,108400,120200,125900,122200,194900,190500,189000,164800,154400,168800,170500,201700,217500,275500,224800,216700,238800,245600,238300,240100,286400,359900,308000,322100,328700,344400,398600,381400,421600,412000,356000,368200,409800,492700,477700,608000,493100,473400,561100,434400,441600,574800,600400,498100,550700,643200,544300,665300,691600,854700,658100,730300,587600,701800,618100,732900,743300,715300,769900,1020500,869100,718100,945000,1900300,971600
232,300,700,1700,2800,3600,10800,6200,9700,14100,12900,14600,17600,23000,28700,31300,32500,35900,43200,47400,61600,62800,89700,82200,75800,125400,89400,83600,96800,87100,114800,109100,142200,268200,122600,105900,112800,127500,129000,128200,193600,189500,177900,176800,157200,172800,165800,196800,184900,293200,213800,200500,238900,249800,238800,235900,265500,329400,280800,320100,327900,332000,393400,402400,387800,396000,368900,369600,428500,474300,468500,577000,454700,476000,485700,433900,453200,570000,603600,491900,544100,642500,534100,663500,723300,833800,652500,734900,591100,683300,735500,719300,713900,743800,771100,1039600,838500,758100,959100,1954100,736800
233,200,800,2000,2400,3700,8700,6100,10500,13800,13900,16000,18900,21200,27100,31200,34400,45800,41600,48000,62200,58100,74800,84700,60900,115400,94300,78400,100500,87100,122200,109200,134500,145900,118800,112800,108500,120000,133300,122600,199900,203100,185100,165200,158700,162100,165100,201400,186600,276400,232800,198200,247500,236500,244400,246700,283900,323600,293100,321700,320100,361000,390700,379700,415700,442900,509200,375000,412700,486500,493400,591400,455000,468100,500800,432900,456300,555700,576300,507200,550200,639300,550900,670300,702400,811700,661600,745700,603000,668700,705200,719200,731600,754700,761200,1025200,883200,758300,933100,1904100,731600
234,400,700,1700,2600,4300,7200,6200,9500,15800,15000,16500,18100,23000,27700,29100,33500,40000,43700,46500,61200,55900,82900,88700,82600,90000,94800,86100,96300,87200,119900,108500,126700,130300,119500,102500,110100,115900,131300,125600,196000,204400,191500,175400,157200,163200,201300,182500,177200,257200,212500,204700,238100,240200,241200,243400,278600,312200,292300,316900,328800,344600,404400,385700,418500,379900,625900,404400,716300,488700,487300,587400,469700,476000,480000,421100,472800,600100,590400,494600,550700,621100,529900,686700,665700,826100,617300,719300,588800,976300,685500,684600,720400,738000,783900,965700,903600,726800,963400,1885900,743000
235,300,800,1700,2800,3700,5800,6200,9500,15400,13900,16800,19500,18900,28900,29600,30800,40300,41400,44700,58800,54100,81500,88500,158600,92600,90300,82600,103800,97200,122400,105400,141400,413000,116800,108100,107600,119500,127600,124500,198100,198800,181600,168200,149800,166500,176000,209600,180700,279700,229100,193200,239700,246900,246800,259900,274200,359100,257000,310400,333000,346600,401700,469000,405200,370800,728000,405800,841900,466400,497500,573400,458600,472200,485000,433300,451100,585400,589300,491500,552200,615800,555200,653500,698900,842300,575000,735600,590500,1175500,688300,745500,707100,741400,773500,865900,865300,751200,903400,1927700,746800
236,300,800,1400,2700,3800,12100,6500,11800,13600,13500,16300,19700,20200,32200,29500,32800,40200,41600,44000,64100,60600,78100,86700,68700,92300,88900,87700,95700,82800,130600,102600,139000,137600,120800,98400,114200,130100,117400,129700,202800,191100,187200,157900,146400,168400,170500,207500,181100,278800,227100,208800,238200,233500,238200,279800,285100,375500,273700,340200,323600,336900,417800,385800,428000,396500,931600,422500,446900,498100,465700,618500,466600,467600,488100,406800,449100,582400,589400,508200,548200,616900,561700,669900,679100,854400,564500,724200,900200,1024500,717900,727800,718200,789600,725200,866200,882900,735500,911400,1882800,784900
237,300,700,1600,2500,4200,8700,6500,10100,13900,13500,15700,18800,19900,26700,28300,30600,37800,42700,46900,62800,56100,74400,94800,91100,91200,92800,84600,100000,90300,121300,102400,128000,134300,122000,106500,108800,121400,123400,125200,187000,196700,184700,167300,157900,156700,169900,203000,179500,278800,233300,197200,233700,245900,239100,251200,279900,367600,275500,353300,341400,337700,413800,392800,411400,377200,510600,396800,478800,475400,478100,591400,437500,498700,488200,458500,447400,547300,583900,496900,561700,640900,531900,653400,687800,880200,564000,740800,968500,1047900,698100,755400,741400,713000,735400,886900,901200,734700,919100,1924600,787200
238,300,800,1500,2700,3900,7100,6000,9600,12100,13900,17500,19800,20500,28600,28300,33200,44400,38400,47300,59400,58200,73200,92000,72100,96900,93100,81900,96500,89700,123300,103800,141600,146800,124500,106800,106800,121800,125500,119100,196500,186700,183800,157800,165800,157000,171000,198800,182900,259500,213800,264100,272700,242800,241100,245700,274800,375500,263700,342200,342200,402400,394700,387200,422700,366000,456600,425400,459600,485400,488700,605400,462300,727600,474200,454300,442600,588000,578300,504700,560300,653600,548600,990000,690800,821800,569200,730100,1028000,1010600,646200,620600,757600,767800,765600,880700,939300,686800,932900,1539500,760600
239,400,800,2000,3000,4000,9900,6000,9600,14500,14400,15900,17000,20000,25000,29600,38900,40700,43100,47000,56800,57000,73900,90600,75900,90100,124700,93500,104600,84400,122800,121600,143200,157400,122400,101500,108100,131300,130800,126800,198200,199100,190400,164300,153100,171400,166600,194900,176600,259100,223900,252800,234200,244200,233300,236000,286500,347300,264600,329000,324300,360600,407600,387100,415200,402200,1654000,379300,510000,473700,468400,581700,459600,626000,471700,431900,444700,560400,606600,482600,751100,613100,511900,556400,711200,806300,573400,730100,1047500,1040000,711000,669600,716000,748300,749700,867100,1660700,733000,956600,1520700,753300
240,300,900,1300,2800,4300,11200,6600,9500,14500,13900,15200,17100,21300,30200,30700,30400,42900,44200,47100,61600,84200,134200,86400,72000,87700,96200,82000,96800,92400,135000,113400,137000,154300,119100,106400,106800,122500,128800,126800,203800,206200,179200,173300,154900,156900,167700,209400,183000,271000,219200,232700,243400,254700,245300,237800,285800,359100,267500,342900,326800,337000,385800,383500,439900,394800,1082700,347500,489300,491100,497700,597400,448700,629000,481900,442100,470000,557600,585700,470300,742800,585700,540400,526200,693900,795700,574200,707500,972000,1035800,728700,638600,717300,751600,846400,865200,933700,743900,922900,1469000,740700
241,300,700,1200,2500,3600,7500,6500,9800,14200,14500,17900,17900,21900,29800,27100,33200,42500,42100,46300,60500,81900,74000,82900,77500,84900,94400,88900,97200,90300,133700,113800,125600,136000,123000,97300,107200,119200,126100,128200,185100,202500,180500,165400,156200,163600,173900,191900,178900,292100,235500,254900,229600,243100,241400,241200,270500,361000,253800,351500,327600,348100,394800,388900,418600,384700,656200,366600,454400,482700,495300,590700,520300,648000,479000,443300,463500,584300,591600,490800,740100,587100,523600,555700,706500,705800,559700,743200,758900,1046900,683300,645900,744600,710200,734400,841900,882800,720600,939900,1459900,752200
242,300,800,1300,2900,3700,8200,5900,10100,13900,15600,18100,18400,22300,26900,33600,33000,41700,41100,44600,57600,74600,73800,85100,73400,86800,91200,89100,99400,86700,125300,108500,134700,128500,115600,101000,110300,121700,126600,127900,210300,207500,186000,169600,155500,170400,172100,216900,176500,267500,219100,250200,230000,248500,241700,246900,277800,364100,250500,327000,332300,318600,394700,404900,422000,392900,628800,376900,482100,489500,464400,589800,511900,600200,491200,436500,451100,561500,596600,498800,689800,580200,544700,552400,682500,698700,597900,813800,750300,1022200,747500,626100,754800,762500,737400,874200,886600,718100,906400,1371600,718900
243,300,800,1200,2500,3900,8900,5500,10000,14500,14300,16400,16800,21900,28500,27000,34000,40000,42600,41200,60800,71700,77100,93000,69700,87800,91700,84100,103500,84400,129800,107400,123400,133700,125100,110200,114300,133800,122000,118800,188200,197100,182600,168800,165000,163300,169000,185500,183200,292200,245800,224500,236900,249900,232300,248700,288200,373700,266400,431500,323000,334800,408200,390000,414600,360600,650100,342900,466100,489700,516300,544400,505000,630300,485800,457200,461900,575800,589600,482000,741800,575600,559700,559200,678900,714200,575700,740400,737500,1068300,717800,646900,700800,742000,720000,879000,882500,730200,937700,1333600,753100
244,300,800,1600,2700,3800,7100,6400,9400,14000,13300,16800,18200,20000,29400,29600,35700,44200,42400,45800,61000,79700,75900,88400,77500,92100,92900,87500,102800,91600,122100,106900,203200,148500,119300,103300,109700,119500,128000,125800,186600,212900,179400,189700,150200,170400,167100,186200,178500,264100,235800,249700,241300,258700,243000,270600,285300,344500,267900,443000,315400,348700,392500,393500,409800,390100,620100,369400,464600,486200,510600,612300,495100,608400,473900,445000,445100,573200,570100,476400,706300,567900,540600,542700,685900,706400,567100,717000,771000,1039200,948700,616700,733400,729800,754900,857800,889300,745500,980100,1371800,750500
245,300,700,1400,2700,4100,8400,6500,10200,13000,13400,16200,19400,21400,27100,30300,30000,36900,44700,48900,50300,74700,81300,95100,69800,86000,95300,85300,103500,82700,130600,102000,123100,145700,123700,109000,145900,115200,127600,126100,190300,206400,224400,183200,148500,156600,176600,191200,187600,285400,232700,218900,233700,234800,242500,254400,284000,369000,252400,552000,331000,344200,380900,389300,407600,393500,641400,376100,479500,488000,463300,580300,516700,625000,494900,447600,465300,568100,621800,490300,737800,559600,532300,545900,688800,674600,573300,764100,760300,918100,760500,619500,748200,731200,766100,868100,862200,717300,931500,1386900,762500
246,300,800,1400,2600,3700,8500,6700,10100,14800,14900,16100,19000,19700,26200,25900,34400,45700,43600,47000,59300,77300,79200,97400,74000,95500,100700,90200,105300,165100,136100,102300,124400,131700,121100,100700,120600,133000,130200,128900,193400,201200,185900,164200,164000,165600,160700,193300,182800,276100,239000,236600,233600,256000,239600,250300,337100,345400,248500,576000,326700,332300,365800,392500,419100,381200,672900,368200,471100,463300,500600,595000,506500,634800,504400,455900,457100,583800,576200,511400,729300,580000,557600,545500,641100,714100,533000,754700,768800,894900,762700,630900,758000,750500,788000,870100,865200,740300,948100,1331600,747300
247,300,700,1500,2700,4000,9300,5900,9900,13500,13300,15400,18100,19700,28900,28600,36100,38800,40200,46600,65000,81000,78100,86600,74300,86800,100400,90300,104900,86200,125300,168100,109600,137800,121700,106600,107000,116400,122200,130700,204300,198000,170500,175900,162800,166200,171600,193600,174800,278700,216500,223600,240500,236700,235500,232600,331100,368500,275900,549100,340800,327400,383400,384100,416000,378300,5513600,367200,462700,460900,484400,539000,499300,635300,473300,440900,439000,577200,581400,492500,759600,582400,578800,558200,685100,696200,567700,755600,767300,915100,778100,641200,753600,742600,757200,859200,896200,736400,920900,1339300,757900
248,300,700,1300,2300,3900,9100,6600,9800,14300,14600,16200,18900,20700,29200,28300,34600,45100,41400,45300,62800,76000,76400,93000,82200,92400,91000,91300,97900,99100,116400,115000,120200,185000,116900,110200,108500,120200,130500,123900,193600,212400,182200,173500,154500,161200,177600,189300,186200,280600,238400,221100,233300,244600,244000,252200,296300,348300,270900,567800,342300,342400,401500,386900,405300,381000,1227200,366000,487800,484300,494400,500400,522300,617500,479300,444000,453400,548500,601700,486900,729800,561400,526800,543600,695100,665500,564200,742700,764800,885500,723600,645800,821300,726300,739400,881700,899500,729400,928700,1348100,749800
249,300,700,1500,2800,4200,9900,6500,10200,14400,14400,16500,18400,21900,28900,28700,38600,37400,40700,45500,60200,66600,76400,83600,73600,88500,115700,120200,102800,93800,122700,120900,118600,136800,121400,106900,108400,122400,130400,121700,186900,196100,171300,176400,154400,175700,170700,206600,175600,291500,222800,231300,254400,239200,242600,257300,281400,349300,265800,559700,319400,329300,383700,383100,395600,360900,941100,365800,446600,493900,495800,496000,495900,629600,474300,442200,456800,564100,594800,494100,750900,557000,508400,558000,697200,740800,584900,724300,751100,882100,738700,620500,815500,736500,749600,859400,898500,746100,942400,1319400,785600
