Prueba,Tama�o_10,Tama�o_20,Tama�o_30,Tama�o_40,Tama�o_50,Tama�o_60,Tama�o_70,Tama�o_80,Tama�o_90,Tama�o_100,Tama�o_110,Tama�o_120,Tama�o_130,Tama�o_140,Tama�o_150,Tama�o_160,Tama�o_170,Tama�o_180,Tama�o_190,Tama�o_200,Tama�o_210,Tama�o_220,Tama�o_230,Tama�o_240,Tama�o_250,Tama�o_260,Tama�o_270,Tama�o_280,Tama�o_290,Tama�o_300,Tama�o_310,Tama�o_320,Tama�o_330,Tama�o_340,Tama�o_350,Tama�o_360,Tama�o_370,Tama�o_380,Tama�o_390,Tama�o_400,Tama�o_410,Tama�o_420,Tama�o_430,Tama�o_440,Tama�o_450,Tama�o_460,Tama�o_470,Tama�o_480,Tama�o_490,Tama�o_500,Tama�o_510,Tama�o_520,Tama�o_530,Tama�o_540,Tama�o_550,Tama�o_560,Tama�o_570,Tama�o_580,Tama�o_590,Tama�o_600,Tama�o_610,Tama�o_620,Tama�o_630,Tama�o_640,Tama�o_650,Tama�o_660,Tama�o_670,Tama�o_680,Tama�o_690,Tama�o_700,Tama�o_710,Tama�o_720,Tama�o_730,Tama�o_740,Tama�o_750,Tama�o_760,Tama�o_770,Tama�o_780,Tama�o_790,Tama�o_800,Tama�o_810,Tama�o_820,Tama�o_830,Tama�o_840,Tama�o_850,Tama�o_860,Tama�o_870,Tama�o_880,Tama�o_890,Tama�o_900,Tama�o_910,Tama�o_920,Tama�o_930,Tama�o_940,Tama�o_950,Tama�o_960,Tama�o_970,Tama�o_980,Tama�o_990,Tama�o_1000
81,600,2100,2600,4300,5300,11300,19500,12200,15500,33500,21800,31900,37500,44000,50700,54600,61400,68500,74200,79700,86400,95700,103600,89200,131200,143100,143200,167600,125800,166900,160300,196500,167800,216200,265900,229000,243600,259000,258200,339900,367900,251500,257700,455500,504900,295900,337200,324500,502500,345000,355200,428800,397300,445100,735900,511100,539000,533200,476400,524000,611700,660800,543800,699000,571600,819100,616300,669600,665800,1200600,714500,899800,734100,1306500,864800,976000,979800,1113200,992400,847800,995200,918700,929100,1183900,1201900,1676600,1000200,1293800,1357500,1614300,1105800,1446000,1161400,1389100,1201300,1235700,1314500,1280500,1287700,1332800
82,500,1600,2600,4200,5600,12500,19800,12800,15300,31500,21800,32100,37600,44800,49700,54300,62200,68200,74800,80100,87000,95300,103900,88800,130300,141700,142600,159900,125400,155600,172600,198900,160500,277300,266700,229500,243800,260600,264400,338500,354000,252000,258600,452900,387700,296100,347000,321800,501300,344700,353600,706400,398500,444600,733200,497000,504200,535300,478300,498000,573700,774700,674400,868800,574600,816300,616000,668800,654600,1194800,668000,915100,734800,1300700,858500,973300,977800,1039800,986600,849300,908100,917600,932800,1209200,1202600,1415600,999800,1293000,1352700,1432200,1116200,1580000,1161500,1347600,1199600,1235500,1267300,1282500,1287300,1325200
83,700,1700,2500,4900,5500,11700,26700,12800,15400,31100,22800,32600,37100,49200,50300,55900,61200,68300,74400,79800,86300,94500,102700,87800,128500,160000,142000,161200,125400,151100,180300,228900,158000,215300,266900,227700,243100,258800,244800,335800,397800,253300,258100,457900,544000,295100,343500,324300,566500,345500,353400,1029500,399700,445300,937900,485700,540000,532300,573700,498200,628400,570700,681200,618200,573900,815200,616900,669000,658300,1299200,707000,913000,733600,1306000,860100,974200,977100,1025700,978400,856800,896500,918300,932300,1184700,1202100,1404900,1000500,1294900,1356000,1342100,1733700,1423900,1167000,1306800,1200700,1233300,1272300,1279600,1284700,1320500
84,600,1300,3200,4300,5400,12600,22700,12400,15700,33100,22300,32400,37700,50600,50400,55600,61700,68500,73600,80200,86600,94700,102900,88300,129500,249900,142300,164200,126300,135100,226900,211900,324700,223700,265500,227900,243600,258600,252200,339900,442900,251700,258900,456400,364300,295100,336000,322900,330500,345500,354500,1017500,398000,443500,832400,480600,500200,534500,557100,544600,568500,612000,605800,846100,571800,815700,702100,669700,664100,1192000,1107500,904400,732700,1388500,892200,974800,978600,1026500,968400,856000,895000,919000,971900,1185100,1201200,1490600,999900,1298800,1352200,1344600,1392700,1421900,1196000,1504600,1230300,1237300,1270400,1276000,1283900,1318500
85,600,1500,2500,4000,5400,12600,22900,12600,15400,33400,21800,33000,36100,50900,50400,54500,62000,68500,75200,80700,85700,95600,103600,88700,131300,190400,143000,160800,126000,138600,186300,210500,159600,268600,265200,228800,243300,260200,250700,338500,365600,250200,258900,456300,364800,294000,363900,324100,330600,346100,355100,981000,398400,445800,749900,478700,491900,531100,542500,545800,588000,610300,542500,560300,572200,819200,615100,664900,663600,1175500,960900,898700,732300,1314700,1008400,974500,877300,1025200,1075100,861400,900100,920000,930500,1185900,1202800,1482600,1003900,1295300,1353000,1341000,1515600,1421600,1165200,1779300,1200200,1239900,1270800,1329700,1390900,1318600
86,600,1300,2500,3800,5300,11000,21600,12500,15300,36300,22000,32400,38000,54600,50500,55400,70000,68100,73800,81800,86400,93900,103100,88700,130500,164900,143000,160300,126100,153600,191500,190300,159500,277300,264700,228400,246900,258200,251400,339500,329300,260700,258000,459200,366200,294900,353400,323800,330100,344600,354700,984400,398800,445500,594100,502500,518800,529100,540800,663500,573000,692400,541800,557900,573900,806700,656200,663000,664500,1020900,1226700,898000,727900,1344600,1152200,974200,867900,1023500,1074500,889700,894900,915600,933600,1182400,1203300,1433100,1003200,1297000,1513100,1337100,1417700,1454600,1162600,1785200,1207400,1237600,1272400,1274700,1437300,1317800
87,400,1200,2400,4000,5500,13900,22100,12300,15200,30600,22000,32700,37300,53800,50600,55800,78500,68500,72900,79800,86400,96500,102700,88000,126400,145500,169800,160400,125500,144400,221700,189700,159500,255000,266300,226700,246700,258700,242800,440600,325100,251000,258700,455600,365500,294500,364400,322400,334200,344500,388800,773800,398000,442500,431600,499100,497200,532600,530900,640000,590100,596200,544100,560800,572000,657400,645000,665100,654600,1021500,1103300,897600,724200,1304200,957200,977500,845700,1024500,1070200,854700,893600,916500,933000,1185900,1203600,1440400,999000,1293800,1526800,1344300,1322200,1424600,1195100,1708700,1201300,1237400,1269700,1277800,1479300,1348500
88,600,1500,2700,6400,5500,14000,28300,12800,15400,30700,21500,32200,37700,48700,50300,54500,70100,69000,74000,81000,87400,95900,102400,89500,133100,206100,167600,160000,126700,135900,166900,189300,160700,232500,266200,227700,246100,257300,251900,533000,238700,251400,258600,460100,362800,296000,343900,322900,330300,345400,446400,742900,398900,443400,433400,492600,490200,528100,529200,667600,593900,594500,543800,617100,570900,648400,753000,667000,659700,1023500,893300,893100,729400,1128300,959200,1063000,841800,1027900,1065900,855300,889500,919900,930700,1186600,1197700,1475500,998000,1295100,1502900,1343200,1268600,1439400,1157500,1485600,1202400,1236700,1272200,1277100,1460700,1318800
89,700,1500,3200,4800,5700,12300,26400,12700,15500,38000,21800,32100,37700,49800,51100,54200,75400,68800,74900,80000,85500,94900,103700,88600,127700,178200,168500,159500,125800,135200,187500,189200,160600,490100,264500,227100,245500,282900,302700,271600,238500,251800,257200,455100,365500,294400,339200,323100,339300,345400,359100,675200,400300,443200,419300,482200,518400,533000,488600,615000,563700,597900,543100,574000,567200,647700,925200,663600,659200,1023400,847000,890900,726500,1118800,956600,1004500,842900,1031900,1070000,856300,891200,919200,934300,1183600,1199100,1442300,997000,1328500,1500500,1349200,1270700,1418300,1162000,1991300,1204700,1234800,1271700,1277100,1488300,1319300
90,600,1700,2800,5500,5500,11300,23500,12500,15800,43600,21400,32700,37400,48100,50200,55300,69500,69000,74800,81600,86100,95500,102800,88800,131800,167800,143900,160300,126100,135000,197000,190600,159600,384600,266400,229800,244600,267600,242400,271400,250600,251000,258800,452600,363500,294700,347700,322300,334200,345900,361800,676300,397800,444900,417300,477200,501800,578800,481700,571600,558500,591900,541900,668700,569100,644100,687700,672900,657100,1021300,849800,893400,733900,1118400,959100,977800,842800,1023300,1067100,854700,888800,917900,939500,1183000,1202200,1457300,999500,1292700,1581000,1358400,1246200,1423500,1164300,1966600,1211000,1251800,1273800,1274900,1434100,1319700
91,600,1300,6300,3900,5400,10600,24400,12700,15200,32700,22300,33300,37500,49500,50100,55100,72500,68400,73100,81000,87200,94700,102900,88500,128700,159800,144200,160600,126200,137100,231000,189300,159600,219900,265200,303300,244800,268000,251700,224400,238300,252200,259700,456000,364000,294700,516800,321800,332000,344500,365300,677700,399700,444100,437600,480900,488200,597300,481500,612600,557400,593300,580300,646300,568600,674100,684800,707400,657200,1020700,848100,890100,730900,1118100,961000,981400,846400,1023600,1068800,854100,889200,917700,932800,1181700,1234300,1481100,995700,1295300,1445400,1345100,1248200,1427400,1161400,1786200,1212100,1236300,1278400,1281400,1456900,1319800
92,900,1400,3100,5700,5300,13100,22600,12900,15400,31700,22400,31700,37000,52200,50300,54600,64200,68800,73600,81000,88000,94600,103800,88100,124200,159300,155400,158600,125500,135100,165700,189700,159300,216700,265500,410000,245400,354200,250000,270400,239600,251000,259000,459100,364600,295200,609000,324200,338200,346100,385500,675300,450000,444900,419900,962700,507900,534700,482900,557600,557500,591100,544300,739400,566500,637600,686900,669800,658700,1056900,850200,892300,728900,1118300,958100,984100,833500,1022900,1064800,852600,888700,973300,933100,1184400,1228900,1461100,999400,1302600,1433400,1387400,1252800,1421900,1161300,1781600,1212100,1238400,1269400,1278600,1509900,1316700
93,600,1400,3100,4500,5600,11300,23300,12600,15800,30900,21700,31900,37400,52600,50100,55000,61900,69100,73200,79900,86700,94300,103300,87900,127000,163000,143700,180300,125600,137100,185900,189900,159800,231100,311800,300200,246300,568400,249100,297000,239800,251400,259200,455000,363300,294400,488700,321800,338300,345800,360200,678600,441300,443200,419600,635700,511700,552900,485200,563900,587500,594000,542600,1132700,827500,633800,692000,670900,656300,1022500,847000,891400,726300,1117700,957900,984200,765100,1029000,1065500,853200,888200,916100,937400,1202300,1201800,1440000,1006000,1315300,1457400,1343500,1238600,1426800,1165400,1782300,1212200,1237700,1305900,1275900,1466600,1320400
94,600,1500,3000,4200,5700,14600,20800,12700,15400,31100,22100,32800,37200,49800,51100,54900,62100,67200,73900,80200,87300,95000,103400,88600,124300,161600,145500,159600,127200,134800,213300,190400,159100,215800,280100,335400,244500,537400,243000,273900,237900,251400,258200,455500,364700,295800,491400,321300,330400,346600,424300,680100,443500,445200,418700,477600,489200,531800,480800,556700,566400,588600,542500,740300,568900,628100,687600,670400,657800,1019600,850400,895600,727600,1120200,956300,984800,759500,1032600,1100400,854900,951800,926200,929900,1182900,1200300,1463200,999300,1295400,1457900,1348000,1199300,1422200,1205800,1776200,1214800,1235000,1269500,1281000,1456500,1319600
95,700,1400,2400,4100,5200,11300,21600,12600,15500,31800,22400,32500,37500,52700,51000,54500,62500,67400,73400,79700,86400,94300,103500,89400,123700,234000,146200,161000,126400,134700,171100,189200,158900,214600,272400,258000,246400,516700,251300,385800,257000,249700,258100,454000,366600,293600,666900,321200,332400,346400,386700,682800,443000,443600,418900,485100,491500,535000,482200,635500,574800,591000,543200,744700,567700,631100,688600,669800,656700,1022800,848800,892500,740500,1119000,961900,980500,763900,909200,874000,888400,891000,957100,931100,1200400,1204600,1447400,996300,1300600,1296100,1341700,1086500,1420200,1164200,1766700,1212800,1235100,1270700,1275100,1519000,1320500
96,600,1500,2600,5200,5300,10800,25200,12300,15800,30700,21600,32200,37600,53600,50700,60900,61400,73800,73500,80000,86600,96000,103100,89000,122600,160100,156200,159400,126400,143100,183900,190000,158700,215100,269200,250300,246700,588400,253200,362300,241100,251200,258100,456100,365000,294200,482400,320200,335000,346800,378700,678300,439900,446000,421900,499700,485500,565300,481200,567400,622000,590800,542200,699800,569000,623700,691300,669400,656500,1022100,849100,887200,726900,1122000,954500,981800,763800,907500,859900,857000,890300,912000,934300,1086800,1201000,1476500,998200,1298500,1153700,1344500,1091200,1414200,1162300,1775500,1215200,1236800,1272700,1277200,1470700,1318700
97,500,1200,2500,5000,5500,14100,25500,12600,15300,31100,22100,31700,36800,85800,50200,82000,61200,84900,74200,80800,86900,94400,102000,87600,123500,172700,174100,161300,127400,135000,159700,190400,160100,215100,264800,232200,244300,584100,240500,368800,241700,250700,257200,459100,364100,295800,446500,320800,332200,344400,359100,677100,438900,444600,418900,492300,510300,541600,481100,572600,575000,588200,605600,698700,568600,623600,688300,670400,656100,1026800,848000,891400,730100,1415100,978800,982600,767600,908200,814900,855300,897400,910600,931600,1085400,1201300,1476100,996300,1297400,1146100,1344800,1090100,1406000,1167100,1781900,1212700,1236200,1271900,1304600,1465600,1322400
98,600,1300,2400,4200,5300,16000,21800,12700,15400,30400,21700,32600,37000,68100,50000,69300,61900,80400,73700,80800,86700,94800,103400,88600,123600,180300,170200,160800,126800,135500,171300,193000,159900,231700,265800,230500,245600,580700,251000,290400,238800,253300,258200,452600,364700,294500,411100,321100,331700,345200,360400,681700,442000,444400,419200,432600,696500,525200,481900,565700,557000,592400,678100,696600,571400,616600,688200,669100,656600,1112500,846600,901000,726300,1425400,958400,981800,766600,927200,816900,857900,893300,907100,931000,1081700,1207800,1462100,1000000,1295800,1157400,1342700,1089100,1410600,1164500,1778800,1212900,1242400,1269600,1405300,1450400,1318700
99,700,1400,2600,4600,5400,11400,22200,12600,15200,32200,21400,33100,37500,52800,50800,58800,61300,68800,73600,80000,86900,95000,102200,88000,124200,166800,143000,159500,125700,135500,176500,193000,160500,215900,265900,279100,245500,596200,248700,312900,239900,252700,259300,453700,366200,294200,386600,320900,332000,344400,361400,677600,441900,444100,418600,434500,662800,546000,481900,563400,830300,589200,678100,699100,568000,611700,684400,670700,661600,1037800,923200,891200,727300,1337600,955300,984200,764000,906100,814500,853300,936400,911400,934600,1075700,1200500,1445500,1003300,1294800,1141100,1343300,1138900,1426800,1162800,1783900,1213700,1236100,1270000,1405000,1450400,1344600
100,600,1600,2700,5700,5500,13800,27700,12400,17100,30600,21700,32700,37000,51500,50900,72700,61600,69100,73200,80200,87100,96000,104000,88900,124700,160600,144000,159200,126700,137500,168500,192600,159000,215100,267800,219400,245400,580700,251200,258400,240700,251100,258900,468100,363800,347900,430800,319300,332600,345100,361200,678500,667400,442800,417600,449200,664200,523400,481800,566700,823400,592700,677900,699000,719700,614200,687700,670400,673600,1029000,846800,893200,728800,763600,959600,981300,765900,906600,812100,854400,889900,910600,931000,1070900,1199000,1428900,1007600,1295000,1116400,1351600,1099400,1412700,1165300,1769100,1214700,1239300,1275600,1406800,1464300,1319900
101,600,1500,2500,4700,5300,12600,26100,12500,15900,30200,22000,31900,37800,51000,49800,112200,61700,77000,74200,80100,86400,95700,102300,88000,122700,153200,144500,161300,125800,137000,166200,191100,159900,216700,264500,232400,246100,561700,239000,258300,241100,252500,258300,441700,363100,492800,423100,380500,334100,347900,359900,677000,641900,444200,421100,434600,663100,527100,483800,546500,828100,584500,832900,701100,678800,605600,689800,671100,657600,1032900,951600,934200,726300,747400,956900,983900,762900,908600,820500,854800,889500,911000,1031800,1068300,1200700,1443200,1005400,1292400,1109400,1339100,1097200,1411200,1170000,1764100,1214500,1238200,1270800,1405600,1441700,1316000
102,700,1500,2500,4400,5500,12000,22200,12700,15900,29900,22000,32200,37900,51400,51000,61200,61000,83900,73600,81000,86400,94800,103300,89100,124400,155900,146000,161000,125700,135700,178300,191200,160000,215800,266100,217700,246100,603300,248800,251900,241900,250400,258400,444200,367200,688300,746500,577100,332800,345700,379100,716100,634100,446000,419100,435100,662200,540400,478600,556200,804700,586100,861000,700100,700500,606600,683800,684500,662300,1027800,849900,884400,729100,745200,1020400,982300,764500,907300,816700,854000,889200,912200,1067600,1077900,1204700,1322900,1010900,1294000,1101600,1347100,1096300,1441000,1165500,1768300,1211500,1234100,1270600,1414800,1449400,1318300
103,600,1300,2900,4600,5600,10200,22000,12800,15800,33500,22500,32400,37100,52600,50000,57200,61400,73000,73800,80900,86800,94800,102300,87700,122900,144800,143000,160900,126400,136200,155900,190700,158800,216600,264700,184700,259100,578900,253800,256700,241500,251600,257200,490900,365000,495900,453500,518300,331200,345800,361100,631500,579800,445300,420100,450600,926000,529900,478200,547500,578100,587900,845400,696600,689900,606000,684300,668800,663600,1031200,853700,771800,726100,748200,965600,991300,763700,1206100,817200,853600,893200,909600,1062100,1076800,1200200,1275900,1007100,1294200,1112100,1340700,1098300,1414800,1164700,1610200,1334900,1238900,1270900,1409000,1460600,1318200
104,500,1600,2700,4200,5500,10100,20500,12300,15600,36900,22600,32600,38300,55800,50200,52400,61900,68800,73900,80100,85700,94100,102500,89200,125000,147500,148300,160000,126500,135400,431000,190400,160300,215200,265300,183300,274900,559200,249300,256100,240900,252700,258400,475300,364500,433400,392000,556100,331600,345300,358500,696000,551100,440300,418200,439500,771700,523700,478200,570600,562500,586000,766700,735300,658600,601600,688400,669500,700300,1031500,846000,736100,728300,746300,959800,986000,763200,1620300,828300,856600,890400,908400,1060900,1121200,1202000,1260300,1005200,1303100,1091600,2261300,1099300,1410900,1166000,1474000,1365200,1237400,1270700,1398800,1449600,1323200
105,500,1200,2700,4400,5500,11300,19600,12800,15100,31000,21900,32200,37400,52800,49900,51800,61500,68600,74000,79300,86400,95800,102300,88000,124200,144000,152400,160400,125700,137200,176400,191400,158900,215700,307900,183800,282600,542900,241900,247800,239900,249400,256900,517400,365300,362700,570100,510400,332300,346800,360600,681000,660600,455800,422100,437300,678200,534800,479200,575000,570400,591200,678500,699300,678500,602200,684300,669900,665900,1025400,848700,727900,727500,748800,956400,1059900,763300,1018000,820900,855800,887600,910400,1058600,1073200,1215900,1259700,1007400,1306900,1087900,1340700,1096800,1409200,1163900,1473600,1340200,1237000,1280100,1400200,1442500,1325600
106,700,1500,2500,4500,5500,13000,19800,13100,16000,30800,21900,32500,37400,47900,51000,71300,61600,67900,73000,80100,86200,96100,103000,88800,125600,143400,160600,161400,126000,135500,182000,191400,159700,216900,342900,184700,284500,507500,300300,283900,240900,251200,258800,473400,365900,358600,391200,431200,332700,344600,360500,677700,581100,443600,419700,436300,887600,474200,478000,559900,674100,586100,609300,700600,645900,595300,689200,667700,662000,1029000,850300,726000,721100,746600,959100,981700,767600,1018200,819900,854200,886300,911800,1053300,1079700,1204000,1278700,1006800,1292300,1075800,2032600,1096800,1411200,1162100,1477100,1338300,1236700,1269500,1400900,1450800,1320400
107,600,1300,2900,4600,5300,10600,19400,12900,15400,29500,22200,33100,37700,58700,50600,60600,61400,69400,74800,79500,85700,94800,103600,87700,123400,144100,166300,159400,126300,135600,210300,192800,160500,215600,308000,183200,273900,525400,255400,279200,241700,251000,496500,460600,363500,429100,390700,481200,331000,353900,359600,677200,596900,451900,418900,436500,880600,481500,477900,552200,611600,593300,610800,697700,633400,596400,683100,672000,662600,1035400,850400,720400,719300,746700,958100,982300,769900,1016900,821300,854200,889200,910900,1047800,1069900,1202300,1260600,1007200,1306200,1073300,1301800,1098200,1421800,1162200,1484300,1340200,1237900,1269500,1397300,1493200,1316700
108,1100,1400,2700,5500,5300,11500,20300,12600,15700,30200,21800,32700,37500,76300,51500,59600,61600,68300,74300,81200,86700,94300,103200,89800,123700,144800,151500,160500,125600,137700,172000,191700,159800,217300,309300,183500,283500,519200,243400,275400,240800,252500,333000,477200,364500,302600,388800,616700,333300,348300,357700,678000,464600,444600,468600,437400,713800,475700,479400,609100,577400,592100,607200,699700,641500,588900,682100,670600,659900,1030200,850500,718500,721300,747700,956100,983100,789500,1015900,820700,855300,889300,908700,1050900,1071500,1200900,1260000,1050300,1286800,1067600,1223900,1097700,1418300,1162600,1472100,1336300,1236400,1271900,1437700,1470800,1316500
109,500,1400,2400,9400,5400,10400,19400,13000,15700,31000,22400,32500,37200,49300,51100,56700,61100,68400,74000,80100,86500,94700,104100,88700,124400,142900,144900,159900,125600,135900,193100,191100,160100,214900,338000,185800,283100,504900,258100,265300,240100,252100,258000,445000,365500,297800,389000,424800,864600,344600,359800,680300,446900,444800,417700,436200,667300,470800,477900,564200,570200,673500,610400,696900,639500,589300,714800,668500,660300,1029800,846400,717900,722700,746600,957600,982600,771700,1015500,820700,855400,890800,922800,1046300,1099000,1202400,1249200,1009100,1211200,1065100,1202700,1157300,1417800,1161800,1470800,1337000,1238700,1269900,1400000,1451100,1316900
110,800,1800,2800,4200,5500,10400,21900,12200,15600,31200,21900,32700,37700,49400,50300,54900,61700,68800,72600,80200,86000,94800,102600,88500,123300,144600,142800,160100,126400,137300,203300,192400,159900,215300,307000,183400,290300,535600,273100,264100,240000,275300,259200,441300,363600,297200,391300,382200,405500,386900,360600,679800,447100,499600,418500,435800,666800,469000,476900,590300,640600,534700,608000,699600,630800,588100,616700,671900,662900,1029200,848200,712000,722800,746600,956700,984400,769400,1014900,823200,855300,890400,912800,1053300,998600,1216800,1248300,1006100,1178700,1066600,1223000,1097200,1418800,1164400,1474800,1339700,1239900,1261900,1392200,1444200,1590900
111,600,1300,3100,6000,5500,10200,23600,12500,15300,32000,22300,32300,37700,49700,50700,56300,61400,68000,73400,81200,86900,95600,102800,88700,124900,143600,143700,160300,125600,136000,242100,191900,160200,215100,345800,184200,287200,533300,255000,272600,240000,254900,263900,442400,796500,299000,391200,364700,398400,718600,359800,678600,444700,457000,417300,436900,667300,471400,478800,565800,865500,541100,604300,807800,642500,585600,621100,664500,656700,1030500,847500,707600,725400,745300,959400,983700,770100,1018000,822600,855200,889600,915200,1114900,931200,1203800,1251000,1008500,1205200,1068500,1214600,1096600,1424400,1163700,1474900,1346300,1237500,1263600,1396700,1474700,2144800
112,900,1800,2600,5200,5500,10500,22400,12900,15100,30400,21600,31800,36900,50800,50600,55700,60900,68200,73800,79600,86000,95700,102800,88700,124600,146300,143600,159000,126800,136800,266100,193000,160400,215200,304200,196400,285200,297700,241300,256800,240100,279300,259500,446000,729700,305500,388400,488500,435900,419100,358900,679800,444400,465300,419400,435900,666700,470700,477700,528200,756300,534600,602900,699100,633400,587000,617500,663900,656700,1030900,848800,702400,720400,746900,961000,985600,771200,1016600,820300,853800,900500,911100,1037600,931400,1199700,1248000,1006500,1168300,1074000,1205200,1097500,1410200,1168100,1470200,1345400,1232800,1262600,1500900,1463600,1308000
113,700,13200,4600,4300,5400,11600,22800,12700,15700,31100,22100,32200,37600,51900,50200,57100,61700,68700,74200,80600,87100,95300,102800,88800,129800,145100,141900,160500,126300,135300,315700,190600,159900,216900,313700,182600,280600,298800,243300,262900,240900,260700,293900,444600,683300,297800,390800,431100,544700,478900,359800,677000,441900,446200,418900,436900,667300,470700,479700,498300,580200,532500,604800,702700,631400,588300,615700,671500,661600,1032600,848300,700500,721500,745400,987700,981200,811200,1062900,822800,886900,885800,908800,1039000,930600,1203900,1247600,1004100,1154100,1067800,1197500,1102200,1430700,1163800,1471600,1249100,1237600,1260500,1399300,1678900,1309100
114,600,1800,4300,4100,5300,11900,22300,12700,15900,31700,22600,32800,37900,51200,50500,59400,62400,68800,74000,81200,86200,96500,102700,88200,122900,144900,143400,160200,125600,136200,261700,190600,158800,215500,331500,183800,288500,266400,246800,255300,240600,251300,340100,445100,756700,296300,390700,639000,679200,578800,359900,635200,441200,444600,417100,438500,667400,470200,501100,503600,573600,531400,608600,699000,638900,580700,615400,668000,658500,1109400,849800,702100,723500,746300,955300,983300,770300,1017500,818800,855000,890300,910200,1030800,932100,1200600,1244700,1004400,1183200,1066900,1219200,1137100,1420400,1207400,1472300,1203900,1234200,1260900,1387200,1912200,1308600
115,600,1700,4700,4500,5500,12200,21400,12800,15700,30400,22500,32300,37300,52900,58900,47700,62100,67600,74200,80100,86300,94900,103000,89100,122000,154700,142900,160400,125400,135700,270100,192900,160300,216700,293700,183000,288000,328000,243200,256600,238700,254200,319100,442500,701400,298100,392100,388500,455600,595600,358800,581500,439900,445400,417100,436400,667400,470000,510600,497200,569900,530300,599300,698100,630400,580800,614800,670600,665400,1030400,850700,701000,721600,747800,958100,980900,771400,1017500,821200,853600,889500,907800,1036500,931600,1203900,1261000,1006800,1173300,1067400,1165200,1099100,1412800,1163200,1469100,1206000,1256000,1263400,1382600,1894800,1312300
116,600,1600,3500,4300,5300,10200,21400,12400,15400,30300,22400,31700,37000,66200,55100,43800,61800,68800,74100,81400,87600,95300,102500,89700,123200,158300,143900,160700,127100,136300,288500,193200,159200,216600,309100,364100,289000,266500,237600,259200,241400,277400,297400,443500,703000,314500,390000,396600,466300,471600,360300,581600,439300,445700,419700,434900,668100,470700,487200,497800,565900,533100,600600,697600,644100,580600,615600,668900,662800,1028300,845100,702400,720200,785900,956800,981500,777200,1015700,819000,852000,889200,908900,1047700,932200,1203000,1252800,1006800,1067900,1067300,1073800,1095400,1407200,1159700,1475500,1203400,1236700,1262300,1383700,1481900,1307400
117,700,1900,4100,4100,5200,9500,20700,12400,15600,40000,22200,32100,36800,56300,56100,44100,61600,68200,73900,80200,87800,95100,103100,110700,123000,162600,144700,161100,136800,137100,239700,191300,159600,216600,285800,394300,283600,262500,238900,256300,239800,271500,328100,445100,665300,297800,391100,438900,421200,361900,360100,580200,442800,447900,418700,435200,666600,470600,490800,497700,566000,531000,600600,698300,657200,580700,614600,665000,658900,1029800,951600,702300,720700,747700,957600,979400,775800,982400,822700,856300,891100,909300,1031600,931500,1204200,1241700,1012200,1030700,1064800,1079100,1097000,1410200,1163400,1481000,1202400,1235100,1274800,1387700,1476000,1306100
118,600,1300,3500,5700,5500,9700,28600,12200,15700,35200,21700,32300,37100,49400,58400,44600,61600,69500,73100,80500,88000,95800,103000,116300,124600,157800,143700,159600,193100,136800,252200,191300,159900,216000,313800,275400,286400,278500,269700,245100,241000,337300,314600,443700,663000,296600,390500,430000,419200,345000,359900,582500,444400,446700,420200,435100,666700,473900,478500,497900,564800,531300,611500,699900,639500,607500,615800,664100,663000,1029300,843400,702300,721300,747400,967100,984200,776500,903200,822500,853400,887600,915700,1047900,930900,1203000,1409300,1003300,1028400,1130700,1074200,1097200,1413800,1162500,1473900,1203200,1238100,1263300,1386300,1505700,1307100
119,900,1400,3200,4400,5400,9300,24400,12800,15900,31200,21800,32800,36700,49000,55900,62300,61000,68700,73800,79900,87500,95200,102300,109800,124800,148600,144800,159400,286600,136600,265900,189900,159600,216500,359600,380600,284400,254100,245900,272800,241200,317300,314000,444800,661600,300800,390500,421600,421600,344700,359900,583300,442300,447600,593700,436100,665100,471800,480900,498200,561200,540500,603300,697300,630100,580900,624600,664600,661900,1026100,859900,711500,722400,745300,969800,989200,777300,899200,818400,851200,888500,908300,1027400,930600,1203900,1580700,1003600,1031500,1069100,1073200,1095100,1419900,1159700,1481600,1204800,1236200,1264700,1498000,1462100,1307800
120,600,1400,3300,4800,5300,9400,23600,12200,15700,30100,21400,32400,37200,49900,59400,55500,61900,68300,73800,80800,87200,95400,103300,107200,124000,155000,144600,160000,125800,136000,256300,190900,159400,215400,314300,291400,287800,264400,243300,255700,240400,297800,307300,444900,663100,299300,390000,410600,419700,343400,358700,581500,440800,449100,473000,435600,718500,469900,480300,497800,564800,529500,602800,749400,637700,581800,618600,664100,661000,1028700,991000,701300,721500,750000,960300,983300,778100,902000,829000,853900,895300,908600,1075500,932400,1204600,1701100,1004400,1054400,1068000,1074900,1097600,1425000,1162000,1483900,1202800,1247500,1261100,1349600,1505700,1309100
121,700,2000,3500,5600,5300,9500,20700,12400,15500,30700,22600,32800,37300,50500,71700,54800,62300,68400,73600,80800,88200,93700,103200,117100,122900,161700,144700,161900,134900,137200,247600,192300,160100,216400,290400,301400,288400,262000,255900,267900,239900,308100,299600,443100,661300,299600,390400,410200,419800,352800,360600,582100,440800,448500,474200,436900,667600,469200,480100,499600,560600,530300,633700,623100,629900,580100,616400,665400,663200,1033300,900800,702400,719100,775000,959800,1010900,775600,903700,821300,853800,888300,908800,1138900,932400,1201200,1389000,1005800,1029500,1066400,1073700,1097500,1411200,1164900,1485000,1200700,1247500,1263100,1258400,1469800,1593700
